Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor) (Low),Meeting Friends/Family (Indoor) (Moderate),Meeting Friends/Family (Indoor) (High),Meeting Friends/Family (Outdoor) (Low),Meeting Friends/Family (Outdoor) (Moderate),Meeting Friends/Family (Outdoor) (High),Domestic Travel (Low),Domestic Travel (Moderate),Domestic Travel (High),International Travel (Low),International Travel (Moderate),International Travel (High),Cafes and Restaurants (Low),Cafes and Restaurants (Moderate),Cafes and Restaurants (High),Pubs and Bars (Low),Pubs and Bars (Moderate),Pubs and Bars (High),Sports and Leisure (Low),Sports and Leisure (Moderate),Sports and Leisure (High),School Closure,Non-Essential Shops,Hospitals/ Care and Nursing Home Visits (Low),Hospitals/ Care and Nursing Home Visits (Moderate),Hospitals/ Care and Nursing Home Visits (High),Temperature,Humidity,Rt
12,78,16198,1.0,1494.0,2656.0,162860.0,20,15,0,20,15,0,20,15,0,20,15,0,20,15,15,20,15,15,20,15,0,16,16,20,15,0,18.67,69.79,1.0547080747240014
12,76,16274,6.0,1500.0,3095.0,165955.0,20,15,0,20,15,0,20,15,0,20,15,0,20,15,15,20,15,15,20,15,0,17,16,20,15,0,21.9,62.35,1.0116200084500677
12,39,16313,9.0,1509.0,2878.0,168833.0,20,15,0,20,15,0,20,15,0,20,15,0,20,15,15,20,15,15,20,15,0,17,16,20,15,0,23.69,60.29,0.9769976307174274
12,73,16386,2.0,1511.0,3246.0,172079.0,20,15,0,20,15,0,20,15,0,20,15,0,20,15,15,20,15,15,20,15,0,17,16,20,15,0,16.96,90.67,0.9769976307174274
12,62,16448,6.0,1517.0,3543.0,175622.0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,15,21,15,15,21,15,0,17,17,21,15,0,15.12,88.54,0.9769976307174274
12,71,16519,2.0,1519.0,3342.0,178964.0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,15,21,15,15,21,15,0,17,17,21,15,0,14.08,79.83,0.9769976307174274
12,35,16554,3.0,1522.0,3339.0,182303.0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,15,21,15,15,21,15,0,17,17,21,15,0,13.92,74.21,0.5091433650932458
12,35,16589,4.0,1526.0,2808.0,185111.0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,15,21,15,15,21,15,0,18,17,21,15,0,14.48,89.77,0.5091433650932458
12,30,16619,4.0,1530.0,2239.0,187350.0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,15,21,15,15,21,15,0,18,17,21,15,0,15.08,88.27,0.4582617696005675
12,25,16644,3.0,1533.0,2129.0,189479.0,21,15,0,21,15,0,21,15,0,21,15,0,21,15,15,21,15,15,21,15,0,18,17,21,15,0,14.81,93.58,0.4071256522760605
