,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
1879,3,2,-2,-3,1,1,-1,-1,-3,-3,-2
1880,2,3,3,1,-2,-3,-2,-2,-1,-2,-2
1881,2,1,-2,0,1,1,1,-2,-2,-1,-3
1882,-3,-3,-3,-3,-3,0,2,-2,-3,-3,-3
1883,2,-1,-3,-3,-2,-1,1,1,-1,-2,-2
1884,0,1,1,2,2,3,2,1,-3,-3,-3
1885,-2,2,-1,3,-1,-2,-2,-2,0,3,1
1886,-2,-2,1,2,2,0,-1,-2,0,0,3
1887,2,3,2,2,-1,1,2,2,2,-1,-2
1888,2,2,-2,-2,-2,-2,1,2,2,0,-1
1889,-3,-3,1,-2,2,1,2,-1,-2,-2,-1
1890,2,1,-2,-2,-1,0,2,2,1,0,-2
1891,1,2,1,-1,-2,-2,-1,2,2,2,2
1892,3,3,3,2,-3,-3,1,2,1,-1,-3
1893,2,-1,-3,-3,-3,-1,2,2,1,-2,-3
1894,2,3,-3,-2,2,3,3,-3,-3,-3,-3
1895,-1,-1,2,2,1,-1,-2,-2,1,1,1
1896,2,1,3,1,0,-2,-2,0,1,2,0
1897,-2,-1,0,1,2,2,-1,-1,-1,0,0
1898,2,2,-1,-2,-2,-2,2,3,1,-3,-3
1899,2,0,-2,-1,-1,2,2,3,2,2,-1
1900,1,2,-1,-2,1,-1,3,2,2,-2,-2
1901,-3,-3,0,-1,-3,-3,-3,-1,-2,0,2
1902,3,2,1,-3,-3,-1,2,3,1,-2,-3
1903,2,2,-1,-1,-1,0,0,0,-1,-1,1
1904,-2,-1,2,2,1,0,-2,-2,-1,3,3
1905,1,1,1,1,-1,-1,0,1,2,1,-1
1906,-1,2,2,2,0,-2,-2,-2,-1,0,-2
1907,3,-2,-3,-3,-3,2,2,-1,-2,-3,-2
1908,1,2,-1,-2,-2,0,2,2,1,-1,-1
1909,2,1,-2,-2,-1,1,1,1,0,-2,-2
1910,-2,-1,-3,-1,1,0,3,2,-1,-2,-2
1911,-2,-2,-2,-2,1,2,2,0,-1,-1,0
1912,1,-1,-3,-3,-2,-2,-1,0,-1,-2,-3
1913,-2,-3,-3,-2,2,2,2,-1,-1,-2,2
1914,-1,-2,-1,1,1,0,-1,-2,-2,-2,1
1915,1,0,2,2,2,2,-2,-2,-2,-1,0
1916,2,2,2,3,3,0,-3,-3,-3,-1,0
1917,1,-1,-1,-2,-1,1,2,1,1,0,-2
1918,-2,0,1,2,2,-1,-2,-1,-1,2,2
1919,-3,-1,3,3,3,3,-1,-3,-3,0,2
1920,1,0,-1,-2,-2,2,2,2,1,-3,-3
1921,2,1,-2,-1,1,2,2,-1,-1,-1,0
1922,2,-2,-2,-2,2,2,2,1,-1,-3,-2
1923,-2,-2,1,2,2,2,-1,-2,-2,-2,0
1924,-2,0,1,1,-2,-2,-2,-2,0,1,2
1925,1,-2,-1,-1,2,2,2,0,-1,-1,1
1926,-3,-2,1,2,2,0,-1,-2,-2,2,1
1927,-1,2,3,2,-2,0,1,2,3,3,2
1928,1,1,-1,-1,-2,-1,-1,2,1,1,-1
1929,0,2,2,1,-2,-2,-1,0,2,2,1
1930,1,1,2,-1,-1,-1,1,2,2,2,1
1931,-1,-2,-2,-2,-1,1,1,2,-1,-2,1
1932,2,0,-1,-2,2,2,2,2,-2,-2,-2
1933,2,2,-2,-2,-2,2,3,2,-1,-2,-3
1934,1,1,1,1,0,0,2,2,2,2,-1
1935,0,1,-3,-3,-3,0,0,-2,-1,-3,-3
1936,1,2,1,-1,-2,-2,0,2,2,0,-2
1937,-2,-3,-2,-2,2,2,1,-2,-2,-2,2
1938,1,0,-2,-2,-2,2,2,2,0,-2,-3
1939,1,-2,-2,-2,-1,0,2,2,2,-1,0
1940,0,3,3,3,3,-3,-3,-3,-3,-3,-3
1941,1,-1,-3,-3,-1,-2,1,2,1,1,-2
1942,2,1,0,-1,-2,-2,-1,2,2,1,-1
1943,-3,-2,-2,-3,-3,1,-2,-2,-2,-3,-2
1944,-2,-2,2,2,1,-2,-3,-2,-2,2,3
1945,-2,-2,-2,3,3,3,3,2,-3,-3,-3
1946,-2,2,2,1,1,-2,-2,-2,-1,2,2
1947,1,3,2,0,-2,-3,0,1,2,1,1
1948,0,0,-1,-1,1,0,2,1,2,2,1
1949,2,1,1,0,1,2,2,2,-2,-2,-2
1950,-3,-1,-2,1,2,1,1,-2,-2,-2,1
1951,3,3,2,-1,-2,-3,-2,-1,2,2,1
1952,-2,-2,2,3,2,-1,-2,-3,-2,-2,2
1953,-2,-1,-1,-1,-2,-2,-2,-1,0,1,2
1954,2,2,2,2,2,2,0,0,0,1,2
1955,2,2,2,-1,-2,-2,-2,1,2,1,-1
1956,-2,-3,-2,2,1,1,-2,-2,1,2,2
1957,-1,0,2,1,-1,-2,-1,2,2,2,1
1958,1,2,2,2,0,-2,-2,2,2,2,0
1959,-2,-1,1,2,2,2,-1,-1,-3,-2,-2
1960,3,3,3,-2,-3,-3,-2,0,1,-2,-3
1961,-3,-3,-2,0,2,-2,-3,-3,-2,2,3
1962,-1,2,3,2,2,2,0,2,3,3,3
1963,2,1,-1,2,2,2,-2,-2,-2,-1,-2
1964,3,3,3,-3,-3,-2,-2,-2,-2,-2,-2
1965,-3,-2,1,3,3,-2,-3,-3,-3,-3,2
1966,-3,-2,-2,2,0,0,-1,-1,-1,0,0
1967,1,-1,-3,-3,-3,1,1,0,-3,-3,-2
1968,-3,1,2,2,2,1,0,0,0,1,2
1969,-3,-3,-1,-3,-1,0,3,3,2,2,2
1970,-2,-2,-2,-1,1,2,-1,-2,-1,-1,3
1971,3,-2,-3,-3,-2,0,1,-2,-3,-3,1
1972,-2,2,3,2,-2,-3,-3,1,2,2,1
1973,0,2,1,1,0,-2,0,1,2,2,1
1974,-2,-1,0,2,2,1,0,-2,-1,0,2
1975,3,2,2,-3,-3,-3,-3,-2,0,1,-3
1976,-2,-1,-2,0,-2,-1,-1,1,1,0,0
1977,1,2,1,1,0,-1,1,2,3,-1,-1
1978,-3,-3,1,-2,0,-3,1,-1,1,2,2
1979,2,1,-1,-2,-1,2,1,1,-1,-2,-2
1980,-3,-2,-2,2,3,3,-1,0,0,0,1
1981,-2,-2,-2,-1,-2,-2,-3,-3,-2,-2,2
1982,1,0,-1,0,-3,-1,0,2,2,2,0
1983,1,1,1,0,0,0,1,1,3,3,2
1984,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1985,0,-2,-1,1,2,2,2,-2,-2,2,2
1986,-2,3,3,2,2,-3,-3,-3,-3,-2,0
1987,-2,-1,0,2,2,2,-1,0,1,2,2
1988,-3,-3,-3,-3,-3,-3,2,2,0,1,1
1989,1,2,2,1,0,2,2,2,2,-2,-2
1990,2,3,3,-2,-3,-3,-3,2,3,3,3
1991,-1,-2,-2,-2,0,2,2,1,-2,-2,-1
1992,-3,-3,-1,3,3,3,3,-1,-3,-3,0
1993,1,0,3,2,-1,-2,-2,2,2,2,1
1994,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2
1995,-2,-3,1,2,3,2,2,-2,-3,1,2
1996,0,3,2,-1,-2,-2,2,2,2,1,0
1997,-2,2,2,2,0,-2,-2,-2,-1,2,1
1998,2,2,1,-1,-1,1,-1,3,2,1,0
1999,0,2,2,-1,-3,-3,-3,-3,-2,1,-1
2000,2,2,-2,0,-3,0,-1,1,1,-2,-2
2001,-3,-2,-2,0,0,2,1,0,-1,-2,-2
2002,-2,-2,-2,-1,2,2,2,2,-2,-2,-1
2003,2,-2,-2,-2,1,3,2,1,-3,-3,-3
2004,3,3,2,2,2,-1,-2,-1,-2,-1,-3
2005,-2,2,3,3,3,-3,-3,-3,0,2,1
2006,0,-1,3,2,2,0,-3,-1,-1,1,1
2007,3,-1,-2,-2,-2,-2,-1,-2,0,-2,-1
2008,-1,-2,-2,-2,2,3,2,2,-2,-3,-2
2009,2,-1,1,2,2,2,-1,-2,-3,-2,-2
2010,-2,-2,-2,1,2,0,0,-2,-2,-2,1
2011,0,-2,-2,-1,2,2,1,-1,-2,-1,-1
2012,1,2,-2,-2,-1,2,2,2,0,-2,-2
2013,-2,-2,-2,-2,1,2,2,2,-1,-1,-1
2014,0,2,1,2,0,1,1,1,1,1,-2
2015,-2,1,2,3,3,2,-2,-1,-1,3,3
2016,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3
2017,-2,1,-1,-1,-2,-1,1,1,2,2,2
2018,2,2,0,-2,-2,-2,-2,1,2,2,0
2019,2,2,1,-1,-2,-2,-1,2,2,2,1
2020,-1,-3,-1,1,0,3,2,-1,-2,-2,2
2021,1,1,0,1,2,1,0,-1,-1,1,2
2022,-1,2,3,3,0,-2,-2,-2,1,1,2
2023,2,1,2,0,-2,-1,1,2,2,2,-1
2024,-2,3,1,-2,-3,-1,2,3,2,-2,0
2025,1,1,-1,-2,-1,0,0,1,0,-1,-2
2026,-2,-2,0,3,3,-2,-3,-3,-3,-3,2
2027,1,0,-2,-1,0,2,2,2,2,1,-1
2028,-2,-2,3,3,3,-2,-3,-2,-1,3,3
2029,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2
2030,-3,-3,-1,0,1,-2,-2,-3,-2,-1,1
2031,0,-1,-3,-3,-3,-1,-2,0,2,2,2
2032,-3,-3,-3,2,3,2,2,-2,-2,-2,1
2033,3,1,-2,-2,-1,2,3,2,1,-1,-3
2034,1,1,2,2,1,1,0,1,2,1,0
2035,-2,2,3,3,3,-3,-3,-3,-3,-3,1
2036,2,1,-1,-1,1,2,3,2,2,-1,-1
2037,-2,-1,0,2,2,2,2,1,-1,-1,0
2038,3,3,3,1,-1,-3,-3,-3,1,1,0
2039,-2,-2,-3,-2,-2,-1,3,2,2,0,-3
2040,0,2,2,0,-2,-2,-1,1,2,2,0
2041,-3,-1,-2,0,2,2,2,2,0,-1,-1
2042,1,2,0,-2,-1,1,1,2,2,1,1
2043,2,-1,-2,-2,-2,2,3,1,-3,-3,0
2044,1,1,1,-1,3,2,-2,-2,-3,-3,2
2045,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,0
2046,-3,-1,2,2,2,-2,-1,1,2,2,2
2047,-3,-1,0,3,3,2,2,2,-1,-2,-1
2048,-3,-3,-3,-3,-3,-3,-2,-2,2,2,-1
2049,-3,-1,-2,0,1,-2,-2,-2,-2,2,3
2050,-1,3,2,2,-2,-2,-3,1,2,3,2
2051,1,1,0,-2,-2,-1,1,2,1,-1,-2
2052,0,-1,2,3,3,3,-3,-3,-2,-2,-2
2053,2,2,2,-2,-2,-2,3,3,3,3,-2
2054,1,-1,-2,-1,1,2,2,-1,-1,-1,2
2055,1,-1,-1,0,2,2,2,2,-2,-2,2
2056,2,2,2,0,-2,-2,-2,-1,0,-2,0
2057,-2,-1,1,1,1,-1,-1,-2,-1,-1,2
2058,2,1,-1,-2,-2,-1,0,2,2,-1,-1
2059,-2,-2,0,3,2,0,-2,-3,-2,-1,1
2060,-2,-2,-2,2,1,2,0,-2,-1,1,2
2061,2,2,2,0,-2,-2,-2,2,2,2,1
2062,1,1,-2,-2,-1,-3,-1,-1,1,0,0
2063,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2064,0,1,-2,-3,-3,1,-1,2,2,1,0
2065,-3,-3,-3,-1,2,2,2,2,2,2,3
2066,-1,-2,-2,-2,1,2,1,-1,-2,-2,0
2067,2,1,-1,-3,-2,-1,0,2,2,0,-2
2068,3,0,-3,-3,-2,3,2,2,-2,-3,-2
2069,2,2,0,-1,-3,-2,2,2,3,1,-2
2070,-2,0,1,-2,-1,-3,-1,-1,2,2,-1
2071,2,2,2,1,-3,-3,-2,-2,0,1,-1
2072,-2,-2,2,2,-2,-2,-2,2,2,2,2
2073,-2,-2,-3,1,2,3,2,2,-2,-3,1
2074,-1,-3,-3,-3,-1,2,1,-2,-1,-3,0
2075,2,2,1,-2,-2,-1,0,2,3,1,1
2076,-2,-2,-1,2,1,0,-1,-2,-1,1,2
2077,1,1,0,0,-1,1,2,3,2,2,-3
2078,2,1,-1,-3,-2,-2,-1,0,1,-1,-2
2079,2,0,-1,2,3,3,3,-3,-3,-2,-2
2080,2,0,-2,-3,-3,-3,2,1,1,-1,-2
2081,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3
2082,-1,0,1,-1,-2,-2,-2,-2,0,1,0
2083,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-2
2084,2,2,0,-3,-2,2,2,2,0,-2,-2
2085,-1,-2,-2,-1,0,2,2,1,-2,-1,0
2086,-3,1,2,3,3,-2,-1,-2,2,3,2
2087,0,-1,-2,-2,-3,-2,1,2,1,-1,-2
2088,2,2,-3,-3,-3,-2,2,1,-1,-2,-2
2089,2,-1,-2,-3,-2,-2,2,0,0,-1,-1
2090,2,2,2,0,-1,2,3,3,3,-3,-3
2091,1,0,1,1,0,2,3,3,3,3,3
2092,0,2,2,1,0,-3,1,2,3,2,2
2093,3,3,-2,-2,-2,0,3,2,2,-2,-3
2094,2,2,1,-2,-3,-2,-1,2,1,-1,-2
2095,-2,-1,2,2,1,-2,-1,-2,2,3,3
2096,3,3,3,-2,-3,-2,-1,3,3,2,1
2097,2,2,-2,-3,1,2,2,2,0,-2,-2
2098,-3,1,0,-1,-2,-2,-3,-2,1,2,1
2099,2,1,-1,-2,-2,-2,-1,1,1,-1,-2
2100,0,1,2,2,0,-1,-1,0,2,2,2
2101,-2,2,2,2,2,-2,-2,-2,2,2,2
2102,-3,-2,2,2,2,0,-2,-2,1,0,3
2103,1,2,2,-1,-3,-2,-2,2,2,2,0
2104,1,1,2,-1,-1,-1,1,2,2,2,0
2105,0,1,1,1,0,0,2,2,2,2,3
2106,-3,-2,0,1,-2,-3,-3,1,-1,2,2
2107,-2,-1,-2,-1,-3,-1,1,0,3,2,-1
2108,-2,-3,-3,2,2,1,-3,-3,-2,2,3
2109,-1,0,2,1,-1,-1,-2,-1,-1,2,2
2110,-1,-1,1,2,2,2,2,2,3,2,-2
2111,-2,0,-2,-1,-1,1,1,0,0,0,0
2112,2,2,2,1,-2,-3,-2,-1,2,1,-1
2113,-3,-1,-1,1,0,0,-1,1,2,2,0
2114,3,3,3,3,2,-3,-3,0,-1,-3,-3
2115,-2,-2,-1,-2,0,-2,-1,-1,1,1,0
2116,1,1,1,0,-2,-2,-1,1,2,1,-1
2117,2,3,0,-2,-2,-2,1,3,2,-1,-2
2118,1,2,2,1,1,0,1,2,1,0,-1
2119,3,2,-2,-3,-3,-3,-1,-1,-3,-3,-2
2120,2,1,-1,-1,-3,-2,0,2,2,2,1
2121,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2
2122,-3,0,2,3,3,3,2,-3,-3,1,2
2123,-1,-2,3,3,3,-2,-2,-3,-3,-2,2
2124,-2,1,3,3,3,2,-3,-3,-3,-2,-2
2125,0,-3,-2,-2,1,1,1,0,-2,-1,-1
2126,-1,-2,-1,-1,2,2,1,0,-3,-2,-2
2127,2,0,-1,-2,0,0,3,2,1,-2,-1
2128,-2,-1,-1,-1,-2,-3,-2,-2,-2,2,2
2129,-2,-1,1,2,1,-1,-2,-2,-1,2,2
2130,1,0,-1,-2,-1,1,2,2,1,-1,-1
2131,-1,1,2,0,-1,-3,-1,-1,1,1,1
2132,-2,-3,-3,-3,2,2,-1,-2,-3,-2,-2
2133,-2,-3,-2,-1,3,3,3,2,-3,-3,-3
2134,0,-2,-2,0,1,2,0,-1,-1,-1,1
2135,2,-1,-2,-2,-2,-2,0,2,2,2,-2
2136,2,-2,-3,-2,-2,1,3,2,0,-2,-2
2137,2,2,2,-2,-2,-2,2,2,2,2,-2
2138,2,2,2,-1,-2,-2,-2,-1,1,1,2
2139,-2,3,2,2,-2,-3,-2,0,2,2,2
2140,-2,-1,1,0,-2,-2,-2,-2,1,1,2
2141,2,-1,-2,-1,-1,2,2,0,-1,0,1
2142,1,-1,-3,-2,-1,0,2,2,0,-2,-2
2143,2,-3,-3,-3,-3,-3,-2,2,2,-1,-2
2144,2,-1,-2,-3,-2,-1,2,2,1,-2,-1
2145,-2,-3,-2,-1,1,1,0,-1,-2,-2,-2
2146,-2,2,2,2,2,-2,-2,-2,2,2,2
2147,0,1,2,2,2,-2,-2,-2,-2,2,1
2148,2,0,-3,-2,-2,2,2,0,-3,-3,0
2149,2,2,0,0,-2,-2,-2,-2,0,0,-2
2150,-2,-3,-2,0,1,-2,-2,-2,-2,-1,2
2151,-3,-3,0,2,2,-2,-3,-3,1,-2,2
2152,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2
2153,0,2,-2,-3,-3,-2,2,3,3,3,-3
2154,2,2,-2,-3,-2,3,3,3,3,-2,-3
2155,3,3,2,2,-3,-2,-2,0,-1,-1,-2
2156,0,-3,-3,-3,-3,-2,0,2,2,-1,-3
2157,-1,-2,-2,-2,2,3,2,0,-2,-3,-2
2158,-3,-3,-2,-2,-1,0,-1,-2,-3,-2,-2
2159,-2,-2,2,3,2,2,-2,-3,-2,0,2
2160,-3,-3,-3,-3,-3,-3,-3,2,-1,-3,-3
2161,-2,0,1,3,2,1,-3,-3,-2,3,3
2162,1,1,2,0,-1,-1,-1,1,2,1,0
2163,-2,-2,-2,-1,-2,0,-2,-1,-1,1,1
2164,-1,-1,-2,-1,1,2,1,1,0,-2,-1
2165,-3,-3,-3,-3,2,0,1,-3,-3,-3,0
2166,0,-2,-1,-1,1,1,1,1,-1,-1,0
2167,2,1,-2,-2,-1,2,2,1,-2,-2,-2
2168,-1,2,2,1,-1,-1,-1,1,2,3,3
2169,-1,-1,1,1,1,-2,-2,0,2,2,2
2170,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2171,-3,-3,-3,-3,-3,-3,-3,-3,2,-1,3
2172,-3,-3,-3,-2,0,1,-3,-3,-3,-1,1
2173,-3,-3,1,2,-2,-2,-2,0,2,3,2
2174,2,2,2,1,1,1,-2,-2,-2,-1,3
2175,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2
2176,1,3,-1,-2,-2,-2,-2,-1,-2,0,-2
2177,2,-2,-2,-3,-2,2,2,2,1,-2,-2
2178,-1,-1,1,2,3,2,2,-1,-1,1,3
2179,-2,-2,-1,2,2,1,-1,-1,-3,-2,0
2180,2,2,1,0,-3,-2,-2,0,1,0,-2
2181,-2,-2,-1,1,-1,-1,-2,-1,1,1,2
2182,-3,-2,-2,0,1,-1,-1,-2,2,2,2
2183,2,0,-2,-2,1,2,3,2,2,-3,-3
2184,0,-1,-2,-1,2,2,2,2,-2,-2,-2
2185,-1,-1,0,0,0,-1,-1,-1,2,2,2
2186,-1,3,2,1,0,-1,-1,2,2,2,1
2187,-3,-3,-1,2,2,2,2,2,2,3,3
2188,0,2,2,0,-1,-2,2,2,2,2,-2
2189,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2190,-3,-3,-3,-2,2,2,-1,-2,-2,-2,0
2191,-1,0,2,2,2,2,2,2,0,0,0
2192,-1,2,2,0,-2,-3,-2,-1,3,3,3
2193,2,2,0,-1,2,3,3,3,-3,-3,-2
2194,0,0,1,2,0,-3,-3,-3,-3,-2,0
2195,2,2,1,-2,-2,-2,-1,1,2,-1,-2
2196,-2,-2,-1,-2,-2,-1,1,1,0,1,1
2197,1,2,1,-1,-2,-2,-1,0,2,2,-1
2198,0,2,2,1,-2,-3,0,2,3,2,1
2199,2,1,-1,-2,3,3,3,-2,-2,-3,-3
2200,3,3,-2,-3,-3,-2,0,1,-2,-3,-3
2201,-3,-2,1,-1,-1,-2,-1,1,1,2,2
2202,2,1,-1,-2,-1,2,2,2,1,-2,-2
2203,-1,0,1,2,2,-1,-1,-1,0,0,0
2204,-1,-1,-3,-3,-2,0,2,3,2,2,-1
2205,3,3,-3,-3,-3,-3,3,1,-2,-3,-2
2206,-2,-2,1,2,2,2,-1,-1,0,1,2
2207,-3,-3,-3,-3,-3,-2,0,1,-3,-3,-3
2208,-1,-2,-2,-1,2,2,2,1,-1,-2,3
2209,3,2,1,1,1,-1,3,2,-2,-2,-3
2210,-1,-2,-2,-1,2,2,2,2,-2,-2,-2
2211,2,-2,-3,1,2,2,2,0,-2,-2,-2
2212,2,2,1,-2,-2,-1,1,1,1,0,-2
2213,-1,2,2,2,2,-1,-2,1,2,3,-1
2214,2,1,0,-3,-2,-1,2,2,1,0,-2
2215,-2,-2,2,1,2,0,-2,-2,1,2,2
2216,-1,1,2,2,2,2,-1,-3,-2,0,1
2217,-2,-2,-2,1,3,2,-1,-2,-2,-2,2
2218,0,0,1,0,-1,-2,-1,0,1,1,1
2219,2,-3,0,2,-2,-3,-3,-3,-3,-2,2
2220,-2,-2,1,1,1,0,-2,-1,-1,0,2
2221,-1,0,2,2,-1,-2,-2,-2,-1,2,2
2222,2,0,-3,-3,-2,0,2,-2,-3,-3,-2
2223,-3,-1,-1,2,2,-1,-2,-2,-2,-2,-1
2224,3,3,-3,-3,-3,-3,-3,1,2,0,-2
2225,-1,-1,1,1,3,1,0,-1,-2,2,2
2226,0,-3,-2,-2,0,1,1,0,-1,-2,-2
2227,1,-3,-2,0,1,0,-1,-2,-2,-2,-1
2228,-3,0,0,2,3,2,1,-2,-3,-2,0
2229,2,1,2,0,-2,-2,1,2,2,2,-2
2230,-1,-1,0,1,2,1,-1,-2,-2,-2,0
2231,2,2,-1,-2,-2,-2,0,2,2,1,-2
2232,2,-1,0,1,2,2,2,0,-3,-2,-2
2233,-1,-3,-2,-2,1,2,2,2,-1,-2,-2
2234,-2,-2,-2,2,3,2,2,-2,-3,-2,0
2235,0,-2,-3,0,1,2,1,1,0,-1,1
2236,-3,-2,-2,1,1,1,0,-2,-1,-1,0
2237,2,2,2,-2,-2,-2,0,0,3,1,-1
2238,2,2,-2,-1,1,2,2,2,1,0,-3
2239,-2,0,1,-2,-2,-2,-2,-1,2,3,0
2240,-2,-1,-2,-2,-1,1,1,0,1,1,1
2241,0,-3,-1,0,2,2,2,0,-2,-1,-1
2242,-3,-2,2,1,-1,-2,-2,-2,2,3,2
2243,-1,-1,0,2,2,-1,-2,-2,-2,-1,2
2244,3,-1,-2,-2,-2,2,3,2,0,-2,-3
2245,-2,-2,-2,3,3,3,3,-2,-3,-3,-3
2246,0,-3,1,-1,1,2,2,2,2,0,1
2247,3,2,2,-3,-3,-2,-1,1,2,1,0
2248,-1,-2,-3,-2,-2,2,0,0,-1,-1,-1
2249,2,0,-2,-1,1,1,2,2,1,1,0
2250,1,2,3,2,2,-2,-3,1,2,2,2
2251,-2,-2,-1,0,-2,0,-3,-1,-2,0,1
2252,2,2,2,2,1,-2,-2,2,3,3,3
2253,-3,-3,-3,-2,-2,-1,0,-2,-1,-1,2
2254,0,-1,-1,-1,1,1,0,0,-3,-2,-2
2255,2,3,3,-1,0,-1,-1,3,3,3,2
2256,3,2,2,2,-1,-2,-1,-2,-1,-3,-1
2257,2,2,0,-3,-2,-1,2,1,1,-1,-2
2258,-1,-1,1,-3,-2,0,1,2,1,0,-2
2259,-1,2,2,2,2,-2,-2,-2,-2,1,2
2260,0,-2,-2,-2,-2,1,0,3,1,0,-1
2261,3,3,-1,-1,-2,-1,-3,-2,-2,0,0
2262,1,0,0,-3,-2,-2,1,2,2,2,-1
2263,-2,-2,2,2,2,0,0,-3,-2,-2,0
2264,2,2,0,-3,-2,-2,2,2,0,-3,-3
2265,3,3,3,1,-2,2,3,3,3,-3,-3
2266,1,2,1,-2,-1,-1,2,2,2,0,-1
2267,-3,-3,-3,-3,-3,-3,-3,2,2,1,-1
2268,2,-3,-1,2,3,2,2,-1,-3,-3,-3
2269,2,2,-1,-1,-1,2,2,2,2,0,-1
2270,3,2,2,-2,-2,-2,-1,1,2,-1,-2
2271,-2,-2,-3,-2,-1,1,1,2,2,1,0
2272,1,1,-2,2,-3,-1,-2,1,1,2,-1
2273,-2,-2,0,2,3,2,2,-2,-3,-2,-1
2274,-3,-2,2,2,2,-1,-1,-2,2,2,2
2275,-2,-2,-2,-2,2,1,1,-1,-2,-1,1
2276,0,0,0,1,2,2,-1,-3,-2,-2,2
2277,2,1,-2,-2,-2,-2,0,2,2,0,-2
2278,2,2,1,-2,-3,-2,-2,-1,-1,-1,1
2279,2,-2,-2,-2,1,2,3,3,-2,0,0
2280,-2,-2,-1,2,3,3,-2,-2,-2,0,3
2281,-3,3,1,-2,-3,-2,1,3,3,-2,-3
2282,-1,-2,-2,-2,-2,-1,-2,0,-2,-1,-1
2283,3,3,-3,-3,-3,-3,-3,1,2,0,0
2284,-2,-1,1,2,1,0,-2,1,3,3,3
2285,3,2,2,-1,1,2,2,2,-1,-2,-3
2286,2,2,2,2,-1,-1,0,0,3,2,2
2287,1,2,2,2,0,0,-2,-2,-2,-2,0
2288,2,2,2,0,-1,-1,0,0,0,-3,-2
2289,-2,-1,2,2,2,2,1,-2,-1,1,2
2290,3,2,-1,-2,-3,-2,-2,2,2,1,-2
2291,-2,-1,1,2,-2,0,-3,1,-1,2,2
2292,-2,-2,0,2,2,0,-2,-1,-1,2,2
2293,-2,-3,-2,0,2,1,1,0,-2,0,1
2294,-3,1,-1,2,2,1,0,-1,-2,0,1
2295,-2,-2,0,2,2,1,-2,-3,0,2,3
2296,0,-2,-1,1,2,2,2,-1,-1,-3,-2
2297,-2,-3,-2,-2,-1,-2,-2,-3,-2,-2,2
2298,2,1,-2,1,2,3,3,-2,-2,-3,-2
2299,1,-2,0,-3,1,-1,1,2,2,2,2
2300,-2,-2,0,2,2,2,-2,-2,-1,1,1
2301,1,1,2,0,-1,0,2,2,2,2,2
2302,-3,-3,-3,1,2,0,-2,-3,1,2,3
2303,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2
2304,3,3,3,3,3,-3,-3,-3,-3,-3,-3
2305,-2,-2,1,2,2,2,-1,-1,2,2,2
2306,2,2,1,-1,-2,-1,2,1,1,-1,-2
2307,2,3,2,2,2,0,2,3,3,3,-2
2308,2,2,2,1,-2,-2,2,3,3,3,3
2309,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2310,-3,-3,-3,-1,-1,-3,-3,-2,0,2,3
2311,-2,0,3,3,-2,-3,-3,-3,-3,2,2
2312,-1,-2,-2,-1,1,1,2,0,0,-2,-1
2313,1,-1,-1,-2,-1,1,1,1,-1,-1,-2
2314,3,1,-2,-3,-2,1,3,3,-2,-3,-3
2315,2,0,-3,-1,1,1,3,1,-2,-2,0
2316,-1,0,3,2,-2,-2,-2,-2,2,2,1
2317,1,0,1,1,1,0,0,2,2,2,2
2318,0,3,2,-2,-2,-2,-2,2,2,1,-2
2319,-2,-2,-2,2,3,2,2,0,-3,-2,2
2320,2,2,-1,-2,-2,-2,0,3,2,0,-2
2321,-2,0,0,-1,3,2,2,0,-3,-1,-1
2322,0,-1,-3,-1,-1,1,1,1,-2,-2,0
2323,-2,-2,-2,-2,-1,2,3,0,3,-2,-3
2324,-1,-2,-2,-2,0,1,1,1,0,0,-1
2325,-1,-2,-2,-2,-1,1,1,-1,-2,-2,-1
2326,-1,3,2,2,0,-3,-2,-1,2,1,1
2327,-2,-2,3,3,2,0,-3,-1,1,1,3
2328,2,2,2,0,-2,-2,1,0,3,2,-1
2329,3,-2,-3,-2,1,2,3,3,2,-2,-1
2330,-1,-1,2,2,2,-1,-2,-2,-2,-1,1
2331,0,2,2,3,2,1,1,1,-1,3,2
2332,-1,-1,1,2,2,2,0,-2,-2,0,1
2333,2,2,2,2,-2,-2,1,2,3,-1,1
2334,3,2,0,-2,-3,0,1,2,1,1,0
2335,-2,2,3,2,0,-2,-3,-2,-2,-2,3
2336,1,2,2,2,2,2,3,2,-2,-2,-3
2337,-2,2,2,2,0,0,-3,-2,-2,0,1
2338,-1,-2,-3,-2,0,1,2,1,-2,-2,-2
