,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
1415,-1,-1,-1,1,2,2,2,1,-2,-2,-2
1416,-1,2,2,2,2,-1,-2,-2,-2,2,3
1417,1,1,-1,-2,-3,-2,0,1,2,1,-2
1418,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1419,-3,0,2,3,3,3,-3,-3,-3,1,2
1420,-3,-3,-2,2,3,2,2,0,-3,-3,2
1421,1,0,-1,-2,-2,1,2,3,2,3,-1
1422,1,2,0,-1,-2,-2,-1,1,1,2,0
1423,-1,0,3,3,2,2,2,-1,-2,-1,-2
1424,-2,0,1,-3,-3,-3,-1,0,1,-2,-2
1425,-2,2,1,1,-2,-2,1,2,2,1,-2
1426,2,-2,-3,-3,-3,-3,0,-1,-3,-3,-3
1427,-2,-1,2,2,2,0,-1,-2,2,2,2
1428,1,1,0,-1,0,-3,-1,0,2,2,2
1429,0,0,3,2,1,-2,0,-2,2,2,2
1430,-2,-2,-2,0,3,2,-2,-2,-3,-2,2
1431,2,2,2,1,0,0,0,1,2,2,-1
1432,-1,1,2,2,2,-1,-1,-3,-2,-2,1
1433,-2,-2,-2,-1,0,1,-1,-2,-2,-2,-2
1434,-2,-1,0,1,2,1,-1,-1,-1,2,2
1435,1,2,2,0,-2,0,-3,-1,0,1,2
1436,2,2,2,-1,-2,-3,0,-2,0,1,1
1437,2,3,2,2,-2,-3,1,2,2,2,0
1438,2,0,-2,-1,1,2,2,2,-1,-1,-3
1439,-3,1,2,2,2,0,-2,-2,-2,2,2
1440,-3,0,-1,-3,-3,-3,-1,-2,0,2,2
1441,-1,-2,2,2,2,2,-2,-2,-2,-2,2
1442,2,2,2,-2,-2,-2,-1,-1,3,2,-1
1443,0,0,3,2,2,-1,0,1,2,2,2
1444,-2,-2,-2,-2,2,1,3,1,0,-2,-2
1445,-3,-1,1,1,2,0,-2,-1,1,1,2
1446,-2,-2,1,2,2,0,-1,-2,-1,-1,2
1447,2,0,1,1,2,2,3,2,1,-3,-3
1448,-2,-3,-2,0,1,2,0,-2,-2,1,2
1449,-1,2,1,1,-1,-2,-2,2,2,2,2
1450,-1,-2,-2,-1,2,2,2,1,-2,-3,-2
1451,-2,-2,-3,-2,2,1,1,-2,-2,1,2
1452,-1,1,1,1,-2,-2,0,2,2,2,-1
1453,-1,1,1,1,-1,-1,-2,-1,-1,2,1
1454,-3,0,2,2,-2,-3,-3,1,-2,2,1
1455,-3,-2,-2,2,-1,3,2,2,2,0,3
1456,2,2,1,-2,-3,0,2,3,3,3,2
1457,-1,3,3,2,1,-3,-3,-1,2,3,1
1458,3,2,2,0,-3,-2,-1,2,1,1,-1
1459,-1,-3,-1,0,3,3,2,2,2,-1,-2
1460,2,-2,-3,-3,-3,-3,-2,2,2,3,2
1461,-3,2,2,3,3,-1,1,0,0,0,1
1462,0,-2,-3,1,2,3,3,3,0,-3,-3
1463,-2,1,2,2,0,-2,-2,-2,0,2,3
1464,2,-2,-2,-2,-1,-2,-2,-1,1,1,0
1465,3,3,3,-2,-3,-3,-3,2,2,-1,-2
1466,-2,-2,-2,-1,3,3,2,0,-2,-1,0
1467,1,2,1,-3,-3,-3,2,3,2,2,-2
1468,-2,-2,2,2,2,1,-3,-3,-2,-2,0
1469,2,-1,-2,-2,-2,-1,2,3,3,-2,-2
1470,2,-2,-2,0,1,2,2,-2,-2,-2,3
1471,-2,0,2,2,0,-2,-2,0,1,2,2
1472,2,1,0,-1,-2,-2,-1,-1,-1,-2,-3
1473,-3,-2,2,2,-1,-2,-2,-2,0,0,3
1474,1,-2,-2,-2,1,1,1,0,-1,-2,-1
1475,0,-2,-1,-3,-3,-3,1,2,2,2,1
1476,0,1,2,2,2,0,-3,-2,-2,2,2
1477,2,0,1,-3,-2,0,2,3,2,2,-1
1478,-2,-3,-2,0,2,2,0,-2,-2,1,2
1479,-2,-2,-2,-2,1,2,0,-1,-2,0,2
1480,0,1,-2,-2,-2,-2,2,3,2,2,0
1481,3,-1,-3,-3,0,2,2,-2,-3,-3,1
1482,-3,-2,-2,1,-1,3,2,2,2,1,3
1483,-3,-3,-3,-3,-3,-2,-2,2,2,-1,-2
1484,2,0,-1,0,1,2,2,0,-2,0,-3
1485,-2,-1,0,-2,0,-3,-1,-2,0,1,-2
1486,-1,1,2,3,3,-1,0,-1,-1,3,3
1487,-2,-3,1,-1,2,2,2,-2,-1,0,1
1488,-1,0,1,2,2,1,1,-2,-1,2,2
1489,2,3,2,2,-1,-2,-1,0,1,2,-2
1490,-2,-2,-1,0,1,-1,-2,-2,-2,1,2
1491,-2,2,2,-2,-2,-2,2,2,2,2,1
1492,0,0,0,1,2,2,2,0,0,-2,-2
1493,-2,-1,1,2,-1,-2,-2,-2,0,2,2
1494,-2,-2,-3,-2,-3,-3,0,0,1,0,-2
1495,3,-1,-2,-2,-2,0,1,1,1,0,0
1496,-2,2,2,3,2,0,0,0,1,0,1
1497,2,-1,3,2,2,2,0,3,2,2,-2
1498,-3,-3,-3,-3,-2,3,1,-2,-3,-1,2
1499,0,2,3,2,2,-2,-3,-2,-1,2,2
1500,-2,0,2,2,1,-2,-2,-1,1,2,0
1501,-1,-3,-2,0,2,2,-1,-2,-2,-1,2
1502,0,2,2,2,0,-2,-1,-1,2,1,1
1503,0,3,3,3,1,-1,-3,-3,-3,1,1
1504,-2,-2,-1,2,3,2,1,-1,-3,-2,-2
1505,0,-1,-2,2,2,2,2,-2,-2,-2,-2
1506,2,2,2,1,-2,-2,1,2,2,1,-2
1507,2,2,2,2,-2,-2,-2,2,2,2,1
1508,0,2,2,1,-2,-2,-1,1,2,0,-1
1509,-3,-3,1,-2,-2,-2,-3,-2,-3,-3,0
1510,3,2,1,-2,-1,0,0,3,2,1,-2
1511,-1,3,-1,-2,-2,-2,0,3,1,2,-2
1512,2,1,1,-2,-2,-3,-2,0,1,1,-2
1513,-2,-2,2,0,-1,-3,-2,-2,1,2,2
1514,2,2,2,1,-1,-3,-2,-2,-1,0,1
1515,-2,-3,-3,-3,-3,2,0,1,-3,-3,-3
1516,-1,-2,-2,-1,0,2,2,-1,-1,-1,-1
1517,2,0,-1,-2,0,2,2,1,-1,-2,-1
1518,3,3,2,-3,-3,-3,-3,-3,-3,-3,-3
1519,-3,3,3,3,3,3,3,-3,-3,-3,2
1520,-1,-2,-2,-2,0,1,2,-1,-2,-2,0
1521,2,1,-2,-3,0,2,3,2,1,0,-2
1522,1,-2,0,-2,2,2,2,1,-2,-2,1
1523,3,2,0,0,0,1,0,1,1,0,2
1524,-1,-2,-2,1,2,2,-1,-2,-3,-2,-2
1525,-1,-2,-2,2,2,2,1,-3,-3,-2,-2
1526,2,2,2,0,-1,-2,0,2,3,-1,2
1527,-2,-2,-3,-3,3,3,3,3,1,-2,2
1528,1,0,-2,1,3,3,3,2,-3,-3,-3
1529,3,-3,-3,-3,0,2,1,-2,-2,-3,-2
1530,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3
1531,-2,2,2,2,2,1,-2,-2,2,3,3
1532,-3,-3,-3,-3,2,2,0,1,1,2,2
1533,1,-2,-2,-1,0,2,2,1,0,-2,-1
1534,2,-2,-3,-3,1,-2,2,1,2,-1,-2
1535,-2,-2,-2,0,0,-2,-3,-2,-2,-2,-2
1536,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2
1537,0,-1,0,-3,-1,0,2,2,2,0,-2
1538,2,1,-2,-2,-2,1,1,1,0,-1,-2
1539,1,3,3,2,2,-3,-3,1,2,3,3
1540,2,2,1,-2,-2,-2,0,2,2,2,-1
1541,-1,-1,-1,-2,0,2,1,1,-2,-2,-3
1542,2,2,2,-2,-2,0,1,3,2,1,-3
1543,0,1,1,-2,-2,-2,-2,1,2,2,2
1544,-1,2,2,0,-2,-2,-1,2,2,1,-1
1545,-1,1,2,1,1,0,-2,-1,0,2,2
1546,-2,0,-3,1,-1,1,2,2,2,2,0
1547,1,-2,-2,-2,2,1,1,-2,-2,-2,-1
1548,0,2,1,-1,-2,-1,2,2,2,1,-2
1549,2,2,0,-1,-2,0,0,3,2,1,-2
1550,-1,0,3,2,1,-1,-3,-2,-1,0,2
1551,0,-3,-1,-1,1,1,-2,-2,-3,-3,3
1552,-2,-2,-1,0,2,2,2,-1,0,1,2
1553,-1,-1,0,2,2,2,2,-1,-1,0,0
1554,-1,-2,-3,0,-3,-2,-2,1,1,1,0
1555,-3,-3,1,3,3,3,3,2,1,2,-3
1556,-3,-2,3,3,-1,-3,-3,-2,0,3,3
1557,3,-3,-3,-3,-3,-3,0,2,-2,-3,-3
1558,-2,-2,-2,1,1,1,-1,-1,-2,-1,1
1559,-2,-2,-1,-1,-1,-2,-2,-2,-1,0,1
1560,2,-2,0,-3,0,-1,1,1,-2,-2,-2
1561,0,2,2,2,-1,-2,-2,-2,0,3,2
1562,0,-2,-1,0,2,2,2,-3,-3,-3,-2
1563,2,2,0,2,3,3,3,-2,-2,-2,-2
1564,-2,-2,2,2,0,-3,-3,0,2,3,3
1565,-3,-3,-2,-2,-3,-3,1,-2,-2,-2,-3
1566,-3,-3,-1,2,1,-2,-1,-3,0,0,2
1567,-1,1,2,-1,-2,-2,-2,0,2,2,-1
1568,0,-3,-2,2,2,2,0,-2,-2,-2,-2
1569,1,2,2,0,-1,-1,2,2,2,-1,-2
1570,2,1,-3,-3,-2,2,3,2,2,0,-3
1571,2,2,-2,-2,-2,-1,1,2,-1,-2,-1
1572,2,2,0,-2,-2,0,2,2,1,0,-2
1573,3,2,2,-2,-3,-2,-1,2,2,0,-2
1574,-2,2,2,2,0,-2,-3,1,2,3,3
1575,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2
1576,2,3,3,3,-2,-2,-2,-2,-1,-2,-2
1577,-3,-3,2,3,2,2,-2,-2,-2,1,3
1578,-3,-3,0,3,3,3,3,-3,-3,-3,1
1579,2,2,-2,-2,-2,3,3,3,3,2,-3
1580,-3,-3,-2,3,3,-1,-3,-3,-2,0,3
1581,-1,-2,-2,-2,-2,-1,1,-1,-1,-2,-1
1582,2,-1,-1,-3,-2,-2,1,0,-2,-2,-2
1583,3,3,3,3,2,-3,-3,2,2,0,-2
1584,1,-2,-2,-3,-2,-1,2,2,1,-1,-1
1585,-1,-2,-2,2,1,1,0,-2,-2,0,2
1586,2,1,-2,-2,-1,0,2,3,1,1,-2
1587,2,3,2,2,-3,-3,-2,1,3,2,2
1588,-3,-3,-3,-3,-3,-3,-3,2,2,0,1
1589,-2,-2,-1,1,2,-2,0,-3,1,-1,2
1590,1,0,-1,-2,-2,-2,1,2,0,0,-2
1591,-3,-3,-1,-3,-3,-3,-1,2,1,-2,-1
1592,-3,-1,2,3,2,2,-1,-3,-3,-3,-3
1593,-3,-3,-3,3,1,-2,-3,-2,1,3,3
1594,-2,1,2,2,0,-1,-1,0,2,2,2
1595,-3,-3,-3,-3,-2,2,2,3,2,0,0
1596,2,2,2,-2,-1,0,1,2,2,-1,-1
1597,2,3,2,2,-2,-3,-2,0,2,2,0
1598,0,-1,-1,-1,2,3,3,0,-2,-2,-2
1599,2,3,3,-2,-2,-3,-2,0,1,-1,-2
1600,-2,-2,2,1,2,0,-2,-1,1,2,2
1601,1,1,1,0,-2,-1,-1,0,2,2,1
1602,3,-2,-3,-2,-1,3,3,2,1,-3,-3
1603,2,2,2,2,0,-1,-1,0,0,0,-3
1604,2,1,-2,-3,-2,-2,1,3,2,-2,-2
1605,2,1,-2,-3,-2,3,3,3,3,2,-3
1606,-3,-2,0,1,2,0,-2,-2,1,2,2
1607,3,0,-2,-2,-2,1,3,2,-1,-2,-2
1608,1,-1,-2,-2,-1,2,2,2,1,-1,-2
1609,-2,0,1,0,-1,-2,-2,-2,-1,2,1
1610,-3,-3,0,-1,-3,-3,-1,-3,-1,0,3
1611,2,2,-1,-1,-3,-2,-2,1,0,-2,-2
1612,3,3,3,-3,-3,-3,-3,-3,0,2,-2
1613,2,2,1,-2,-2,-2,1,2,2,1,-2
1614,2,-2,-2,-3,-2,-1,1,1,0,-1,-2
1615,3,-3,-3,-3,-3,2,3,3,-2,-3,-2
1616,-3,-3,-3,2,3,-3,-2,2,3,3,-3
1617,0,-1,-2,0,2,2,1,-1,-2,-1,1
1618,2,2,2,-2,-2,-2,-2,1,2,2,0
1619,3,3,3,2,-2,-3,1,1,-1,-1,-3
1620,2,2,2,-2,-2,-3,-2,2,2,2,1
1621,1,-2,-2,-3,-2,0,1,1,-2,-2,-2
1622,2,2,0,-1,-2,2,2,2,2,-2,-2
1623,1,-1,-1,0,1,2,1,-1,-2,-2,-2
1624,2,2,1,-2,-1,-2,2,3,3,3,0
1625,1,-2,-2,-2,2,1,2,0,-2,-1,1
1626,-2,-2,-3,-2,2,2,2,1,-2,-2,-1
1627,1,2,2,1,-1,-1,1,-1,3,2,1
1628,-3,-3,1,2,2,-2,-2,-3,-1,-2,2
1629,1,1,0,0,2,2,2,2,3,-1,2
1630,3,3,3,3,2,-3,0,2,-2,-3,-3
1631,-2,1,0,2,1,1,-1,-2,-2,0,1
1632,-2,-2,-2,-1,1,-1,-1,-2,-1,1,1
1633,-1,0,2,2,0,-2,-2,0,2,2,1
1634,3,-1,-1,-1,-2,0,2,1,1,-2,-2
1635,1,-2,2,1,2,-1,-2,-2,-1,2,2
1636,2,2,-1,-3,-2,0,1,1,-2,-2,-2
1637,3,-1,-2,-2,-1,2,2,2,1,-2,-3
1638,-1,2,2,2,1,-1,2,2,2,-2,-2
1639,-1,-1,-1,2,2,2,0,-1,-2,0,2
1640,2,2,1,-3,-2,-1,0,3,2,-2,-2
1641,-3,2,3,2,2,-2,-2,-2,1,3,2
1642,2,-2,-2,-2,2,2,2,2,-2,-3,-2
1643,1,-2,-2,-2,0,2,2,2,-1,-2,-2
1644,2,2,2,0,-1,-2,2,2,2,2,-2
1645,0,0,-2,-2,-2,1,2,2,0,-1,-2
1646,-2,-3,-3,1,2,2,1,-2,-3,-3,2
1647,2,1,-1,-2,-3,-2,0,2,1,1,0
1648,3,2,2,2,1,1,1,-2,-2,-2,-1
1649,2,2,-2,-2,-2,2,2,2,1,-1,-3
1650,-2,-2,1,2,2,2,1,-2,-2,-2,1
1651,2,2,2,-1,-2,-3,-3,-2,2,2,2
1652,-2,0,-3,0,-1,1,1,-2,-2,-2,-2
1653,-1,2,2,2,-1,-2,-3,-3,-2,2,2
1654,1,1,1,1,-2,2,-3,-1,-2,1,1
1655,2,2,2,2,-1,-3,-2,0,1,1,-2
1656,-2,-2,-1,3,3,2,2,-3,-2,-2,0
1657,2,-2,-1,-1,3,3,3,2,-2,-3,-3
1658,-2,-2,-1,2,3,2,2,2,0,2,3
1659,3,3,3,-3,-3,-3,1,2,2,-2,-2
1660,2,2,2,1,-1,-3,-2,1,2,2,0
1661,2,2,2,-1,-3,-3,-2,-1,1,1,-1
1662,-3,-3,-3,-3,-3,-2,3,3,2,2,-3
1663,-1,0,2,2,1,-2,-1,0,2,2,2
1664,-2,-2,-2,-1,2,2,2,2,1,-2,-1
1665,2,2,-1,-2,-2,-2,-2,0,0,-2,-2
1666,2,1,0,-2,-2,-1,3,3,2,2,-3
1667,-2,-2,-2,1,2,3,3,-2,0,0,-1
1668,1,1,-2,-2,-2,-2,0,1,2,1,-2
1669,1,-2,-2,-2,-2,2,3,2,2,0,-3
1670,2,-1,-2,-2,2,2,2,1,0,-3,-2
1671,-1,-2,-2,-2,0,3,2,0,-2,-3,-2
1672,2,-1,-2,-2,-2,0,3,2,0,-2,-3
1673,1,2,2,1,-1,-2,3,3,3,-2,-2
1674,0,0,-1,-1,-1,2,2,2,2,-1,-2
1675,-2,0,-3,-1,-2,0,1,-2,-2,-2,-2
1676,3,2,1,-3,-3,-2,3,3,3,3,-2
1677,2,1,-2,-3,0,2,3,3,3,2,-3
1678,-1,0,1,1,1,0,-1,-2,-2,2,2
1679,2,-1,-2,-3,-2,0,2,1,-2,0,-3
1680,1,-1,-2,-1,1,1,1,1,0,0,2
1681,1,2,2,-2,-2,-2,3,3,3,3,2
1682,0,-2,-1,-1,1,2,1,1,-2,-2,-1
1683,2,2,1,-1,-3,-3,-2,-2,-1,0,-1
1684,1,3,2,1,-3,-3,-2,3,3,3,3
1685,1,2,2,1,-2,-2,-1,1,1,1,0
1686,-3,-3,1,2,2,1,-2,-3,-3,2,2
1687,-3,-3,-3,-3,0,2,-2,-3,-3,-3,-3
1688,1,0,-1,-2,-2,-3,-2,1,2,1,-1
1689,2,1,2,-3,-3,-3,-3,-3,-3,-3,2
1690,1,-2,-2,-2,-2,-1,2,3,0,3,-2
1691,1,-1,-2,-3,-2,0,1,2,1,-2,-2
1692,-2,-1,-3,-1,-1,2,2,-1,-2,-2,-2
1693,-1,2,2,2,-2,-2,-2,-1,-2,-2,-1
1694,1,-2,-3,-3,1,-1,2,2,1,0,-1
1695,2,0,-3,-2,2,2,2,0,-2,-2,-2
1696,3,3,3,3,-2,-3,-3,-2,0,1,-2
1697,-2,-2,2,2,2,1,-2,-3,-2,3,3
1698,0,-2,-2,1,2,2,2,1,-2,-2,-2
1699,2,1,-3,-3,-3,2,3,2,2,-2,-2
1700,-1,-2,-1,2,2,2,1,-2,-2,-1,2
1701,-1,-1,0,2,2,2,2,-2,-2,2,2
1702,-3,-2,-1,3,3,3,2,-3,-3,-3,-1
1703,3,3,3,3,-3,-3,-3,2,3,-3,-2
1704,-1,-3,-2,-2,0,0,2,1,0,-1,-2
1705,-2,-2,1,3,2,0,-2,-2,1,2,3
1706,3,3,3,0,-3,-3,-3,-1,2,2,2
1707,-2,-2,-1,1,2,2,0,-2,-3,-2,-2
1708,-3,0,2,-2,-3,-3,-3,-3,0,-1,-3
1709,2,2,-2,-3,-2,0,2,2,0,-2,-2
1710,-2,0,2,2,2,-1,-2,-2,-2,0,3
1711,-2,2,2,2,1,-3,-3,-2,-2,0,1
1712,-1,-1,-1,1,1,0,0,-3,-2,-2,1
1713,2,2,1,0,0,0,1,2,2,-1,-3
1714,2,2,0,-2,-2,-2,2,2,2,1,-2
1715,-2,-2,-2,2,2,-2,-2,-2,2,2,2
1716,0,-1,0,2,2,2,2,2,2,0,0
1717,-2,-2,1,2,3,2,2,-3,-3,-2,-1
1718,2,2,1,-2,-2,-2,2,1,1,-2,-2
1719,0,3,2,0,-2,-3,-2,-1,1,2,2
1720,3,2,2,-2,-2,-2,1,3,2,1,-3
1721,2,3,2,-2,0,1,2,3,3,2,-3
1722,-3,-3,-3,-3,2,3,2,2,1,-2,-3
1723,2,2,3,2,2,-1,-2,0,1,1,-1
1724,-3,1,2,3,2,2,-2,-2,-1,2,3
1725,-1,1,1,0,0,0,0,-1,-1,2,2
1726,2,2,1,-2,-2,2,3,3,3,3,2
1727,-3,-3,2,-1,-3,-3,-3,-1,2,2,1
1728,2,-2,-2,-2,0,2,2,0,-2,-2,-1
1729,1,0,3,2,-1,-1,-1,2,2,2,-1
1730,1,0,2,3,3,3,3,3,-1,-3,-2
1731,-1,-2,-2,-1,1,1,0,1,1,1,0
1732,2,2,2,2,1,0,-1,2,2,2,2
1733,-2,-2,-2,0,3,2,0,-2,-3,-2,-1
1734,0,-2,-2,-2,-2,1,2,2,0,-2,-2
1735,2,2,0,-2,-2,-1,1,2,2,0,-2
1736,1,-3,-3,-1,3,3,3,3,-1,-3,-3
1737,-2,1,-1,3,2,2,2,1,3,2,2
1738,1,2,2,0,-2,-3,-2,-2,1,2,1
1739,-1,0,0,3,2,1,-2,0,-2,2,2
1740,2,0,1,-1,-1,-2,-1,1,1,1,-1
1741,1,1,0,-1,1,2,3,-1,-1,-1,-2
1742,1,-3,-3,-3,-1,0,1,-2,-2,-3,-2
1743,-2,1,2,1,1,-2,-2,-2,1,1,0
1744,-2,-3,-2,-2,-2,-2,2,2,2,2,2
1745,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1746,-1,1,2,2,2,-2,-2,0,1,3,2
1747,-1,3,2,2,0,-3,-1,-1,1,1,-2
1748,-3,-3,-1,-1,1,2,2,2,2,2,3
1749,1,2,2,2,0,-3,-2,-2,2,2,0
1750,-3,-3,1,2,2,1,-1,-2,-1,1,2
1751,-1,2,2,0,-1,0,1,2,2,0,-2
1752,2,2,-2,-3,-2,-1,0,2,1,1,-1
1753,2,2,2,0,-1,0,2,2,3,2,1
1754,1,3,2,1,-1,-1,1,2,3,2,2
1755,2,2,-2,-2,-2,0,0,3,1,-1,-1
1756,-1,2,2,2,2,-2,-2,-2,1,2,3
1757,3,1,-2,-3,-3,1,2,3,2,-2,-3
1758,-2,1,3,2,1,-3,-3,-3,1,2,2
1759,-1,3,2,-2,-2,-3,-3,2,2,1,-3
1760,2,2,2,-1,-3,-2,0,1,1,-2,-2
1761,-2,-2,1,2,-1,-2,-2,0,2,2,1
1762,2,2,-1,-2,-2,-2,-1,2,3,3,-2
1763,1,-1,-1,1,1,3,2,1,-1,-1,1
1764,2,1,-3,-3,-1,2,3,1,-2,-3,-3
1765,0,1,1,1,0,0,0,3,3,3,1
1766,3,3,2,-3,0,2,-2,-3,-3,-3,-3
1767,2,1,-1,-2,-1,-1,2,2,1,0,-3
1768,1,-1,-1,-1,2,2,2,0,-1,-2,0
1769,-2,-1,0,2,2,-1,-1,-1,-1,1,1
1770,-1,-1,0,0,0,-3,-2,-1,1,3,2
1771,1,2,2,1,-3,-3,-1,3,3,3,3
1772,-2,-1,2,1,1,-1,-2,-2,-1,1,2
1773,-1,2,2,2,1,-2,-2,1,2,2,1
1774,-1,0,2,2,2,2,-2,-2,1,2,3
1775,1,1,1,-1,-2,-1,0,0,1,0,-1
1776,3,3,-3,-3,-3,1,2,2,-2,-2,-3
1777,0,-3,-2,-1,2,2,0,-1,-3,-2,2
1778,0,-2,-2,-2,1,1,2,1,-3,-3,-3
1779,0,3,2,1,-1,-3,-2,-1,0,2,2
1780,-3,-2,0,2,3,3,3,3,-1,-1,-2
1781,-2,-2,-2,3,3,2,0,-3,-1,1,1
1782,2,2,-1,-2,-2,-2,0,0,3,2,-2
1783,-1,0,2,1,2,0,1,1,1,1,1
1784,1,-2,-2,-2,-2,1,2,2,0,-1,-1
1785,0,0,1,0,-2,-2,-2,-1,2,2,3
1786,-2,-2,1,-1,3,2,2,2,1,3,2
1787,0,-1,-1,1,1,3,1,0,-1,-2,2
1788,-1,-2,-2,-2,-1,0,1,2,1,-1,-1
1789,-2,1,2,1,-1,-2,-2,0,2,2,0
1790,1,2,2,1,-2,-3,-3,2,2,3,3
1791,-2,-2,1,2,2,2,-2,-2,-2,3,3
1792,2,2,0,-2,0,-3,-1,0,1,2,2
1793,0,-1,1,2,3,-1,-1,-1,-2,0,2
1794,1,-2,-3,-2,1,3,3,-2,-3,-3,-3
1795,-3,-1,0,3,2,1,-2,-3,-2,0,1
1796,-2,0,1,-1,-2,-3,-2,-2,0,1,-2
1797,-2,0,-3,-1,1,1,2,0,-2,-1,1
1798,-2,0,1,-1,-1,-2,2,2,2,1,-2
1799,2,2,0,-2,-2,2,-1,3,-1,-2,-2
1800,-3,-1,-2,2,0,1,-1,-1,-2,-1,1
1801,0,0,0,0,-1,-1,2,2,2,1,-1
1802,-3,-3,-3,0,2,-2,-3,-3,-3,-3,0
1803,-2,0,0,-2,-3,-2,-2,-2,-2,2,2
1804,2,2,3,2,1,-2,1,2,3,3,-2
1805,-1,-3,-1,-1,1,0,0,-1,1,2,2
1806,-1,1,2,2,2,0,-2,-2,0,1,3
1807,-3,2,2,2,1,-1,-2,-2,-1,2,2
1808,-1,2,2,2,2,-2,-3,-2,-1,0,2
1809,2,0,-2,-2,-2,-2,1,2,2,0,-2
1810,-1,1,1,2,2,1,1,0,1,2,1
1811,-2,1,2,2,2,-1,-1,-1,2,2,2
1812,-2,3,3,-1,-3,-3,-2,0,3,3,3
1813,0,3,2,1,-2,-3,-2,0,1,2,0
1814,1,-1,-2,-1,1,2,2,1,-2,-2,-2
1815,-2,-2,-1,2,2,2,0,-2,-2,-2,-1
1816,0,0,0,-3,-2,-1,1,3,2,-2,-2
1817,-2,-2,-2,-2,0,1,2,1,-2,-1,-1
1818,-3,-3,-3,-3,0,3,3,2,-3,-3,-3
1819,2,1,-2,-3,-2,-2,1,2,-1,-2,-2
1820,0,1,-3,-3,-3,-1,1,0,-2,-2,-2
1821,-3,1,2,0,0,1,2,0,-3,-3,-3
1822,0,0,-1,1,2,2,0,-2,-2,-2,-2
1823,2,3,3,-1,0,0,0,1,1,1,0
1824,0,1,0,-1,-2,-1,0,1,1,1,-1
1825,1,-1,-2,-2,-1,0,2,2,1,-2,-1
1826,0,-2,-2,0,2,2,1,0,-2,-1,1
1827,-1,-1,1,2,3,3,-1,0,-1,-1,3
1828,-2,-2,-2,-1,0,1,2,1,-1,-1,-1
1829,-1,-2,-1,0,2,1,-1,-1,-2,-1,-1
1830,1,0,-2,-1,-1,0,2,2,1,-2,-2
1831,-2,0,1,2,2,-2,-2,-2,3,3,3
1832,-2,-2,1,1,1,-1,-1,-2,-1,1,2
1833,1,3,1,0,-1,-2,2,2,2,2,-2
1834,-1,-2,-2,1,1,1,1,0,0,0,1
1835,2,3,1,1,-2,-3,-1,2,2,2,-2
1836,1,2,2,1,-1,-2,-1,1,2,2,-1
1837,-3,-2,0,3,3,3,2,-2,0,2,3
1838,2,2,-1,-2,-2,-2,1,1,1,-1,-1
1839,-1,-1,-1,0,0,0,-1,-1,-1,2,2
1840,-1,1,2,0,-1,-2,-1,1,1,0,-1
1841,1,1,-1,-1,0,1,2,1,-1,-2,-2
1842,-2,-3,-1,2,2,0,-2,-3,-2,-1,3
1843,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1
1844,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1845,2,3,2,2,-1,-3,-3,-3,-3,2,3
1846,2,1,1,-2,-2,-2,-1,0,2,2,2
1847,2,2,2,1,-2,-3,-2,1,2,3,0
1848,2,1,1,-2,-2,-1,1,1,2,0,-1
1849,-1,-2,-3,-2,0,2,1,-2,0,-3,-1
1850,0,2,3,1,1,-2,-3,-1,2,2,2
1851,1,-2,-2,-3,-3,3,3,3,3,1,-2
1852,2,2,2,-2,-2,-1,1,2,2,-2,0
1853,-1,-2,2,2,2,2,-2,-2,-3,-2,2
1854,1,-1,-2,-1,-1,2,2,1,0,-3,-2
1855,2,3,3,3,3,3,-1,-3,-2,-2,-2
1856,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1
1857,1,1,1,0,0,0,3,3,3,1,-1
1858,-2,0,2,3,2,2,1,-2,-2,1,1
1859,-3,-3,-3,-3,-2,1,-1,-1,-2,-1,1
1860,-3,-2,0,2,2,2,1,-2,-2,1,1
1861,3,3,-3,-3,-3,1,2,2,-2,-2,-3
1862,-1,-1,-1,1,2,2,2,0,-2,-2,0
1863,1,2,2,2,1,-2,-2,-2,1,2,2
1864,0,3,3,2,2,2,-1,-2,-1,-2,-1
1865,3,3,2,1,2,-3,-3,-3,-3,-3,-3
1866,-2,-2,-2,2,1,1,-2,-2,-2,-1,0
1867,2,2,1,-2,-3,-2,3,3,3,3,2
1868,-2,-2,-2,-2,0,0,-2,-3,-2,-2,-2
1869,3,2,-1,-2,-2,-2,3,3,2,0,-3
1870,2,-2,-2,-2,0,0,3,1,-1,-1,-3
1871,-3,-2,0,2,2,0,-2,-2,-2,0,2
1872,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2
1873,0,0,-2,-2,-2,-2,0,0,-2,-3,-2
1874,0,-3,-3,-2,3,2,2,-2,-3,-2,0
1875,1,-2,-2,-2,-2,-1,2,2,2,2,-2
1876,-2,-2,2,2,2,1,0,-3,-2,-1,2
1877,2,1,0,-1,2,2,2,2,0,-1,2
1878,-1,0,2,2,2,2,0,-2,-2,2,-1
