Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action to Next Point
29,165,2,2,2,2,2,-2
29,166,2,2,2,2,-2,1
29,167,2,2,2,-2,1,0
29,168,2,2,-2,1,0,2
29,169,2,-2,1,0,2,2
29,170,-2,1,0,2,2,2
29,171,1,0,2,2,2,0
29,172,0,2,2,2,0,2
29,173,2,2,2,0,2,2
29,174,2,2,0,2,2,2
29,175,2,0,2,2,2,2
29,176,0,2,2,2,2,2
29,177,2,2,2,2,2,-2
29,178,2,2,2,2,-2,3
29,179,2,2,2,-2,3,-1
29,180,2,2,-2,3,-1,2
29,181,2,-2,3,-1,2,0
29,182,-2,3,-1,2,0,-2
29,183,3,-1,2,0,-2,0
29,184,-1,2,0,-2,0,-1
29,185,2,0,-2,0,-1,1
29,186,0,-2,0,-1,1,-2
29,187,-2,0,-1,1,-2,-1
29,188,0,-1,1,-2,-1,-2
29,189,-1,1,-2,-1,-2,1
29,190,1,-2,-1,-2,1,-2
29,191,-2,-1,-2,1,-2,-2
29,192,-1,-2,1,-2,-2,1
29,193,-2,1,-2,-2,1,1
29,194,1,-2,-2,1,1,-2
29,195,-2,-2,1,1,-2,-2
29,196,-2,1,1,-2,-2,-2
29,197,1,1,-2,-2,-2,-2
29,198,1,-2,-2,-2,-2,2
29,199,-2,-2,-2,-2,2,-1
29,200,-2,-2,-2,2,-1,2
29,201,-2,-2,2,-1,2,2
29,202,-2,2,-1,2,2,2
29,203,2,-1,2,2,2,-2
29,204,-1,2,2,2,-2,-2
29,205,2,2,2,-2,-2,-2
29,206,2,2,-2,-2,-2,-2
29,207,2,-2,-2,-2,-2,2
29,208,-2,-2,-2,-2,2,2
29,209,-2,-2,-2,2,2,1
29,210,-2,-2,2,2,1,-2
29,211,-2,2,2,1,-2,2
29,212,2,2,1,-2,2,2
29,213,2,1,-2,2,2,-2
29,214,1,-2,2,2,-2,-2
29,215,-2,2,2,-2,-2,-2
29,216,2,2,-2,-2,-2,-2
29,217,2,-2,-2,-2,-2,-2
29,218,-2,-2,-2,-2,-2,-2
29,219,-2,-2,-2,-2,-2,-2
29,220,-2,-2,-2,-2,-2,-2
29,221,-2,-2,-2,-2,-2,-2
29,222,-2,-2,-2,-2,-2,-1
29,223,-2,-2,-2,-2,-1,-2
29,224,-2,-2,-2,-1,-2,2
29,225,-2,-2,-1,-2,2,2
29,226,-2,-1,-2,2,2,2
29,227,-1,-2,2,2,2,1
29,228,-2,2,2,2,1,2
29,229,2,2,2,1,2,2
29,230,2,2,1,2,2,2
29,231,2,1,2,2,2,0
29,232,1,2,2,2,0,1
29,233,2,2,2,0,1,1
29,234,2,2,0,1,1,2
29,235,2,0,1,1,2,2
29,236,0,1,1,2,2,2
29,237,1,1,2,2,2,-1
29,238,1,2,2,2,-1,-2
29,239,2,2,2,-1,-2,-1
29,240,2,2,-1,-2,-1,1
29,241,2,-1,-2,-1,1,2
29,242,-1,-2,-1,1,2,2
29,243,-2,-1,1,2,2,1
29,244,-1,1,2,2,1,2
29,245,1,2,2,1,2,2
29,246,2,2,1,2,2,2
29,247,2,1,2,2,2,2
29,248,1,2,2,2,2,-1
29,249,2,2,2,2,-1,-2
29,250,2,2,2,-1,-2,-2
29,251,2,2,-1,-2,-2,-2
29,252,2,-1,-2,-2,-2,-2
29,253,-1,-2,-2,-2,-2,2
29,254,-2,-2,-2,-2,2,2
30,1,-2,-2,-2,-2,-2,-2
30,2,-2,-2,-2,-2,-2,2
30,3,-2,-2,-2,-2,2,2
30,4,-2,-2,-2,2,2,-1
30,5,-2,-2,2,2,-1,-2
30,6,-2,2,2,-1,-2,-2
30,7,2,2,-1,-2,-2,2
30,8,2,-1,-2,-2,2,-3
30,9,-1,-2,-2,2,-3,2
30,10,-2,-2,2,-3,2,0
30,11,-2,2,-3,2,0,-1
30,12,2,-3,2,0,-1,-2
30,13,-3,2,0,-1,-2,-2
30,14,2,0,-1,-2,-2,-1
30,15,0,-1,-2,-2,-1,0
30,16,-1,-2,-2,-1,0,2
30,17,-2,-2,-1,0,2,0
30,18,-2,-1,0,2,0,-2
30,19,-1,0,2,0,-2,-2
30,20,0,2,0,-2,-2,-2
30,21,2,0,-2,-2,-2,0
30,22,0,-2,-2,-2,0,2
30,23,-2,-2,-2,0,2,0
30,24,-2,-2,0,2,0,-2
30,25,-2,0,2,0,-2,-2
30,26,0,2,0,-2,-2,-2
30,27,2,0,-2,-2,-2,-2
30,28,0,-2,-2,-2,-2,-2
30,29,-2,-2,-2,-2,-2,1
30,30,-2,-2,-2,-2,1,-3
30,31,-2,-2,-2,1,-3,-2
30,32,-2,-2,1,-3,-2,-2
30,33,-2,1,-3,-2,-2,-2
30,34,1,-3,-2,-2,-2,-2
30,35,-3,-2,-2,-2,-2,-2
30,36,-2,-2,-2,-2,-2,-2
30,37,-2,-2,-2,-2,-2,-2
30,38,-2,-2,-2,-2,-2,-1
30,39,-2,-2,-2,-2,-1,-2
30,40,-2,-2,-2,-1,-2,1
30,41,-2,-2,-1,-2,1,-2
30,42,-2,-1,-2,1,-2,-2
30,43,-1,-2,1,-2,-2,-2
30,44,-2,1,-2,-2,-2,-2
30,45,1,-2,-2,-2,-2,-2
30,46,-2,-2,-2,-2,-2,2
30,47,-2,-2,-2,-2,2,-2
30,48,-2,-2,-2,2,-2,3
30,49,-2,-2,2,-2,3,-2
30,50,-2,2,-2,3,-2,0
30,51,2,-2,3,-2,0,1
30,52,-2,3,-2,0,1,2
30,53,3,-2,0,1,2,1
30,54,-2,0,1,2,1,0
30,55,0,1,2,1,0,-2
30,56,1,2,1,0,-2,0
30,57,2,1,0,-2,0,1
30,58,1,0,-2,0,1,2
30,59,0,-2,0,1,2,-1
30,60,-2,0,1,2,-1,-2
30,61,0,1,2,-1,-2,2
30,62,1,2,-1,-2,2,2
30,63,2,-1,-2,2,2,2
30,64,-1,-2,2,2,2,2
30,65,-2,2,2,2,2,2
30,66,2,2,2,2,2,2
30,67,2,2,2,2,2,1
30,68,2,2,2,2,1,0
30,69,2,2,2,1,0,-2
30,70,2,2,1,0,-2,-2
30,71,2,1,0,-2,-2,-2
30,72,1,0,-2,-2,-2,0
30,73,0,-2,-2,-2,0,0
30,74,-2,-2,-2,0,0,0
30,75,-2,-2,0,0,0,2
30,76,-2,0,0,0,2,2
30,77,0,0,0,2,2,-2
30,78,0,0,2,2,-2,3
30,79,0,2,2,-2,3,-2
30,80,2,2,-2,3,-2,2
30,81,2,-2,3,-2,2,0
30,82,-2,3,-2,2,0,0
30,83,3,-2,2,0,0,-1
30,84,-2,2,0,0,-1,-1
30,85,2,0,0,-1,-1,-1
30,86,0,0,-1,-1,-1,-1
30,87,0,-1,-1,-1,-1,-2
30,88,-1,-1,-1,-1,-2,2
30,89,-1,-1,-1,-2,2,-3
30,90,-1,-1,-2,2,-3,1
30,91,-1,-2,2,-3,1,0
30,92,-2,2,-3,1,0,-2
30,93,2,-3,1,0,-2,-1
30,94,-3,1,0,-2,-1,-2
30,95,1,0,-2,-1,-2,-2
30,96,0,-2,-1,-2,-2,-2
30,97,-2,-1,-2,-2,-2,-2
30,98,-1,-2,-2,-2,-2,1
30,99,-2,-2,-2,-2,1,-1
30,100,-2,-2,-2,1,-1,-1
30,101,-2,-2,1,-1,-1,2
30,102,-2,1,-1,-1,2,2
30,103,1,-1,-1,2,2,2
30,104,-1,-1,2,2,2,0
30,105,-1,2,2,2,0,3
30,106,2,2,2,0,3,1
30,107,2,2,0,3,1,2
30,108,2,0,3,1,2,2
30,109,0,3,1,2,2,2
30,110,3,1,2,2,2,2
30,111,1,2,2,2,2,2
30,112,2,2,2,2,2,2
30,113,2,2,2,2,2,2
30,114,2,2,2,2,2,0
30,115,2,2,2,2,0,-2
30,116,2,2,2,0,-2,0
30,117,2,2,0,-2,0,-3
30,118,2,0,-2,0,-3,2
30,119,0,-2,0,-3,2,-1
30,120,-2,0,-3,2,-1,-2
30,121,0,-3,2,-1,-2,-2
30,122,-3,2,-1,-2,-2,-2
30,123,2,-1,-2,-2,-2,-2
30,124,-1,-2,-2,-2,-2,-2
30,125,-2,-2,-2,-2,-2,-2
30,126,-2,-2,-2,-2,-2,0
30,127,-2,-2,-2,-2,0,-3
30,128,-2,-2,-2,0,-3,-2
30,129,-2,-2,0,-3,-2,-2
30,130,-2,0,-3,-2,-2,2
30,131,0,-3,-2,-2,2,2
30,132,-3,-2,-2,2,2,2
30,133,-2,-2,2,2,2,2
30,134,-2,2,2,2,2,2
30,135,2,2,2,2,2,2
30,136,2,2,2,2,2,2
30,137,2,2,2,2,2,-1
30,138,2,2,2,2,-1,3
30,139,2,2,2,-1,3,-2
30,140,2,2,-1,3,-2,2
30,141,2,-1,3,-2,2,-1
30,142,-1,3,-2,2,-1,-1
30,143,3,-2,2,-1,-1,0
30,144,-2,2,-1,-1,0,-2
30,145,2,-1,-1,0,-2,-2
30,146,-1,-1,0,-2,-2,-2
30,147,-1,0,-2,-2,-2,-2
30,148,0,-2,-2,-2,-2,2
30,149,-2,-2,-2,-2,2,-1
30,150,-2,-2,-2,2,-1,3
30,151,-2,-2,2,-1,3,0
30,152,-2,2,-1,3,0,2
30,153,2,-1,3,0,2,0
30,154,-1,3,0,2,0,-2
30,155,3,0,2,0,-2,0
30,156,0,2,0,-2,0,2
30,157,2,0,-2,0,2,2
30,158,0,-2,0,2,2,2
30,159,-2,0,2,2,2,2
30,160,0,2,2,2,2,2
30,161,2,2,2,2,2,0
30,162,2,2,2,2,0,-2
30,163,2,2,2,0,-2,-2
30,164,2,2,0,-2,-2,0
30,165,2,0,-2,-2,0,-2
30,166,0,-2,-2,0,-2,-2
30,167,-2,-2,0,-2,-2,-1
30,168,-2,0,-2,-2,-1,0
30,169,0,-2,-2,-1,0,1
30,170,-2,-2,-1,0,1,2
30,171,-2,-1,0,1,2,2
30,172,-1,0,1,2,2,2
30,173,0,1,2,2,2,2
30,174,1,2,2,2,2,2
30,175,2,2,2,2,2,2
30,176,2,2,2,2,2,2
30,177,2,2,2,2,2,2
30,178,2,2,2,2,2,2
30,179,2,2,2,2,2,2
30,180,2,2,2,2,2,2
30,181,2,2,2,2,2,2
30,182,2,2,2,2,2,2
30,183,2,2,2,2,2,2
30,184,2,2,2,2,2,2
30,185,2,2,2,2,2,2
30,186,2,2,2,2,2,0
30,187,2,2,2,2,0,2
30,188,2,2,2,0,2,2
30,189,2,2,0,2,2,2
30,190,2,0,2,2,2,2
30,191,0,2,2,2,2,2
30,192,2,2,2,2,2,-2
30,193,2,2,2,2,-2,-2
30,194,2,2,2,-2,-2,-2
30,195,2,2,-2,-2,-2,-2
30,196,2,-2,-2,-2,-2,-2
30,197,-2,-2,-2,-2,-2,-2
30,198,-2,-2,-2,-2,-2,-2
30,199,-2,-2,-2,-2,-2,1
30,200,-2,-2,-2,-2,1,1
30,201,-2,-2,-2,1,1,2
30,202,-2,-2,1,1,2,-2
30,203,-2,1,1,2,-2,3
30,204,1,1,2,-2,3,-2
30,205,1,2,-2,3,-2,-2
30,206,2,-2,3,-2,-2,0
30,207,-2,3,-2,-2,0,-1
30,208,3,-2,-2,0,-1,-1
30,209,-2,-2,0,-1,-1,-2
30,210,-2,0,-1,-1,-2,-2
30,211,0,-1,-1,-2,-2,-2
30,212,-1,-1,-2,-2,-2,-2
30,213,-1,-2,-2,-2,-2,-2
30,214,-2,-2,-2,-2,-2,-1
30,215,-2,-2,-2,-2,-1,2
30,216,-2,-2,-2,-1,2,2
30,217,-2,-2,-1,2,2,-1
30,218,-2,-1,2,2,-1,-2
30,219,-1,2,2,-1,-2,-2
30,220,2,2,-1,-2,-2,-1
30,221,2,-1,-2,-2,-1,2
30,222,-1,-2,-2,-1,2,2
30,223,-2,-2,-1,2,2,2
30,224,-2,-1,2,2,2,2
30,225,-1,2,2,2,2,2
30,226,2,2,2,2,2,1
30,227,2,2,2,2,1,2
30,228,2,2,2,1,2,0
30,229,2,2,1,2,0,1
30,230,2,1,2,0,1,2
30,231,1,2,0,1,2,2
30,232,2,0,1,2,2,2
30,233,0,1,2,2,2,2
30,234,1,2,2,2,2,2
30,235,2,2,2,2,2,2
30,236,2,2,2,2,2,-1
30,237,2,2,2,2,-1,-1
30,238,2,2,2,-1,-1,1
30,239,2,2,-1,-1,1,2
30,240,2,-1,-1,1,2,0
30,241,-1,-1,1,2,0,-2
30,242,-1,1,2,0,-2,-2
30,243,1,2,0,-2,-2,-2
30,244,2,0,-2,-2,-2,-1
30,245,0,-2,-2,-2,-1,2
30,246,-2,-2,-2,-1,2,1
30,247,-2,-2,-1,2,1,2
30,248,-2,-1,2,1,2,0
30,249,-1,2,1,2,0,0
30,250,2,1,2,0,0,1
30,251,1,2,0,0,1,2
30,252,2,0,0,1,2,2
30,253,0,0,1,2,2,2
30,254,0,1,2,2,2,2
31,1,-2,-2,-2,1,2,2
31,2,-2,-2,1,2,2,-2
31,3,-2,1,2,2,-2,-2
31,4,1,2,2,-2,-2,-2
31,5,2,2,-2,-2,-2,-2
31,6,2,-2,-2,-2,-2,0
31,7,-2,-2,-2,-2,0,2
31,8,-2,-2,-2,0,2,2
31,9,-2,-2,0,2,2,-2
31,10,-2,0,2,2,-2,3
31,11,0,2,2,-2,3,-2
31,12,2,2,-2,3,-2,-2
31,13,2,-2,3,-2,-2,-2
31,14,-2,3,-2,-2,-2,-2
31,15,3,-2,-2,-2,-2,-2
31,16,-2,-2,-2,-2,-2,2
31,17,-2,-2,-2,-2,2,-3
31,18,-2,-2,-2,2,-3,2
31,19,-2,-2,2,-3,2,-2
31,20,-2,2,-3,2,-2,0
31,21,2,-3,2,-2,0,2
31,22,-3,2,-2,0,2,2
31,23,2,-2,0,2,2,-1
31,24,-2,0,2,2,-1,3
31,25,0,2,2,-1,3,2
31,26,2,2,-1,3,2,2
31,27,2,-1,3,2,2,2
31,28,-1,3,2,2,2,2
31,29,3,2,2,2,2,2
31,30,2,2,2,2,2,-1
31,31,2,2,2,2,-1,-1
31,32,2,2,2,-1,-1,-2
31,33,2,2,-1,-1,-2,0
31,34,2,-1,-1,-2,0,-2
31,35,-1,-1,-2,0,-2,2
31,36,-1,-2,0,-2,2,2
31,37,-2,0,-2,2,2,2
31,38,0,-2,2,2,2,1
31,39,-2,2,2,2,1,-1
31,40,2,2,2,1,-1,0
31,41,2,2,1,-1,0,1
31,42,2,1,-1,0,1,-2
31,43,1,-1,0,1,-2,-2
31,44,-1,0,1,-2,-2,-2
31,45,0,1,-2,-2,-2,-2
31,46,1,-2,-2,-2,-2,1
31,47,-2,-2,-2,-2,1,0
31,48,-2,-2,-2,1,0,-2
31,49,-2,-2,1,0,-2,-2
31,50,-2,1,0,-2,-2,-2
31,51,1,0,-2,-2,-2,-2
31,52,0,-2,-2,-2,-2,-2
31,53,-2,-2,-2,-2,-2,-2
31,54,-2,-2,-2,-2,-2,2
31,55,-2,-2,-2,-2,2,2
31,56,-2,-2,-2,2,2,2
31,57,-2,-2,2,2,2,2
31,58,-2,2,2,2,2,2
31,59,2,2,2,2,2,2
31,60,2,2,2,2,2,-2
31,61,2,2,2,2,-2,-1
31,62,2,2,2,-2,-1,2
31,63,2,2,-2,-1,2,2
31,64,2,-2,-1,2,2,2
31,65,-2,-1,2,2,2,2
31,66,-1,2,2,2,2,2
31,67,2,2,2,2,2,2
31,68,2,2,2,2,2,0
31,69,2,2,2,2,0,2
31,70,2,2,2,0,2,2
31,71,2,2,0,2,2,2
31,72,2,0,2,2,2,1
31,73,0,2,2,2,1,1
31,74,2,2,2,1,1,-1
31,75,2,2,1,1,-1,0
31,76,2,1,1,-1,0,-1
31,77,1,1,-1,0,-1,1
31,78,1,-1,0,-1,1,2
31,79,-1,0,-1,1,2,2
31,80,0,-1,1,2,2,2
31,81,-1,1,2,2,2,2
31,82,1,2,2,2,2,1
31,83,2,2,2,2,1,2
31,84,2,2,2,1,2,2
31,85,2,2,1,2,2,1
31,86,2,1,2,2,1,-2
31,87,1,2,2,1,-2,-2
31,88,2,2,1,-2,-2,-2
31,89,2,1,-2,-2,-2,-2
31,90,1,-2,-2,-2,-2,-2
31,91,-2,-2,-2,-2,-2,-2
31,92,-2,-2,-2,-2,-2,0
31,93,-2,-2,-2,-2,0,2
31,94,-2,-2,-2,0,2,2
31,95,-2,-2,0,2,2,1
31,96,-2,0,2,2,1,-1
31,97,0,2,2,1,-1,-1
31,98,2,2,1,-1,-1,-2
31,99,2,1,-1,-1,-2,-2
31,100,1,-1,-1,-2,-2,-2
31,101,-1,-1,-2,-2,-2,-2
31,102,-1,-2,-2,-2,-2,-2
31,103,-2,-2,-2,-2,-2,1
31,104,-2,-2,-2,-2,1,0
31,105,-2,-2,-2,1,0,1
31,106,-2,-2,1,0,1,2
31,107,-2,1,0,1,2,1
31,108,1,0,1,2,1,-1
31,109,0,1,2,1,-1,0
31,110,1,2,1,-1,0,2
31,111,2,1,-1,0,2,-2
31,112,1,-1,0,2,-2,3
31,113,-1,0,2,-2,3,-2
31,114,0,2,-2,3,-2,-2
31,115,2,-2,3,-2,-2,1
31,116,-2,3,-2,-2,1,2
31,117,3,-2,-2,1,2,2
31,118,-2,-2,1,2,2,-2
31,119,-2,1,2,2,-2,-2
31,120,1,2,2,-2,-2,0
31,121,2,2,-2,-2,0,2
31,122,2,-2,-2,0,2,2
31,123,-2,-2,0,2,2,2
31,124,-2,0,2,2,2,2
31,125,0,2,2,2,2,2
31,126,2,2,2,2,2,2
31,127,2,2,2,2,2,2
31,128,2,2,2,2,2,0
31,129,2,2,2,2,0,0
31,130,2,2,2,0,0,-1
31,131,2,2,0,0,-1,0
31,132,2,0,0,-1,0,-2
31,133,0,0,-1,0,-2,1
31,134,0,-1,0,-2,1,2
31,135,-1,0,-2,1,2,-1
31,136,0,-2,1,2,-1,-2
31,137,-2,1,2,-1,-2,-2
31,138,1,2,-1,-2,-2,-2
31,139,2,-1,-2,-2,-2,-2
31,140,-1,-2,-2,-2,-2,-2
31,141,-2,-2,-2,-2,-2,-2
31,142,-2,-2,-2,-2,-2,-2
31,143,-2,-2,-2,-2,-2,-1
31,144,-2,-2,-2,-2,-1,-2
31,145,-2,-2,-2,-1,-2,-2
31,146,-2,-2,-1,-2,-2,-2
31,147,-2,-1,-2,-2,-2,-2
31,148,-1,-2,-2,-2,-2,-2
31,149,-2,-2,-2,-2,-2,-2
31,150,-2,-2,-2,-2,-2,0
31,151,-2,-2,-2,-2,0,-2
31,152,-2,-2,-2,0,-2,-2
31,153,-2,-2,0,-2,-2,-2
31,154,-2,0,-2,-2,-2,-2
31,155,0,-2,-2,-2,-2,-2
31,156,-2,-2,-2,-2,-2,-2
31,157,-2,-2,-2,-2,-2,-2
31,158,-2,-2,-2,-2,-2,-2
31,159,-2,-2,-2,-2,-2,-2
31,160,-2,-2,-2,-2,-2,-2
31,161,-2,-2,-2,-2,-2,-2
31,162,-2,-2,-2,-2,-2,-2
31,163,-2,-2,-2,-2,-2,-2
31,164,-2,-2,-2,-2,-2,1
31,165,-2,-2,-2,-2,1,0
31,166,-2,-2,-2,1,0,1
31,167,-2,-2,1,0,1,1
31,168,-2,1,0,1,1,-2
31,169,1,0,1,1,-2,2
31,170,0,1,1,-2,2,-3
31,171,1,1,-2,2,-3,2
31,172,1,-2,2,-3,2,0
31,173,-2,2,-3,2,0,-3
31,174,2,-3,2,0,-3,1
31,175,-3,2,0,-3,1,2
31,176,2,0,-3,1,2,2
31,177,0,-3,1,2,2,2
31,178,-3,1,2,2,2,2
31,179,1,2,2,2,2,2
31,180,2,2,2,2,2,2
31,181,2,2,2,2,2,2
31,182,2,2,2,2,2,2
31,183,2,2,2,2,2,2
31,184,2,2,2,2,2,2
31,185,2,2,2,2,2,-2
31,186,2,2,2,2,-2,-2
31,187,2,2,2,-2,-2,-2
31,188,2,2,-2,-2,-2,-2
31,189,2,-2,-2,-2,-2,-2
31,190,-2,-2,-2,-2,-2,0
31,191,-2,-2,-2,-2,0,-3
31,192,-2,-2,-2,0,-3,2
31,193,-2,-2,0,-3,2,1
31,194,-2,0,-3,2,1,2
31,195,0,-3,2,1,2,2
31,196,-3,2,1,2,2,1
31,197,2,1,2,2,1,-2
31,198,1,2,2,1,-2,-2
31,199,2,2,1,-2,-2,-2
31,200,2,1,-2,-2,-2,-2
31,201,1,-2,-2,-2,-2,2
31,202,-2,-2,-2,-2,2,2
31,203,-2,-2,-2,2,2,2
31,204,-2,-2,2,2,2,2
31,205,-2,2,2,2,2,-1
31,206,2,2,2,2,-1,-2
31,207,2,2,2,-1,-2,2
31,208,2,2,-1,-2,2,2
31,209,2,-1,-2,2,2,2
31,210,-1,-2,2,2,2,-2
31,211,-2,2,2,2,-2,-2
31,212,2,2,2,-2,-2,-2
31,213,2,2,-2,-2,-2,-2
31,214,2,-2,-2,-2,-2,-2
31,215,-2,-2,-2,-2,-2,-2
31,216,-2,-2,-2,-2,-2,-2
31,217,-2,-2,-2,-2,-2,-2
31,218,-2,-2,-2,-2,-2,-2
31,219,-2,-2,-2,-2,-2,2
31,220,-2,-2,-2,-2,2,-3
31,221,-2,-2,-2,2,-3,-2
31,222,-2,-2,2,-3,-2,-2
31,223,-2,2,-3,-2,-2,-2
31,224,2,-3,-2,-2,-2,0
31,225,-3,-2,-2,-2,0,2
31,226,-2,-2,-2,0,2,0
31,227,-2,-2,0,2,0,2
31,228,-2,0,2,0,2,2
31,229,0,2,0,2,2,2
31,230,2,0,2,2,2,1
31,231,0,2,2,2,1,-2
31,232,2,2,2,1,-2,-2
31,233,2,2,1,-2,-2,-2
31,234,2,1,-2,-2,-2,2
31,235,1,-2,-2,-2,2,-2
31,236,-2,-2,-2,2,-2,-2
31,237,-2,-2,2,-2,-2,-2
31,238,-2,2,-2,-2,-2,1
31,239,2,-2,-2,-2,1,2
31,240,-2,-2,-2,1,2,2
31,241,-2,-2,1,2,2,1
31,242,-2,1,2,2,1,-2
31,243,1,2,2,1,-2,0
31,244,2,2,1,-2,0,-1
31,245,2,1,-2,0,-1,0
31,246,1,-2,0,-1,0,-2
31,247,-2,0,-1,0,-2,-2
31,248,0,-1,0,-2,-2,-2
31,249,-1,0,-2,-2,-2,-2
31,250,0,-2,-2,-2,-2,-2
31,251,-2,-2,-2,-2,-2,-1
31,252,-2,-2,-2,-2,-1,-1
31,253,-2,-2,-2,-1,-1,1
31,254,-2,-2,-1,-1,1,1
32,1,0,-3,-1,-2,0,1
32,2,-3,-1,-2,0,1,2
32,3,-1,-2,0,1,2,1
32,4,-2,0,1,2,1,1
32,5,0,1,2,1,1,-1
32,6,1,2,1,1,-1,-1
32,7,2,1,1,-1,-1,0
32,8,1,1,-1,-1,0,0
32,9,1,-1,-1,0,0,-2
32,10,-1,-1,0,0,-2,-2
32,11,-1,0,0,-2,-2,-2
32,12,0,0,-2,-2,-2,2
32,13,0,-2,-2,-2,2,2
32,14,-2,-2,-2,2,2,0
32,15,-2,-2,2,2,0,-2
32,16,-2,2,2,0,-2,-2
32,17,2,2,0,-2,-2,2
32,18,2,0,-2,-2,2,2
32,19,0,-2,-2,2,2,2
32,20,-2,-2,2,2,2,2
32,21,-2,2,2,2,2,2
32,22,2,2,2,2,2,2
32,23,2,2,2,2,2,1
32,24,2,2,2,2,1,2
32,25,2,2,2,1,2,2
32,26,2,2,1,2,2,2
32,27,2,1,2,2,2,0
32,28,1,2,2,2,0,2
32,29,2,2,2,0,2,1
32,30,2,2,0,2,1,1
32,31,2,0,2,1,1,0
32,32,0,2,1,1,0,1
32,33,2,1,1,0,1,2
32,34,1,1,0,1,2,-1
32,35,1,0,1,2,-1,-1
32,36,0,1,2,-1,-1,-2
32,37,1,2,-1,-1,-2,-2
32,38,2,-1,-1,-2,-2,-2
32,39,-1,-1,-2,-2,-2,1
32,40,-1,-2,-2,-2,1,-3
32,41,-2,-2,-2,1,-3,1
32,42,-2,-2,1,-3,1,-2
32,43,-2,1,-3,1,-2,-2
32,44,1,-3,1,-2,-2,2
32,45,-3,1,-2,-2,2,-3
32,46,1,-2,-2,2,-3,-1
32,47,-2,-2,2,-3,-1,-2
32,48,-2,2,-3,-1,-2,-2
32,49,2,-3,-1,-2,-2,0
32,50,-3,-1,-2,-2,0,2
32,51,-1,-2,-2,0,2,2
32,52,-2,-2,0,2,2,2
32,53,-2,0,2,2,2,2
32,54,0,2,2,2,2,-1
32,55,2,2,2,2,-1,0
32,56,2,2,2,-1,0,-2
32,57,2,2,-1,0,-2,0
32,58,2,-1,0,-2,0,-1
32,59,-1,0,-2,0,-1,0
32,60,0,-2,0,-1,0,0
32,61,-2,0,-1,0,0,2
32,62,0,-1,0,0,2,2
32,63,-1,0,0,2,2,-1
32,64,0,0,2,2,-1,-2
32,65,0,2,2,-1,-2,2
32,66,2,2,-1,-2,2,-3
32,67,2,-1,-2,2,-3,2
32,68,-1,-2,2,-3,2,-1
32,69,-2,2,-3,2,-1,3
32,70,2,-3,2,-1,3,-2
32,71,-3,2,-1,3,-2,2
32,72,2,-1,3,-2,2,2
32,73,-1,3,-2,2,2,2
32,74,3,-2,2,2,2,2
32,75,-2,2,2,2,2,0
32,76,2,2,2,2,0,2
32,77,2,2,2,0,2,3
32,78,2,2,0,2,3,2
32,79,2,0,2,3,2,2
32,80,0,2,3,2,2,1
32,81,2,3,2,2,1,-3
32,82,3,2,2,1,-3,2
32,83,2,2,1,-3,2,2
32,84,2,1,-3,2,2,2
32,85,1,-3,2,2,2,2
32,86,-3,2,2,2,2,2
32,87,2,2,2,2,2,3
32,88,2,2,2,2,3,3
32,89,2,2,2,3,3,-2
32,90,2,2,3,3,-2,0
32,91,2,3,3,-2,0,-2
32,92,3,3,-2,0,-2,-2
32,93,3,-2,0,-2,-2,-2
32,94,-2,0,-2,-2,-2,-2
32,95,0,-2,-2,-2,-2,-2
32,96,-2,-2,-2,-2,-2,-2
32,97,-2,-2,-2,-2,-2,0
32,98,-2,-2,-2,-2,0,-3
32,99,-2,-2,-2,0,-3,2
32,100,-2,-2,0,-3,2,-2
32,101,-2,0,-3,2,-2,-2
32,102,0,-3,2,-2,-2,-1
32,103,-3,2,-2,-2,-1,2
32,104,2,-2,-2,-1,2,2
32,105,-2,-2,-1,2,2,-1
32,106,-2,-1,2,2,-1,-2
32,107,-1,2,2,-1,-2,2
32,108,2,2,-1,-2,2,0
32,109,2,-1,-2,2,0,3
32,110,-1,-2,2,0,3,-2
32,111,-2,2,0,3,-2,1
32,112,2,0,3,-2,1,2
32,113,0,3,-2,1,2,0
32,114,3,-2,1,2,0,3
32,115,-2,1,2,0,3,-1
32,116,1,2,0,3,-1,1
32,117,2,0,3,-1,1,-2
32,118,0,3,-1,1,-2,-2
32,119,3,-1,1,-2,-2,-2
32,120,-1,1,-2,-2,-2,-1
32,121,1,-2,-2,-2,-1,1
32,122,-2,-2,-2,-1,1,0
32,123,-2,-2,-1,1,0,-2
32,124,-2,-1,1,0,-2,-2
32,125,-1,1,0,-2,-2,-2
32,126,1,0,-2,-2,-2,-2
32,127,0,-2,-2,-2,-2,1
32,128,-2,-2,-2,-2,1,-3
32,129,-2,-2,-2,1,-3,2
32,130,-2,-2,1,-3,2,2
32,131,-2,1,-3,2,2,2
32,132,1,-3,2,2,2,2
32,133,-3,2,2,2,2,2
32,134,2,2,2,2,2,2
32,135,2,2,2,2,2,2
32,136,2,2,2,2,2,1
32,137,2,2,2,2,1,-1
32,138,2,2,2,1,-1,1
32,139,2,2,1,-1,1,-2
32,140,2,1,-1,1,-2,-1
32,141,1,-1,1,-2,-1,-2
32,142,-1,1,-2,-1,-2,2
32,143,1,-2,-1,-2,2,2
32,144,-2,-1,-2,2,2,2
32,145,-1,-2,2,2,2,0
32,146,-2,2,2,2,0,-1
32,147,2,2,2,0,-1,-1
32,148,2,2,0,-1,-1,0
32,149,2,0,-1,-1,0,-2
