Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action to Next Point
28,36,1,-2,-2,1,2,2,2,2
28,37,-2,-2,1,2,2,2,2,-2
28,38,-2,1,2,2,2,2,-2,-2
28,39,1,2,2,2,2,-2,-2,-1
28,40,2,2,2,2,-2,-2,-1,-2
28,41,2,2,2,-2,-2,-1,-2,-2
28,42,2,2,-2,-2,-1,-2,-2,-2
28,43,2,-2,-2,-1,-2,-2,-2,-1
28,44,-2,-2,-1,-2,-2,-2,-1,0
28,45,-2,-1,-2,-2,-2,-1,0,-1
28,46,-1,-2,-2,-2,-1,0,-1,2
28,47,-2,-2,-2,-1,0,-1,2,2
28,48,-2,-2,-1,0,-1,2,2,2
28,49,-2,-1,0,-1,2,2,2,2
28,50,-1,0,-1,2,2,2,2,2
28,51,0,-1,2,2,2,2,2,-2
28,52,-1,2,2,2,2,2,-2,-2
28,53,2,2,2,2,2,-2,-2,-3
28,54,2,2,2,2,-2,-2,-3,2
28,55,2,2,2,-2,-2,-3,2,2
28,56,2,2,-2,-2,-3,2,2,2
28,57,2,-2,-2,-3,2,2,2,2
28,58,-2,-2,-3,2,2,2,2,2
28,59,-2,-3,2,2,2,2,2,3
28,60,-3,2,2,2,2,2,3,-2
28,61,2,2,2,2,2,3,-2,1
28,62,2,2,2,2,3,-2,1,2
28,63,2,2,2,3,-2,1,2,-1
28,64,2,2,3,-2,1,2,-1,-2
28,65,2,3,-2,1,2,-1,-2,-1
28,66,3,-2,1,2,-1,-2,-1,1
28,67,-2,1,2,-1,-2,-1,1,-2
28,68,1,2,-1,-2,-1,1,-2,-1
28,69,2,-1,-2,-1,1,-2,-1,2
28,70,-1,-2,-1,1,-2,-1,2,2
28,71,-2,-1,1,-2,-1,2,2,3
28,72,-1,1,-2,-1,2,2,3,-2
28,73,1,-2,-1,2,2,3,-2,-2
28,74,-2,-1,2,2,3,-2,-2,-2
28,75,-1,2,2,3,-2,-2,-2,2
28,76,2,2,3,-2,-2,-2,2,2
28,77,2,3,-2,-2,-2,2,2,2
28,78,3,-2,-2,-2,2,2,2,2
28,79,-2,-2,-2,2,2,2,2,-2
28,80,-2,-2,2,2,2,2,-2,-2
28,81,-2,2,2,2,2,-2,-2,-2
28,82,2,2,2,2,-2,-2,-2,-3
28,83,2,2,2,-2,-2,-2,-3,2
28,84,2,2,-2,-2,-2,-3,2,2
28,85,2,-2,-2,-2,-3,2,2,1
28,86,-2,-2,-2,-3,2,2,1,-2
28,87,-2,-2,-3,2,2,1,-2,-2
28,88,-2,-3,2,2,1,-2,-2,-2
28,89,-3,2,2,1,-2,-2,-2,-2
28,90,2,2,1,-2,-2,-2,-2,-2
28,91,2,1,-2,-2,-2,-2,-2,-1
28,92,1,-2,-2,-2,-2,-2,-1,-1
28,93,-2,-2,-2,-2,-2,-1,-1,0
28,94,-2,-2,-2,-2,-1,-1,0,2
28,95,-2,-2,-2,-1,-1,0,2,2
28,96,-2,-2,-1,-1,0,2,2,2
28,97,-2,-1,-1,0,2,2,2,3
28,98,-1,-1,0,2,2,2,3,-2
28,99,-1,0,2,2,2,3,-2,-2
28,100,0,2,2,2,3,-2,-2,-2
28,101,2,2,2,3,-2,-2,-2,-2
28,102,2,2,3,-2,-2,-2,-2,-2
28,103,2,3,-2,-2,-2,-2,-2,2
28,104,3,-2,-2,-2,-2,-2,2,1
28,105,-2,-2,-2,-2,-2,2,1,0
28,106,-2,-2,-2,-2,2,1,0,-2
28,107,-2,-2,-2,2,1,0,-2,-2
28,108,-2,-2,2,1,0,-2,-2,-1
28,109,-2,2,1,0,-2,-2,-1,0
28,110,2,1,0,-2,-2,-1,0,-2
28,111,1,0,-2,-2,-1,0,-2,-2
28,112,0,-2,-2,-1,0,-2,-2,-2
28,113,-2,-2,-1,0,-2,-2,-2,-1
28,114,-2,-1,0,-2,-2,-2,-1,-1
28,115,-1,0,-2,-2,-2,-1,-1,-2
28,116,0,-2,-2,-2,-1,-1,-2,-2
28,117,-2,-2,-2,-1,-1,-2,-2,-2
28,118,-2,-2,-1,-1,-2,-2,-2,-2
28,119,-2,-1,-1,-2,-2,-2,-2,-2
28,120,-1,-1,-2,-2,-2,-2,-2,0
28,121,-1,-2,-2,-2,-2,-2,0,1
28,122,-2,-2,-2,-2,-2,0,1,1
28,123,-2,-2,-2,-2,0,1,1,1
28,124,-2,-2,-2,0,1,1,1,-1
28,125,-2,-2,0,1,1,1,-1,-2
28,126,-2,0,1,1,1,-1,-2,-1
28,127,0,1,1,1,-1,-2,-1,-2
28,128,1,1,1,-1,-2,-1,-2,-1
28,129,1,1,-1,-2,-1,-2,-1,0
28,130,1,-1,-2,-1,-2,-1,0,2
28,131,-1,-2,-1,-2,-1,0,2,2
28,132,-2,-1,-2,-1,0,2,2,2
28,133,-1,-2,-1,0,2,2,2,2
28,134,-2,-1,0,2,2,2,2,1
28,135,-1,0,2,2,2,2,1,2
28,136,0,2,2,2,2,1,2,2
28,137,2,2,2,2,1,2,2,2
28,138,2,2,2,1,2,2,2,2
28,139,2,2,1,2,2,2,2,2
28,140,2,1,2,2,2,2,2,2
28,141,1,2,2,2,2,2,2,2
28,142,2,2,2,2,2,2,2,0
28,143,2,2,2,2,2,2,0,-1
28,144,2,2,2,2,2,0,-1,0
28,145,2,2,2,2,0,-1,0,1
28,146,2,2,2,0,-1,0,1,2
28,147,2,2,0,-1,0,1,2,-2
28,148,2,0,-1,0,1,2,-2,-2
28,149,0,-1,0,1,2,-2,-2,-2
28,150,-1,0,1,2,-2,-2,-2,-2
28,151,0,1,2,-2,-2,-2,-2,-2
28,152,1,2,-2,-2,-2,-2,-2,2
28,153,2,-2,-2,-2,-2,-2,2,2
28,154,-2,-2,-2,-2,-2,2,2,3
28,155,-2,-2,-2,-2,2,2,3,-2
28,156,-2,-2,-2,2,2,3,-2,2
28,157,-2,-2,2,2,3,-2,2,-2
28,158,-2,2,2,3,-2,2,-2,1
28,159,2,2,3,-2,2,-2,1,-2
28,160,2,3,-2,2,-2,1,-2,-2
28,161,3,-2,2,-2,1,-2,-2,-2
28,162,-2,2,-2,1,-2,-2,-2,-2
28,163,2,-2,1,-2,-2,-2,-2,-2
28,164,-2,1,-2,-2,-2,-2,-2,-1
28,165,1,-2,-2,-2,-2,-2,-1,-2
28,166,-2,-2,-2,-2,-2,-1,-2,-2
28,167,-2,-2,-2,-2,-1,-2,-2,-2
28,168,-2,-2,-2,-1,-2,-2,-2,-2
28,169,-2,-2,-1,-2,-2,-2,-2,-3
28,170,-2,-1,-2,-2,-2,-2,-3,2
28,171,-1,-2,-2,-2,-2,-3,2,0
28,172,-2,-2,-2,-2,-3,2,0,-2
28,173,-2,-2,-2,-3,2,0,-2,-2
28,174,-2,-2,-3,2,0,-2,-2,-2
28,175,-2,-3,2,0,-2,-2,-2,-2
28,176,-3,2,0,-2,-2,-2,-2,-2
28,177,2,0,-2,-2,-2,-2,-2,-2
28,178,0,-2,-2,-2,-2,-2,-2,-2
28,179,-2,-2,-2,-2,-2,-2,-2,-2
28,180,-2,-2,-2,-2,-2,-2,-2,-3
28,181,-2,-2,-2,-2,-2,-2,-3,1
28,182,-2,-2,-2,-2,-2,-3,1,-1
28,183,-2,-2,-2,-2,-3,1,-1,2
28,184,-2,-2,-2,-3,1,-1,2,3
28,185,-2,-2,-3,1,-1,2,3,-2
28,186,-2,-3,1,-1,2,3,-2,-2
28,187,-3,1,-1,2,3,-2,-2,-2
28,188,1,-1,2,3,-2,-2,-2,-3
28,189,-1,2,3,-2,-2,-2,-3,2
28,190,2,3,-2,-2,-2,-3,2,-1
28,191,3,-2,-2,-2,-3,2,-1,2
28,192,-2,-2,-2,-3,2,-1,2,2
28,193,-2,-2,-3,2,-1,2,2,3
28,194,-2,-3,2,-1,2,2,3,-2
28,195,-3,2,-1,2,2,3,-2,1
28,196,2,-1,2,2,3,-2,1,2
28,197,-1,2,2,3,-2,1,2,2
28,198,2,2,3,-2,1,2,2,-2
28,199,2,3,-2,1,2,2,-2,1
28,200,3,-2,1,2,2,-2,1,-2
28,201,-2,1,2,2,-2,1,-2,2
28,202,1,2,2,-2,1,-2,2,2
28,203,2,2,-2,1,-2,2,2,3
28,204,2,-2,1,-2,2,2,3,-2
28,205,-2,1,-2,2,2,3,-2,-2
28,206,1,-2,2,2,3,-2,-2,2
28,207,-2,2,2,3,-2,-2,2,2
28,208,2,2,3,-2,-2,2,2,2
28,209,2,3,-2,-2,2,2,2,-2
28,210,3,-2,-2,2,2,2,-2,-2
28,211,-2,-2,2,2,2,-2,-2,-1
28,212,-2,2,2,2,-2,-2,-1,1
28,213,2,2,2,-2,-2,-1,1,2
28,214,2,2,-2,-2,-1,1,2,-1
28,215,2,-2,-2,-1,1,2,-1,-2
28,216,-2,-2,-1,1,2,-1,-2,-1
28,217,-2,-1,1,2,-1,-2,-1,-2
28,218,-1,1,2,-1,-2,-1,-2,-1
28,219,1,2,-1,-2,-1,-2,-1,-2
28,220,2,-1,-2,-1,-2,-1,-2,-2
28,221,-1,-2,-1,-2,-1,-2,-2,-2
28,222,-2,-1,-2,-1,-2,-2,-2,-2
28,223,-1,-2,-1,-2,-2,-2,-2,-2
28,224,-2,-1,-2,-2,-2,-2,-2,-3
28,225,-1,-2,-2,-2,-2,-2,-3,2
28,226,-2,-2,-2,-2,-2,-3,2,-2
28,227,-2,-2,-2,-2,-3,2,-2,0
28,228,-2,-2,-2,-3,2,-2,0,2
28,229,-2,-2,-3,2,-2,0,2,2
28,230,-2,-3,2,-2,0,2,2,2
28,231,-3,2,-2,0,2,2,2,2
28,232,2,-2,0,2,2,2,2,2
28,233,-2,0,2,2,2,2,2,-2
28,234,0,2,2,2,2,2,-2,1
28,235,2,2,2,2,2,-2,1,-2
28,236,2,2,2,2,-2,1,-2,1
28,237,2,2,2,-2,1,-2,1,-1
28,238,2,2,-2,1,-2,1,-1,-2
28,239,2,-2,1,-2,1,-1,-2,-2
28,240,-2,1,-2,1,-1,-2,-2,-2
28,241,1,-2,1,-1,-2,-2,-2,-2
28,242,-2,1,-1,-2,-2,-2,-2,1
28,243,1,-1,-2,-2,-2,-2,1,2
28,244,-1,-2,-2,-2,-2,1,2,2
28,245,-2,-2,-2,-2,1,2,2,2
28,246,-2,-2,-2,1,2,2,2,2
28,247,-2,-2,1,2,2,2,2,1
28,248,-2,1,2,2,2,2,1,0
28,249,1,2,2,2,2,1,0,-2
28,250,2,2,2,2,1,0,-2,-2
28,251,2,2,2,1,0,-2,-2,-2
29,1,0,-2,-2,-2,-2,-2,-2,-2
29,2,-2,-2,-2,-2,-2,-2,-2,-2
29,3,-2,-2,-2,-2,-2,-2,-2,-2
29,4,-2,-2,-2,-2,-2,-2,-2,0
29,5,-2,-2,-2,-2,-2,-2,0,2
29,6,-2,-2,-2,-2,-2,0,2,2
29,7,-2,-2,-2,-2,0,2,2,2
29,8,-2,-2,-2,0,2,2,2,2
29,9,-2,-2,0,2,2,2,2,2
29,10,-2,0,2,2,2,2,2,3
29,11,0,2,2,2,2,2,3,-2
29,12,2,2,2,2,2,3,-2,-2
29,13,2,2,2,2,3,-2,-2,2
29,14,2,2,2,3,-2,-2,2,2
29,15,2,2,3,-2,-2,2,2,2
29,16,2,3,-2,-2,2,2,2,2
29,17,3,-2,-2,2,2,2,2,2
29,18,-2,-2,2,2,2,2,2,2
29,19,-2,2,2,2,2,2,2,0
29,20,2,2,2,2,2,2,0,1
29,21,2,2,2,2,2,0,1,-2
29,22,2,2,2,2,0,1,-2,-1
29,23,2,2,2,0,1,-2,-1,-2
29,24,2,2,0,1,-2,-1,-2,-2
29,25,2,0,1,-2,-1,-2,-2,-2
29,26,0,1,-2,-1,-2,-2,-2,2
29,27,1,-2,-1,-2,-2,-2,2,2
29,28,-2,-1,-2,-2,-2,2,2,2
29,29,-1,-2,-2,-2,2,2,2,-2
29,30,-2,-2,-2,2,2,2,-2,-2
29,31,-2,-2,2,2,2,-2,-2,-1
29,32,-2,2,2,2,-2,-2,-1,2
29,33,2,2,2,-2,-2,-1,2,2
29,34,2,2,-2,-2,-1,2,2,2
29,35,2,-2,-2,-1,2,2,2,2
29,36,-2,-2,-1,2,2,2,2,2
29,37,-2,-1,2,2,2,2,2,2
29,38,-1,2,2,2,2,2,2,-2
29,39,2,2,2,2,2,2,-2,-2
29,40,2,2,2,2,2,-2,-2,-2
29,41,2,2,2,2,-2,-2,-2,-2
29,42,2,2,2,-2,-2,-2,-2,-2
29,43,2,2,-2,-2,-2,-2,-2,-2
29,44,2,-2,-2,-2,-2,-2,-2,-2
29,45,-2,-2,-2,-2,-2,-2,-2,-2
29,46,-2,-2,-2,-2,-2,-2,-2,2
29,47,-2,-2,-2,-2,-2,-2,2,2
29,48,-2,-2,-2,-2,-2,2,2,2
29,49,-2,-2,-2,-2,2,2,2,2
29,50,-2,-2,-2,2,2,2,2,2
29,51,-2,-2,2,2,2,2,2,2
29,52,-2,2,2,2,2,2,2,2
29,53,2,2,2,2,2,2,2,2
29,54,2,2,2,2,2,2,2,2
29,55,2,2,2,2,2,2,2,-1
29,56,2,2,2,2,2,2,-1,-1
29,57,2,2,2,2,2,-1,-1,2
29,58,2,2,2,2,-1,-1,2,2
29,59,2,2,2,-1,-1,2,2,-1
29,60,2,2,-1,-1,2,2,-1,-2
29,61,2,-1,-1,2,2,-1,-2,-2
29,62,-1,-1,2,2,-1,-2,-2,-2
29,63,-1,2,2,-1,-2,-2,-2,-2
29,64,2,2,-1,-2,-2,-2,-2,2
29,65,2,-1,-2,-2,-2,-2,2,2
29,66,-1,-2,-2,-2,-2,2,2,1
29,67,-2,-2,-2,-2,2,2,1,-1
29,68,-2,-2,-2,2,2,1,-1,-1
29,69,-2,-2,2,2,1,-1,-1,2
29,70,-2,2,2,1,-1,-1,2,2
29,71,2,2,1,-1,-1,2,2,2
29,72,2,1,-1,-1,2,2,2,2
29,73,1,-1,-1,2,2,2,2,2
29,74,-1,-1,2,2,2,2,2,2
29,75,-1,2,2,2,2,2,2,2
29,76,2,2,2,2,2,2,2,2
29,77,2,2,2,2,2,2,2,2
29,78,2,2,2,2,2,2,2,2
29,79,2,2,2,2,2,2,2,2
29,80,2,2,2,2,2,2,2,2
29,81,2,2,2,2,2,2,2,-1
29,82,2,2,2,2,2,2,-1,-1
29,83,2,2,2,2,2,-1,-1,-2
29,84,2,2,2,2,-1,-1,-2,-2
29,85,2,2,2,-1,-1,-2,-2,0
29,86,2,2,-1,-1,-2,-2,0,-1
29,87,2,-1,-1,-2,-2,0,-1,-1
29,88,-1,-1,-2,-2,0,-1,-1,-2
29,89,-1,-2,-2,0,-1,-1,-2,-2
29,90,-2,-2,0,-1,-1,-2,-2,-3
29,91,-2,0,-1,-1,-2,-2,-3,1
29,92,0,-1,-1,-2,-2,-3,1,-2
29,93,-1,-1,-2,-2,-3,1,-2,-1
29,94,-1,-2,-2,-3,1,-2,-1,-2
29,95,-2,-2,-3,1,-2,-1,-2,-2
29,96,-2,-3,1,-2,-1,-2,-2,-2
29,97,-3,1,-2,-1,-2,-2,-2,-2
29,98,1,-2,-1,-2,-2,-2,-2,-2
29,99,-2,-1,-2,-2,-2,-2,-2,-2
29,100,-1,-2,-2,-2,-2,-2,-2,-2
29,101,-2,-2,-2,-2,-2,-2,-2,-3
29,102,-2,-2,-2,-2,-2,-2,-3,-2
29,103,-2,-2,-2,-2,-2,-3,-2,0
29,104,-2,-2,-2,-2,-3,-2,0,2
29,105,-2,-2,-2,-3,-2,0,2,2
29,106,-2,-2,-3,-2,0,2,2,2
29,107,-2,-3,-2,0,2,2,2,2
29,108,-3,-2,0,2,2,2,2,2
29,109,-2,0,2,2,2,2,2,2
29,110,0,2,2,2,2,2,2,2
29,111,2,2,2,2,2,2,2,2
29,112,2,2,2,2,2,2,2,2
29,113,2,2,2,2,2,2,2,2
29,114,2,2,2,2,2,2,2,2
29,115,2,2,2,2,2,2,2,2
29,116,2,2,2,2,2,2,2,-2
29,117,2,2,2,2,2,2,-2,-2
29,118,2,2,2,2,2,-2,-2,-2
29,119,2,2,2,2,-2,-2,-2,-2
29,120,2,2,2,-2,-2,-2,-2,-2
29,121,2,2,-2,-2,-2,-2,-2,2
29,122,2,-2,-2,-2,-2,-2,2,2
29,123,-2,-2,-2,-2,-2,2,2,2
29,124,-2,-2,-2,-2,2,2,2,2
29,125,-2,-2,-2,2,2,2,2,-2
29,126,-2,-2,2,2,2,2,-2,-2
29,127,-2,2,2,2,2,-2,-2,-2
29,128,2,2,2,2,-2,-2,-2,-2
29,129,2,2,2,-2,-2,-2,-2,-2
29,130,2,2,-2,-2,-2,-2,-2,-2
29,131,2,-2,-2,-2,-2,-2,-2,1
29,132,-2,-2,-2,-2,-2,-2,1,2
29,133,-2,-2,-2,-2,-2,1,2,2
29,134,-2,-2,-2,-2,1,2,2,2
29,135,-2,-2,-2,1,2,2,2,2
29,136,-2,-2,1,2,2,2,2,2
29,137,-2,1,2,2,2,2,2,-1
29,138,1,2,2,2,2,2,-1,-2
29,139,2,2,2,2,2,-1,-2,-2
29,140,2,2,2,2,-1,-2,-2,0
29,141,2,2,2,-1,-2,-2,0,2
29,142,2,2,-1,-2,-2,0,2,2
29,143,2,-1,-2,-2,0,2,2,2
29,144,-1,-2,-2,0,2,2,2,0
29,145,-2,-2,0,2,2,2,0,-2
29,146,-2,0,2,2,2,0,-2,-2
29,147,0,2,2,2,0,-2,-2,-2
29,148,2,2,2,0,-2,-2,-2,2
29,149,2,2,0,-2,-2,-2,2,2
29,150,2,0,-2,-2,-2,2,2,2
29,151,0,-2,-2,-2,2,2,2,1
29,152,-2,-2,-2,2,2,2,1,2
29,153,-2,-2,2,2,2,1,2,1
29,154,-2,2,2,2,1,2,1,1
29,155,2,2,2,1,2,1,1,1
29,156,2,2,1,2,1,1,1,0
29,157,2,1,2,1,1,1,0,0
29,158,1,2,1,1,1,0,0,2
29,159,2,1,1,1,0,0,2,2
29,160,1,1,1,0,0,2,2,2
29,161,1,1,0,0,2,2,2,2
29,162,1,0,0,2,2,2,2,2
29,163,0,0,2,2,2,2,2,-2
29,164,0,2,2,2,2,2,-2,1
29,165,2,2,2,2,2,-2,1,1
29,166,2,2,2,2,-2,1,1,2
29,167,2,2,2,-2,1,1,2,1
29,168,2,2,-2,1,1,2,1,2
29,169,2,-2,1,1,2,1,2,1
29,170,-2,1,1,2,1,2,1,2
29,171,1,1,2,1,2,1,2,2
29,172,1,2,1,2,1,2,2,2
29,173,2,1,2,1,2,2,2,2
29,174,1,2,1,2,2,2,2,2
29,175,2,1,2,2,2,2,2,2
29,176,1,2,2,2,2,2,2,2
29,177,2,2,2,2,2,2,2,3
29,178,2,2,2,2,2,2,3,-2
29,179,2,2,2,2,2,3,-2,-2
29,180,2,2,2,2,3,-2,-2,-2
29,181,2,2,2,3,-2,-2,-2,0
29,182,2,2,3,-2,-2,-2,0,-1
29,183,2,3,-2,-2,-2,0,-1,1
29,184,3,-2,-2,-2,0,-1,1,-2
29,185,-2,-2,-2,0,-1,1,-2,-1
29,186,-2,-2,0,-1,1,-2,-1,-2
29,187,-2,0,-1,1,-2,-1,-2,-1
29,188,0,-1,1,-2,-1,-2,-1,-1
29,189,-1,1,-2,-1,-2,-1,-1,-2
29,190,1,-2,-1,-2,-1,-1,-2,0
29,191,-2,-1,-2,-1,-1,-2,0,2
29,192,-1,-2,-1,-1,-2,0,2,-2
29,193,-2,-1,-1,-2,0,2,-2,-2
29,194,-1,-1,-2,0,2,-2,-2,-2
29,195,-1,-2,0,2,-2,-2,-2,-2
29,196,-2,0,2,-2,-2,-2,-2,0
29,197,0,2,-2,-2,-2,-2,0,1
29,198,2,-2,-2,-2,-2,0,1,2
29,199,-2,-2,-2,-2,0,1,2,2
29,200,-2,-2,-2,0,1,2,2,2
29,201,-2,-2,0,1,2,2,2,-2
29,202,-2,0,1,2,2,2,-2,-2
29,203,0,1,2,2,2,-2,-2,-2
29,204,1,2,2,2,-2,-2,-2,-2
29,205,2,2,2,-2,-2,-2,-2,1
29,206,2,2,-2,-2,-2,-2,1,2
29,207,2,-2,-2,-2,-2,1,2,2
29,208,-2,-2,-2,-2,1,2,2,-2
29,209,-2,-2,-2,1,2,2,-2,1
29,210,-2,-2,1,2,2,-2,1,2
29,211,-2,1,2,2,-2,1,2,0
29,212,1,2,2,-2,1,2,0,-2
29,213,2,2,-2,1,2,0,-2,-2
29,214,2,-2,1,2,0,-2,-2,-2
29,215,-2,1,2,0,-2,-2,-2,-2
29,216,1,2,0,-2,-2,-2,-2,-2
29,217,2,0,-2,-2,-2,-2,-2,-2
29,218,0,-2,-2,-2,-2,-2,-2,-2
29,219,-2,-2,-2,-2,-2,-2,-2,-2
29,220,-2,-2,-2,-2,-2,-2,-2,-2
29,221,-2,-2,-2,-2,-2,-2,-2,-1
29,222,-2,-2,-2,-2,-2,-2,-1,1
29,223,-2,-2,-2,-2,-2,-1,1,2
29,224,-2,-2,-2,-2,-1,1,2,2
29,225,-2,-2,-2,-1,1,2,2,1
29,226,-2,-2,-1,1,2,2,1,2
29,227,-2,-1,1,2,2,1,2,2
29,228,-1,1,2,2,1,2,2,2
29,229,1,2,2,1,2,2,2,1
29,230,2,2,1,2,2,2,1,0
29,231,2,1,2,2,2,1,0,0
29,232,1,2,2,2,1,0,0,2
29,233,2,2,2,1,0,0,2,2
29,234,2,2,1,0,0,2,2,2
29,235,2,1,0,0,2,2,2,0
29,236,1,0,0,2,2,2,0,-2
29,237,0,0,2,2,2,0,-2,-1
29,238,0,2,2,2,0,-2,-1,1
29,239,2,2,2,0,-2,-1,1,2
29,240,2,2,0,-2,-1,1,2,2
29,241,2,0,-2,-1,1,2,2,1
29,242,0,-2,-1,1,2,2,1,2
29,243,-2,-1,1,2,2,1,2,2
29,244,-1,1,2,2,1,2,2,2
29,245,1,2,2,1,2,2,2,2
29,246,2,2,1,2,2,2,2,1
29,247,2,1,2,2,2,2,1,-2
29,248,1,2,2,2,2,1,-2,-2
29,249,2,2,2,2,1,-2,-2,-2
29,250,2,2,2,1,-2,-2,-2,-2
29,251,2,2,1,-2,-2,-2,-2,1
29,252,2,1,-2,-2,-2,-2,1,2
30,1,0,-2,-2,-2,-2,-2,1,1
30,2,-2,-2,-2,-2,-2,1,1,0
30,3,-2,-2,-2,-2,1,1,0,-2
30,4,-2,-2,-2,1,1,0,-2,-2
30,5,-2,-2,1,1,0,-2,-2,-2
30,6,-2,1,1,0,-2,-2,-2,-2
30,7,1,1,0,-2,-2,-2,-2,-2
30,8,1,0,-2,-2,-2,-2,-2,-2
30,9,0,-2,-2,-2,-2,-2,-2,-2
30,10,-2,-2,-2,-2,-2,-2,-2,-2
30,11,-2,-2,-2,-2,-2,-2,-2,-2
30,12,-2,-2,-2,-2,-2,-2,-2,-2
30,13,-2,-2,-2,-2,-2,-2,-2,-2
30,14,-2,-2,-2,-2,-2,-2,-2,2
30,15,-2,-2,-2,-2,-2,-2,2,2
30,16,-2,-2,-2,-2,-2,2,2,-2
30,17,-2,-2,-2,-2,2,2,-2,-2
30,18,-2,-2,-2,2,2,-2,-2,-2
30,19,-2,-2,2,2,-2,-2,-2,-2
30,20,-2,2,2,-2,-2,-2,-2,2
30,21,2,2,-2,-2,-2,-2,2,2
30,22,2,-2,-2,-2,-2,2,2,-2
30,23,-2,-2,-2,-2,2,2,-2,-2
30,24,-2,-2,-2,2,2,-2,-2,-2
30,25,-2,-2,2,2,-2,-2,-2,-2
30,26,-2,2,2,-2,-2,-2,-2,-2
30,27,2,2,-2,-2,-2,-2,-2,-2
30,28,2,-2,-2,-2,-2,-2,-2,-3
30,29,-2,-2,-2,-2,-2,-2,-3,2
30,30,-2,-2,-2,-2,-2,-3,2,-2
30,31,-2,-2,-2,-2,-3,2,-2,-2
30,32,-2,-2,-2,-3,2,-2,-2,-2
30,33,-2,-2,-3,2,-2,-2,-2,-2
30,34,-2,-3,2,-2,-2,-2,-2,-2
30,35,-3,2,-2,-2,-2,-2,-2,-2
30,36,2,-2,-2,-2,-2,-2,-2,-2
30,37,-2,-2,-2,-2,-2,-2,-2,-2
30,38,-2,-2,-2,-2,-2,-2,-2,0
30,39,-2,-2,-2,-2,-2,-2,0,-1
30,40,-2,-2,-2,-2,-2,0,-1,-2
30,41,-2,-2,-2,-2,0,-1,-2,-2
30,42,-2,-2,-2,0,-1,-2,-2,-2
30,43,-2,-2,0,-1,-2,-2,-2,-2
30,44,-2,0,-1,-2,-2,-2,-2,1
30,45,0,-1,-2,-2,-2,-2,1,2
30,46,-1,-2,-2,-2,-2,1,2,2
30,47,-2,-2,-2,-2,1,2,2,2
30,48,-2,-2,-2,1,2,2,2,2
30,49,-2,-2,1,2,2,2,2,2
30,50,-2,1,2,2,2,2,2,2
30,51,1,2,2,2,2,2,2,2
30,52,2,2,2,2,2,2,2,1
30,53,2,2,2,2,2,2,1,-2
30,54,2,2,2,2,2,1,-2,0
30,55,2,2,2,2,1,-2,0,1
30,56,2,2,2,1,-2,0,1,2
30,57,2,2,1,-2,0,1,2,-1
30,58,2,1,-2,0,1,2,-1,-1
30,59,1,-2,0,1,2,-1,-1,-2
30,60,-2,0,1,2,-1,-1,-2,2
30,61,0,1,2,-1,-1,-2,2,2
30,62,1,2,-1,-1,-2,2,2,2
30,63,2,-1,-1,-2,2,2,2,2
30,64,-1,-1,-2,2,2,2,2,2
30,65,-1,-2,2,2,2,2,2,2
30,66,-2,2,2,2,2,2,2,2
30,67,2,2,2,2,2,2,2,-2
30,68,2,2,2,2,2,2,-2,-2
30,69,2,2,2,2,2,-2,-2,-2
30,70,2,2,2,2,-2,-2,-2,-1
30,71,2,2,2,-2,-2,-2,-1,0
30,72,2,2,-2,-2,-2,-1,0,0
30,73,2,-2,-2,-2,-1,0,0,0
30,74,-2,-2,-2,-1,0,0,0,2
30,75,-2,-2,-1,0,0,0,2,2
30,76,-2,-1,0,0,0,2,2,3
30,77,-1,0,0,0,2,2,3,-2
30,78,0,0,0,2,2,3,-2,-1
30,79,0,0,2,2,3,-2,-1,1
30,80,0,2,2,3,-2,-1,1,0
30,81,2,2,3,-2,-1,1,0,-1
30,82,2,3,-2,-1,1,0,-1,-1
30,83,3,-2,-1,1,0,-1,-1,0
30,84,-2,-1,1,0,-1,-1,0,-1
30,85,-1,1,0,-1,-1,0,-1,-2
30,86,1,0,-1,-1,0,-1,-2,-2
30,87,0,-1,-1,0,-1,-2,-2,-2
30,88,-1,-1,0,-1,-2,-2,-2,-3
30,89,-1,0,-1,-2,-2,-2,-3,2
30,90,0,-1,-2,-2,-2,-3,2,2
30,91,-1,-2,-2,-2,-3,2,2,1
30,92,-2,-2,-2,-3,2,2,1,-2
30,93,-2,-2,-3,2,2,1,-2,-2
30,94,-2,-3,2,2,1,-2,-2,-2
30,95,-3,2,2,1,-2,-2,-2,-2
30,96,2,2,1,-2,-2,-2,-2,-1
30,97,2,1,-2,-2,-2,-2,-1,-1
30,98,1,-2,-2,-2,-2,-1,-1,-1
30,99,-2,-2,-2,-2,-1,-1,-1,2
30,100,-2,-2,-2,-1,-1,-1,2,2
30,101,-2,-2,-1,-1,-1,2,2,2
30,102,-2,-1,-1,-1,2,2,2,2
30,103,-1,-1,-1,2,2,2,2,2
30,104,-1,-1,2,2,2,2,2,3
30,105,-1,2,2,2,2,2,3,-1
30,106,2,2,2,2,2,3,-1,2
30,107,2,2,2,2,3,-1,2,2
30,108,2,2,2,3,-1,2,2,2
30,109,2,2,3,-1,2,2,2,2
30,110,2,3,-1,2,2,2,2,2
30,111,3,-1,2,2,2,2,2,2
30,112,-1,2,2,2,2,2,2,-1
30,113,2,2,2,2,2,2,-1,-1
30,114,2,2,2,2,2,-1,-1,-2
30,115,2,2,2,2,-1,-1,-2,-2
