Local time in Budapest / Lorinc (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.08.2020 02:00,18.0,747.3,759.6,-0.3,61,Wind blowing from the east,1,,,, ,,,,,,,,,,,10.4,,,,,,
03.08.2020 01:00,18.3,747.4,759.7,-0.2,60,Wind blowing from the east,1,,,, ,,,,,,,,,,,10.4,No precipitation,6,,,,
03.08.2020 00:00,18.8,747.6,759.9,-0.1,60,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,10.9,,,,,,
02.08.2020 23:00,19.7,747.6,759.8,0.0,59,Wind blowing from the east,1,,,, ,,,,,,,,,,,11.5,,,,,,
02.08.2020 22:00,20.7,747.6,759.8,0.1,57,Wind blowing from the east,1,,,, ,,,,,,,,,,,11.9,,,,,,
02.08.2020 21:00,22.1,747.7,759.8,0.2,53,Wind blowing from the east,1,,,, ,,,,,,,,,,,12.1,,,,,,
02.08.2020 20:00,23.3,747.6,759.7,0.1,50,Wind blowing from the east,1,,,, ,,,,,,,,,,,12.3,,,,,,
02.08.2020 19:00,24.5,747.5,759.6,-0.2,47,Wind blowing from the east,1,,,, ,,,,28.4,,,,,,,12.5,No precipitation,12,,,,
02.08.2020 18:00,26.8,747.5,759.4,-0.7,42,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,12.8,,,,,,
02.08.2020 17:00,27.7,747.5,759.4,-1.1,37,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.7,,,,,,
02.08.2020 16:00,27.9,747.7,759.6,-1.1,37,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,11.9,,,,,,
02.08.2020 15:00,28.1,748.2,760.1,-1.1,37,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,12.1,,,,,,
02.08.2020 14:00,26.8,748.6,760.6,-0.9,39,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,11.7,,,,,,
02.08.2020 13:00,27.2,748.8,760.7,-0.9,39,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,12.1,No precipitation,6,,,,
02.08.2020 12:00,26.0,749.3,761.3,-0.5,39,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.0,,,,,,
02.08.2020 11:00,25.3,749.5,761.6,-0.4,43,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.8,,,,,,
02.08.2020 10:00,24.2,749.7,761.8,-0.1,45,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.5,,,,,,
02.08.2020 09:00,22.6,749.8,761.9,0.5,50,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,11.7,,,,,,
02.08.2020 08:00,21.2,749.9,762.1,0.4,54,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.5,,,,,,
02.08.2020 07:00,20.8,749.8,762.1,0.6,55,Wind blowing from the east,2,,,, ,,,15.0,,,,,,,,11.4,0.2,12,,,,
02.08.2020 06:00,18.3,749.3,761.6,0.4,66,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,11.8,,,,,,
02.08.2020 05:00,15.1,749.5,761.9,0.4,78,Calm no wind,0,,,, ,,,,,,,,,,,11.3,,,,,,
02.08.2020 04:00,15.7,749.2,761.7,0.1,75,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,,11.3,,,,,,
02.08.2020 03:00,17.6,748.9,761.3,-0.1,67,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.4,,,,,,
02.08.2020 02:00,18.0,749.1,761.5,0.2,65,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.3,,,,,,
02.08.2020 01:00,18.2,749.1,761.4,0.5,64,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.3,No precipitation,6,,,,
02.08.2020 00:00,19.6,749.0,761.3,1.2,60,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.6,,,,,,
01.08.2020 23:00,20.4,748.9,761.1,1.5,60,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.4,,,,,,
01.08.2020 22:00,21.2,748.6,760.9,1.3,59,Wind blowing from the east,3,,8,, ,,,,,,,,,,,12.9,,,,,,
01.08.2020 21:00,21.8,747.8,760.0,0.6,52,Wind blowing from the north,1,,,, ,,,,,,,,,,,11.5,,,,,,
01.08.2020 20:00,24.6,747.4,759.4,0.0,40,Wind blowing from the east,2,,,, ,,,,,,,,,,,10.1,,,,,,
01.08.2020 19:00,27.4,747.3,759.2,-0.1,31,Wind blowing from the north,1,,,, ,,,,30.3,,,,,,,8.8,No precipitation,12,,,,
01.08.2020 18:00,29.3,747.2,759.1,-0.5,24,Wind blowing from the north,2,,,, ,,,,,,,,,,,6.7,,,,,,
01.08.2020 17:00,29.7,747.4,759.2,-0.6,25,Wind blowing from the north,2,,,, ,,,,,,,,,,,7.6,,,,,,
01.08.2020 16:00,29.6,747.4,759.3,-0.8,25,Wind blowing from the north,3,,7,, ,,,,,,,,,,,7.5,,,,,,
01.08.2020 15:00,29.6,747.7,759.6,-0.9,24,Wind blowing from the north,3,,,, ,,,,,,,,,,,6.9,,,,,,
01.08.2020 14:00,28.9,748.0,759.8,-1.2,23,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,5.7,,,,,,
01.08.2020 13:00,28.8,748.2,760.0,-1.0,21,Wind blowing from the west-northwest,3,,7,, ,,,,,,,,,,,4.3,No precipitation,6,,,,
01.08.2020 12:00,28.3,748.6,760.6,-0.9,31,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.6,,,,,,
01.08.2020 11:00,26.7,749.2,761.2,-0.3,35,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,10.0,,,,,,
01.08.2020 10:00,25.9,749.2,761.2,-0.3,36,Wind blowing from the south,1,,,, ,,,,,,,,,,,9.7,,,,,,
01.08.2020 09:00,24.6,749.5,761.5,0.0,39,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,9.7,,,,,,
01.08.2020 08:00,23.2,749.5,761.7,0.0,45,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,10.6,,,,,,
01.08.2020 07:00,22.6,749.5,761.7,0.2,47,Wind blowing from the north-northeast,1,,,, ,,,16.6,,,,,,,,10.7,0.1,12,,,,
01.08.2020 06:00,20.0,749.5,761.8,0.3,62,Calm no wind,0,,,, ,,,,,,,,,,,12.5,,,,,,
01.08.2020 05:00,16.6,749.5,761.8,0.3,72,Calm no wind,0,,,, ,,,,,,,,,,,11.5,,,,,,
01.08.2020 04:00,16.9,749.3,761.7,0.1,71,Wind blowing from the north-east,0,,,, ,,,,,,,,,,,11.6,,,,,,
01.08.2020 03:00,19.1,749.2,761.5,0.2,64,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,12.1,,,,,,
01.08.2020 02:00,20.3,749.2,761.4,0.4,62,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,12.8,,,,,,
01.08.2020 01:00,21.0,749.2,761.4,0.5,59,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.7,No precipitation,6,,,,
01.08.2020 00:00,24.0,749.0,761.1,0.5,48,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.3,,,,,,
31.07.2020 23:00,22.8,748.8,760.9,0.5,52,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,12.4,,,,,,
31.07.2020 22:00,24.8,748.7,760.8,0.7,45,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.1,,,,,,
31.07.2020 21:00,26.4,748.5,760.5,0.7,39,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.3,,,,,,
31.07.2020 20:00,28.1,748.3,760.3,0.5,36,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,11.6,,,,,,
31.07.2020 19:00,29.2,748.0,759.8,0.2,33,Wind blowing from the north-northwest,4,,10,, ,,,,32.7,,,,,,,11.3,No precipitation,12,,,,
31.07.2020 18:00,31.0,747.8,759.6,-0.3,32,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,12.4,,,,,,
31.07.2020 17:00,31.8,747.8,759.6,-0.6,28,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,11.1,,,,,,
31.07.2020 16:00,32.2,747.8,759.6,-0.8,31,Wind blowing from the north-northwest,4,,9,, ,,,,,,,,,,,12.9,,,,,,
31.07.2020 15:00,32.0,748.1,759.9,-1.1,35,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,14.6,,,,,,
31.07.2020 14:00,31.9,748.4,760.2,-1.2,36,Wind blowing from the west,4,,,, ,,,,,,,,,,,15.0,,,,,,
31.07.2020 13:00,32.1,748.6,760.4,-1.2,36,Wind blowing from the west-northwest,3,,8,, ,,,,,,,,,,,15.2,No precipitation,6,,,,
31.07.2020 12:00,31.1,749.2,761.0,-0.9,34,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,13.4,,,,,,
31.07.2020 11:00,29.8,749.6,761.5,-0.6,37,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,13.6,,,,,,
31.07.2020 10:00,28.9,749.8,761.7,-0.6,38,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.2,,,,,,
31.07.2020 09:00,26.8,750.1,762.1,-0.1,46,Wind blowing from the south,1,,,, ,,,,,,,,,,,14.2,,,,,,
31.07.2020 08:00,25.3,750.2,762.3,0.1,47,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,13.2,,,,,,
31.07.2020 07:00,24.3,750.4,762.4,0.3,54,Wind blowing from the north-west,0,,,, ,,,18.1,,,,,,,,14.4,0.1,12,,,,
31.07.2020 06:00,19.5,750.2,762.5,-0.1,73,Calm no wind,0,,,, ,,,,,,,,,,,14.5,,,,,,
31.07.2020 05:00,18.6,750.1,762.4,-0.2,72,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,13.5,,,,,,
31.07.2020 04:00,19.0,750.1,762.4,-0.3,69,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,13.2,,,,,,
31.07.2020 03:00,19.4,750.3,762.6,-0.4,66,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.9,,,,,,
31.07.2020 02:00,20.6,750.3,762.5,-0.7,57,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,11.8,,,,,,
31.07.2020 01:00,21.4,750.4,762.7,-0.5,54,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,11.7,No precipitation,6,,,,
31.07.2020 00:00,21.7,750.7,763.0,,56,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.5,,,,,,
30.07.2020 23:00,24.7,751.0,763.0,0.3,42,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.9,,,,,,
30.07.2020 22:00,23.3,750.9,763.0,0.4,50,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.3,,,,,,
30.07.2020 20:00,28.1,750.7,762.6,0.3,31,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,9.4,,,,,,
30.07.2020 19:00,29.5,750.5,762.4,-0.2,30,Wind blowing from the north-west,2,,,, ,,,,32.6,,,,,,,10.1,No precipitation,12,,,,
30.07.2020 18:00,31.3,750.4,762.3,-0.3,34,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,13.6,,,,,,
30.07.2020 17:00,31.8,750.4,762.2,-0.6,40,Wind blowing from the west,4,,,, ,,,,,,,,,,,16.5,,,,,,
30.07.2020 16:00,31.8,750.7,762.4,-0.6,41,Wind blowing from the west,4,,7,, ,,,,,,,,,,,16.9,,,,,,
30.07.2020 15:00,31.6,750.7,762.6,-0.9,43,Wind blowing from the west,3,,,, ,,,,,,,,,,,17.5,,,,,,
30.07.2020 14:00,32.2,751.0,762.8,-0.9,44,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.4,,,,,,
30.07.2020 13:00,30.7,751.3,763.1,-0.6,45,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,17.4,No precipitation,6,,,,
30.07.2020 12:00,31.1,751.6,763.5,-0.3,46,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.1,,,,,,
30.07.2020 11:00,30.1,751.9,763.8,0.0,48,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,17.9,,,,,,
30.07.2020 10:00,29.8,751.9,763.9,0.1,49,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.9,,,,,,
30.07.2020 09:00,27.9,751.9,763.9,0.4,55,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,18.0,,,,,,
30.07.2020 08:00,26.7,751.9,763.9,0.7,59,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,18.0,,,,,,
30.07.2020 07:00,25.4,751.8,763.9,0.8,64,Wind blowing from the north-northwest,1,,,, ,,,21.7,,,,,,,,18.1,0.1,12,,,,
30.07.2020 06:00,23.1,751.5,763.6,0.5,71,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.6,,,,,,
30.07.2020 05:00,21.9,751.2,763.4,0.2,75,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,17.3,,,,,,
30.07.2020 04:00,22.0,751.0,763.3,-0.2,73,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.9,,,,,,
30.07.2020 03:00,21.8,751.0,763.3,-0.2,75,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.2,,,,,,
30.07.2020 02:00,22.4,751.0,763.3,0.0,72,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.1,,,,,,
30.07.2020 01:00,22.2,751.2,763.4,0.3,75,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.6,,,,,,
30.07.2020 00:00,23.2,751.2,763.3,0.1,69,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.2,,,,,,
29.07.2020 23:00,24.3,751.0,763.2,0.1,63,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.8,,,,,,
29.07.2020 22:00,25.0,750.9,763.0,0.2,59,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.4,,,,,,
29.07.2020 21:00,25.7,751.1,763.2,0.7,57,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.5,,,,,,
29.07.2020 20:00,27.2,750.9,762.9,0.6,50,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.9,,,,,,
29.07.2020 19:00,28.3,750.7,762.6,0.4,48,Wind blowing from the north-northeast,1,,,, ,,,,31.5,,,,,,,16.2,No precipitation,12,,,,
29.07.2020 18:00,29.6,750.4,762.4,-0.1,44,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,16.1,,,,,,
29.07.2020 17:00,31.0,750.3,762.1,-0.3,40,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,15.8,,,,,,
29.07.2020 16:00,30.9,750.3,762.1,-0.3,40,Wind blowing from the north,2,,7,, ,,,,,,,,,,,15.7,,,,,,
29.07.2020 15:00,30.6,750.5,762.4,-0.1,41,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.9,,,,,,
29.07.2020 14:00,31.1,750.6,762.4,0.0,46,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,18.1,,,,,,
29.07.2020 13:00,30.3,750.6,762.4,0.1,49,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,18.4,No precipitation,6,,,,
29.07.2020 12:00,30.2,750.6,762.4,0.2,48,Wind blowing from the south,1,,,, ,,,,,,,,,,,18.0,,,,,,
29.07.2020 11:00,29.4,750.6,762.5,0.4,51,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.2,,,,,,
29.07.2020 10:00,28.8,750.5,762.4,0.5,52,Wind blowing from the north,1,,,, ,,,,,,,,,,,18.0,,,,,,
29.07.2020 09:00,26.9,750.4,762.4,1.2,58,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,17.9,,,,,,
29.07.2020 08:00,26.0,750.2,762.2,1.4,60,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.6,,,,,,
29.07.2020 07:00,25.4,750.0,762.1,1.2,63,Wind blowing from the north,2,,,, ,,,20.5,,,,,,,,17.8,0.1,12,,,,
29.07.2020 06:00,22.2,749.2,761.4,0.4,76,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.8,,,,,,
29.07.2020 05:00,21.4,748.8,761.0,0.2,81,Wind blowing from the north,1,,,, ,,,,,,,,,,,18.0,,,,,,
29.07.2020 04:00,21.6,748.8,761.0,-0.6,79,Wind blowing from the north,0,,,, ,,,,,,,,,,,17.8,,,,,,
29.07.2020 03:00,21.6,748.8,761.0,-0.4,76,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.2,,,,,,
29.07.2020 02:00,21.7,748.6,760.7,-0.2,78,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,17.7,,,,,,
29.07.2020 01:00,22.4,749.4,761.5,0.8,74,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,17.5,No precipitation,6,,,,
29.07.2020 00:00,21.7,749.2,761.5,1.5,78,Wind blowing from the east,1,,,, ,,,,,,,,,,,17.7,,,,,,
28.07.2020 23:00,23.1,748.8,760.9,0.7,70,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,17.3,,,,,,
28.07.2020 22:00,23.9,748.6,760.7,0.6,67,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.4,,,,,,
28.07.2020 21:00,25.5,747.7,759.7,-0.3,62,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,17.7,,,,,,
28.07.2020 20:00,26.7,748.1,760.1,-0.2,59,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,18.0,,,,,,
28.07.2020 19:00,28.2,748.0,760.0,-0.5,54,Wind blowing from the south-southeast,2,,,, ,,,,31.6,,,,,,,18.0,No precipitation,12,,,,
28.07.2020 18:00,30.8,748.0,759.8,-0.8,43,Wind blowing from the south,2,,,, ,,,,,,,,,,,16.8,,,,,,
28.07.2020 17:00,31.3,748.3,760.0,-0.6,41,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,16.5,,,,,,
28.07.2020 16:00,31.4,748.5,760.3,-0.6,43,Wind blowing from the south,3,,7,, ,,,,,,,,,,,17.3,,,,,,
28.07.2020 15:00,31.3,748.8,760.6,-0.8,42,Wind blowing from the south,3,,,, ,,,,,,,,,,,16.9,,,,,,
28.07.2020 14:00,30.8,748.9,760.8,-1.0,42,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,16.4,,,,,,
28.07.2020 13:00,30.2,749.1,760.9,-0.9,41,Wind blowing from the south,3,,7,, ,,,,,,,,,,,15.5,No precipitation,6,,,,
28.07.2020 12:00,29.5,749.6,761.5,-0.5,43,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,15.6,,,,,,
28.07.2020 11:00,28.6,749.9,761.8,-0.2,47,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,16.2,,,,,,
28.07.2020 10:00,27.7,750.0,761.9,0.0,51,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,16.7,,,,,,
28.07.2020 09:00,26.1,750.1,762.1,0.1,55,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.4,,,,,,
28.07.2020 08:00,23.7,750.1,762.2,0.3,63,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,16.2,,,,,,
28.07.2020 07:00,22.2,750.0,762.1,0.3,67,Wind blowing from the south-southeast,0,,,, ,,,16.0,,,,,,,,15.8,0.1,12,,,,
28.07.2020 06:00,20.8,750.0,762.2,0.3,76,Calm no wind,0,,,, ,,,,,,,,,,,16.4,,,,,,
28.07.2020 05:00,16.2,749.8,762.2,0.1,91,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.7,,,,,,
28.07.2020 04:00,16.0,749.7,762.1,-0.3,93,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.9,,,,,,
28.07.2020 03:00,16.6,749.7,762.1,-0.4,91,Wind blowing from the east,1,,,, ,,,,,,,,,,,15.1,,,,,,
28.07.2020 02:00,16.9,749.7,762.1,-0.6,89,Wind blowing from the east,1,,,, ,,,,,,,,,,,15.1,,,,,,
28.07.2020 01:00,17.2,750.0,762.4,-0.3,88,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,,15.2,No precipitation,6,,,,
28.07.2020 00:00,17.9,750.1,762.5,-0.2,79,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,14.2,,,,,,
27.07.2020 23:00,19.1,750.3,762.6,0.2,73,Calm no wind,0,,,, ,,,,,,,,,,,14.2,,,,,,
27.07.2020 22:00,20.9,750.3,762.5,0.4,69,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,15.0,,,,,,
27.07.2020 21:00,21.5,750.3,762.5,0.8,60,Wind blowing from the west,1,,,, ,,,,,,,,,,,13.4,,,,,,
27.07.2020 20:00,23.3,750.1,762.3,0.3,55,Wind blowing from the west,1,,,, ,,,,,,,,,,,13.8,,,,,,
27.07.2020 19:00,27.0,749.9,761.9,0.1,41,Wind blowing from the west,1,,,, ,,,,29.9,,,,,,,12.6,No precipitation,12,,,,
27.07.2020 18:00,28.8,749.5,761.5,-0.6,34,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,11.4,,,,,,
27.07.2020 17:00,29.3,749.8,761.7,-0.6,37,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,13.1,,,,,,
27.07.2020 16:00,29.6,749.8,761.6,-0.7,38,Wind blowing from the west,3,,7,, ,,,,,,,,,,,13.8,,,,,,
27.07.2020 15:00,28.3,750.1,762.0,-0.7,44,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,14.9,,,,,,
27.07.2020 14:00,28.1,750.4,762.4,-0.5,47,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.7,,,,,,
27.07.2020 13:00,27.7,750.5,762.5,-0.4,49,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,16.0,No precipitation,6,,,,
27.07.2020 12:00,26.3,750.8,762.8,0.0,53,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,16.0,,,,,,
27.07.2020 11:00,26.2,750.9,762.9,0.2,54,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.2,,,,,,
27.07.2020 10:00,25.7,750.9,763.0,0.2,55,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.0,,,,,,
27.07.2020 09:00,24.5,750.8,762.9,0.4,60,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,16.2,,,,,,
27.07.2020 08:00,23.0,750.7,762.8,0.7,64,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.8,,,,,,
27.07.2020 07:00,21.9,750.7,762.9,0.8,73,Wind blowing from the north-northwest,1,,,, ,,,17.5,,,,,,,,16.8,2.0,12,,,,
27.07.2020 06:00,19.0,750.4,762.7,0.6,91,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.5,,,,,,
27.07.2020 05:00,18.2,750.0,762.4,0.4,91,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,16.7,,,,,,
27.07.2020 04:00,18.4,749.9,762.3,0.2,89,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,16.6,,,,,,
27.07.2020 03:00,18.5,749.8,762.1,0.3,90,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,16.8,,,,,,
27.07.2020 02:00,18.0,749.6,762.0,0.2,97,Calm no wind,0,,,, ,,,,,,,,,,,17.5,,,,,,
27.07.2020 01:00,18.1,749.7,762.1,0.2,98,Wind blowing from the west,1,,,, ,,,,,,,,,,,17.8,1.0,6,,,,
27.07.2020 00:00,18.9,749.5,761.8,0.4,96,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,18.2,,,,,,
26.07.2020 23:00,19.5,749.4,761.7,0.8,94,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,18.5,,,,,,
26.07.2020 22:00,19.8,749.5,761.8,1.4,92,Wind blowing from the north,1,,,, ,,,,,,,,,,,18.5,,,,,,
26.07.2020 21:00,19.8,749.1,761.4,1.4,92,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,18.5,,,,,,
26.07.2020 20:00,20.1,748.6,760.8,1.0,85,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.5,,,,,,
26.07.2020 19:00,23.2,748.1,760.2,0.5,66,Wind blowing from the north-northeast,3,,9,, ,,,,27.3,,,,,,,16.5,No precipitation,12,,,,
26.07.2020 18:00,26.0,747.7,759.7,0.1,54,Wind blowing from the west,2,,,, ,,,,,,,,,,,16.0,,,,,,
26.07.2020 17:00,26.0,747.6,759.6,-0.1,58,Wind blowing from the west,2,,,, ,,,,,,,,,,,17.1,,,,,,
26.07.2020 16:00,26.6,747.6,759.6,-0.3,55,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,16.8,,,,,,
26.07.2020 15:00,26.9,747.6,759.5,-0.5,57,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,17.7,,,,,,
26.07.2020 14:00,26.9,747.7,759.6,-0.6,54,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,16.8,,,,,,
26.07.2020 13:00,26.4,747.9,759.9,-0.4,56,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,16.9,No precipitation,6,,,,
26.07.2020 12:00,25.2,748.1,760.1,-0.1,60,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,16.9,,,,,,
26.07.2020 11:00,25.3,748.3,760.3,0.3,57,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,16.2,,,,,,
26.07.2020 10:00,25.0,748.3,760.3,0.3,57,Wind blowing from the west-southwest,0,,,, ,,,,,,,,,,,15.9,,,,,,
26.07.2020 09:00,22.9,748.2,760.3,0.4,65,Wind blowing from the west,1,,,, ,,,,,,,,,,,16.0,,,,,,
26.07.2020 08:00,21.5,748.0,760.2,0.4,73,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,16.5,,,,,,
26.07.2020 07:00,21.8,748.0,760.2,0.5,71,Wind blowing from the south-southwest,0,,,, ,,,16.4,,,,,,,,16.3,0.2,12,,,,
26.07.2020 06:00,18.8,747.8,760.1,0.0,85,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,16.2,,,,,,
26.07.2020 05:00,16.6,747.6,760.0,-0.2,95,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.8,,,,,,
26.07.2020 04:00,16.9,747.5,759.9,-0.2,94,Wind blowing from the east,2,,,, ,,,,,,,,,,,15.9,,,,,,
26.07.2020 03:00,18.1,747.8,760.1,0.0,91,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.6,,,,,,
26.07.2020 02:00,17.7,747.8,760.1,-0.1,90,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.0,,,,,,
26.07.2020 01:00,16.8,747.7,760.1,0.1,93,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,15.7,No precipitation,6,,,,
26.07.2020 00:00,18.6,747.8,760.1,0.4,81,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.3,,,,,,
25.07.2020 23:00,18.5,747.9,760.2,0.6,85,Calm no wind,0,,,, ,,,,,,,,,,,15.9,,,,,,
25.07.2020 22:00,19.7,747.6,759.8,0.6,77,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,15.6,,,,,,
25.07.2020 21:00,20.6,747.4,759.6,0.3,80,Wind blowing from the north,2,,,, ,,,,,,,,,,,17.0,,,,,,
25.07.2020 20:00,20.9,747.3,759.5,0.5,78,Wind blowing from the north,1,,,, ,,,,,,,,,,,16.9,,,,,,
25.07.2020 19:00,21.4,747.0,759.1,0.2,76,Wind blowing from the north,2,,,, ,,,,24.1,,,,,,,17.0,No precipitation,12,,,,
25.07.2020 18:00,22.1,747.1,759.3,0.1,71,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.6,,,,,,
