Local time in Budapest / Lorinc (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.04.2020 17:00,17.1,752.3,764.8,-0.2,26,Wind blowing from the east,4,,,, ,,,,,,,,,,,-2.5,,,,,,
21.04.2020 16:00,17.7,752.1,764.5,-0.4,26,Wind blowing from the east,4,,,, ,,,,,,,,,,,-2.0,,,,,,
21.04.2020 15:00,17.5,752.2,764.7,-0.3,28,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-1.2,,,,,,
21.04.2020 14:00,17.2,752.5,764.9,-0.3,27,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-1.9,,,,,,
21.04.2020 13:00,17.0,752.5,765.0,-0.6,25,Wind blowing from the east-northeast,6,,11,, ,,,,,,,,,,,-3.2,No precipitation,6,,,,
21.04.2020 12:00,16.4,752.5,765.0,-0.6,26,Wind blowing from the east,5,,,, ,,,,,,,,,,,-3.1,,,,,,
21.04.2020 11:00,15.2,752.8,765.3,-0.3,27,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-3.7,,,,,,
21.04.2020 10:00,13.5,753.1,765.7,0.0,30,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-3.7,,,,,,
21.04.2020 09:00,12.5,753.1,765.8,0.1,31,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,-4.2,,,,,,
21.04.2020 08:00,10.9,753.1,765.9,0.2,33,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-4.7,,,,,,
21.04.2020 07:00,9.9,753.1,765.8,0.1,37,Wind blowing from the north-east,4,,7,, ,,,4.8,,,,,,,,-4.1,No precipitation,12,,,,
21.04.2020 06:00,6.4,753.0,765.9,-0.1,48,Wind blowing from the north,3,,,, ,,,,,,,,,,,-3.8,,,,,,
21.04.2020 05:00,5.0,752.9,765.9,-0.5,53,Wind blowing from the north,2,,,, ,,,,,,,,,,,-4.0,,,,,,
21.04.2020 04:00,5.5,753.0,766.0,-0.5,50,Wind blowing from the north,2,,,, ,,,,,,,,,,,-4.1,,,,,,
21.04.2020 03:00,5.8,753.1,766.1,-0.7,49,Wind blowing from the north,2,,,, ,,,,,,,,,,,-4.1,,,,,,
21.04.2020 02:00,6.6,753.4,766.3,0.0,46,Wind blowing from the north,2,,,, ,,,,,,,,,,,-4.2,,,,,,
21.04.2020 01:00,7.7,753.5,766.4,0.2,41,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,-4.7,,,,,,
21.04.2020 00:00,8.5,753.8,766.6,0.5,38,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,-5.0,,,,,,
20.04.2020 23:00,10.3,753.4,766.2,0.4,33,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,-5.3,,,,,,
20.04.2020 22:00,10.6,753.3,766.0,0.6,33,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,-5.0,,,,,,
20.04.2020 21:00,10.6,753.3,766.0,1.2,33,Wind blowing from the east,3,,,, ,,,,,,,,,,,-5.0,,,,,,
20.04.2020 20:00,11.3,753.0,765.7,0.9,32,Wind blowing from the east,2,,,, ,,,,,,,,,,,-4.8,,,,,,
20.04.2020 19:00,12.9,752.7,765.3,0.7,29,Wind blowing from the east,2,,,, ,,,,17.2,,,,,,,-4.7,No precipitation,12,,,,
20.04.2020 18:00,15.7,752.1,764.6,-0.2,24,Wind blowing from the east,3,,,, ,,,,,,,,,,,-4.8,,,,,,
20.04.2020 17:00,16.5,752.1,764.5,-0.7,23,Wind blowing from the east,3,,,, ,,,,,,,,,,,-4.7,,,,,,
20.04.2020 16:00,16.7,752.0,764.5,-1.3,22,Wind blowing from the east,3,,,, ,,,,,,,,,,,-5.1,,,,,,
20.04.2020 15:00,16.6,752.3,764.8,-1.2,23,Wind blowing from the east,2,,,, ,,,,,,,,,,,-4.6,,,,,,
20.04.2020 14:00,16.2,752.8,765.3,-0.8,24,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-4.4,,,,,,
20.04.2020 13:00,15.6,753.3,765.8,-0.5,25,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,-4.3,,,,,,
20.04.2020 12:00,14.7,753.5,766.0,-0.6,27,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,-4.1,,,,,,
20.04.2020 11:00,13.4,753.6,766.2,-0.5,29,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,-4.3,,,,,,
20.04.2020 10:00,12.5,753.8,766.5,-0.2,30,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-4.6,,,,,,
20.04.2020 09:00,11.7,754.1,766.8,0.7,32,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-4.4,,,,,,
20.04.2020 08:00,10.3,754.1,766.9,1.1,33,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,-5.3,,,,,,
20.04.2020 07:00,9.7,754.0,766.8,1.5,33,Wind blowing from the north-east,5,,10,, ,,,6.2,,,,,,,,-5.8,No precipitation,12,,,,
20.04.2020 06:00,6.8,753.4,766.3,1.2,45,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,-4.3,,,,,,
20.04.2020 05:00,6.3,753.0,765.9,1.1,45,Wind blowing from the north,2,,,, ,,,,,,,,,,,-4.8,,,,,,
20.04.2020 04:00,7.2,752.5,765.4,0.7,44,Wind blowing from the north,2,,,, ,,,,,,,,,,,-4.5,,,,,,
20.04.2020 03:00,7.3,752.2,765.1,0.6,52,Wind blowing from the north,1,,,, ,,,,,,,,,,,-1.9,,,,,,
20.04.2020 02:00,8.7,751.9,764.7,0.6,51,Wind blowing from the north,2,,,, ,,,,,,,,,,,-0.9,,,,,,
20.04.2020 01:00,8.8,751.8,764.6,1.0,64,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,2.4,,,,,,
20.04.2020 00:00,9.3,751.6,764.3,1.1,68,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,3.7,,,,,,
19.04.2020 23:00,10.0,751.3,764.0,1.4,63,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,3.3,,,,,,
19.04.2020 22:00,11.3,750.8,763.5,1.3,58,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,3.3,,,,,,
19.04.2020 21:00,13.2,750.5,763.1,1.5,50,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,3.0,,,,,,
19.04.2020 20:00,13.8,749.9,762.4,1.0,51,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,3.8,,,,,,
19.04.2020 19:00,14.2,749.5,762.0,0.8,52,Wind blowing from the north-northeast,2,,,, ,,,,16.9,,,,,,,4.5,0.1,12,,,,
19.04.2020 18:00,15.3,749.0,761.5,0.2,45,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,3.4,,,,,,
19.04.2020 17:00,16.4,748.9,761.2,0.0,42,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,3.5,,,,,,
19.04.2020 16:00,16.9,748.7,761.1,-0.4,40,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,3.2,,,,,,
19.04.2020 15:00,16.3,748.8,761.2,-0.1,40,Wind blowing from the east,2,,,, ,,,,,,,,,,,2.7,,,,,,
19.04.2020 14:00,14.7,748.9,761.4,0.2,47,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,3.5,,,,,,
19.04.2020 13:00,13.9,749.1,761.6,0.8,51,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,3.9,,,,,,
19.04.2020 12:00,14.7,748.9,761.4,0.8,49,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,4.1,,,,,,
19.04.2020 11:00,16.2,748.7,761.2,0.7,32,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,-0.5,,,,,,
19.04.2020 10:00,15.9,748.3,760.8,0.3,33,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,-0.3,,,,,,
19.04.2020 09:00,14.4,748.1,760.6,0.4,35,Wind blowing from the east,3,,,, ,,,,,,,,,,,-0.9,,,,,,
19.04.2020 08:00,13.5,748.0,760.6,0.6,37,Wind blowing from the east,3,,,, ,,,,,,,,,,,-0.9,,,,,,
19.04.2020 07:00,13.1,748.0,760.5,0.5,44,Wind blowing from the east,1,,,, ,,,11.2,,,,,,,,1.1,No precipitation,12,,,,
19.04.2020 06:00,12.9,747.7,760.3,0.1,42,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,0.3,,,,,,
19.04.2020 05:00,13.3,747.4,759.9,-0.4,51,Wind blowing from the east,3,,,, ,,,,,,,,,,,3.4,,,,,,
19.04.2020 04:00,14.9,747.5,760.0,-0.5,59,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,7.0,,,,,,
19.04.2020 03:00,16.1,747.6,760.0,-0.4,55,Wind blowing from the north,2,,,, ,,,,,,,,,,,7.1,,,,,,
19.04.2020 02:00,15.3,747.8,760.3,0.0,57,Wind blowing from the north,2,,,, ,,,,,,,,,,,6.8,,,,,,
19.04.2020 01:00,15.2,748.0,760.4,0.1,56,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,6.5,,,,,,
19.04.2020 00:00,15.4,748.0,760.4,0.0,55,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,6.4,,,,,,
18.04.2020 23:00,15.3,747.8,760.3,0.1,54,Calm no wind,0,,,, ,,,,,,,,,,,6.1,,,,,,
18.04.2020 22:00,16.2,747.9,760.3,0.4,50,Calm no wind,0,,,, ,,,,,,,,,,,5.8,,,,,,
18.04.2020 21:00,16.7,748.0,760.3,0.4,50,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,6.2,,,,,,
18.04.2020 20:00,18.3,747.7,760.0,-0.1,43,Wind blowing from the west,1,,,, ,,,,,,,,,,,5.5,,,,,,
18.04.2020 19:00,18.4,747.5,759.8,-0.6,42,Wind blowing from the south-southwest,1,,,, ,,,,23.6,,,,,,,5.3,No precipitation,12,,,,
18.04.2020 18:00,22.2,747.6,759.7,-0.8,31,Wind blowing from the south,2,,,, ,,,,,,,,,,,4.3,,,,,,
18.04.2020 17:00,22.7,747.8,760.0,-1.3,31,Wind blowing from the south,1,,,, ,,,,,,,,,,,4.7,,,,,,
18.04.2020 16:00,23.0,748.1,760.3,-1.2,28,Wind blowing from the south,2,,,, ,,,,,,,,,,,3.5,,,,,,
18.04.2020 15:00,22.7,748.4,760.6,-1.5,29,Wind blowing from the north,1,,,, ,,,,,,,,,,,3.8,,,,,,
18.04.2020 14:00,21.8,749.1,761.2,-1.2,30,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,3.5,,,,,,
18.04.2020 13:00,20.7,749.3,761.5,-1.1,31,Wind blowing from the east,3,,7,, ,,,,,,,,,,,3.0,No precipitation,6,,,,
18.04.2020 12:00,19.3,749.9,762.2,-0.5,33,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,2.6,,,,,,
18.04.2020 11:00,17.3,750.3,762.7,-0.1,34,Wind blowing from the east,3,,,, ,,,,,,,,,,,1.3,,,,,,
18.04.2020 10:00,15.4,750.4,762.8,0.5,37,Wind blowing from the east,3,,,, ,,,,,,,,,,,0.8,,,,,,
18.04.2020 09:00,14.5,750.4,762.9,0.6,37,Wind blowing from the east,4,,,, ,,,,,,,,,,,0.0,,,,,,
18.04.2020 08:00,13.9,750.4,763.0,1.2,46,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,2.5,,,,,,
18.04.2020 07:00,12.8,749.9,762.5,1.0,52,Wind blowing from the south-east,1,,,, ,,,11.1,,,,,,,,3.2,No precipitation,12,,,,
18.04.2020 06:00,11.4,749.8,762.5,0.9,63,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,4.6,,,,,,
18.04.2020 05:00,11.5,749.2,761.8,0.5,68,Calm no wind,0,,,, ,,,,,,,,,,,5.8,,,,,,
18.04.2020 04:00,12.2,748.9,761.5,0.3,59,Wind blowing from the east,2,,,, ,,,,,,,,,,,4.4,,,,,,
18.04.2020 03:00,12.2,748.9,761.5,0.5,58,Wind blowing from the east,1,,,, ,,,,,,,,,,,4.2,,,,,,
18.04.2020 02:00,13.4,748.7,761.2,0.4,49,Wind blowing from the east,1,,,, ,,,,,,,,,,,2.9,,,,,,
18.04.2020 01:00,13.2,748.6,761.1,0.5,52,Wind blowing from the east,2,,,, ,,,,,,,,,,,3.6,,,,,,
18.04.2020 00:00,13.0,748.4,760.9,0.5,54,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,3.7,,,,,,
17.04.2020 23:00,14.1,748.3,760.8,0.6,47,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,3.0,,,,,,
17.04.2020 22:00,17.9,748.1,760.4,0.6,36,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,2.6,,,,,,
17.04.2020 21:00,19.1,747.9,760.2,0.8,32,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,2.0,,,,,,
17.04.2020 20:00,20.0,747.7,760.0,0.6,29,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,1.4,,,,,,
17.04.2020 19:00,21.3,747.5,759.7,0.5,25,Wind blowing from the north-west,3,,7,, ,,,,25.3,,,,,,,0.5,No precipitation,12,,,,
17.04.2020 18:00,23.3,747.1,759.1,-0.2,24,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,1.6,,,,,,
17.04.2020 17:00,24.1,747.1,759.1,-0.5,23,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,1.7,,,,,,
17.04.2020 16:00,24.2,747.0,759.1,-0.6,22,Wind blowing from the west,4,,,, ,,,,,,,,,,,1.2,,,,,,
17.04.2020 15:00,24.4,747.3,759.4,-0.6,21,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,0.7,,,,,,
17.04.2020 14:00,24.8,747.6,759.6,-0.7,23,Wind blowing from the west,5,,,, ,,,,,,,,,,,2.3,,,,,,
17.04.2020 13:00,24.2,747.6,759.7,-1.0,23,Wind blowing from the north-northwest,4,,9,, ,,,,,,,,,,,1.8,No precipitation,6,,,,
17.04.2020 12:00,24.2,747.9,760.0,-0.7,27,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,4.0,,,,,,
17.04.2020 11:00,22.0,748.3,760.5,-0.6,33,Wind blowing from the west,3,,,, ,,,,,,,,,,,5.0,,,,,,
17.04.2020 10:00,19.9,748.6,760.8,-0.3,37,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,4.8,,,,,,
17.04.2020 09:00,17.1,748.6,761.0,,43,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,4.4,,,,,,
17.04.2020 08:00,13.2,748.9,761.5,0.6,51,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,3.3,,,,,,
17.04.2020 07:00,10.5,748.9,761.5,0.3,62,Wind blowing from the south,0,,,, ,,,7.1,,,,,,,,3.5,No precipitation,12,,,,
17.04.2020 05:00,7.2,748.3,761.2,-0.6,71,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,2.3,,,,,,
17.04.2020 04:00,7.4,748.6,761.4,-0.6,70,Wind blowing from the east,1,,,, ,,,,,,,,,,,2.3,,,,,,
17.04.2020 03:00,7.9,748.9,761.6,-0.4,66,Wind blowing from the east,1,,,, ,,,,,,,,,,,1.9,,,,,,
17.04.2020 02:00,9.8,748.9,761.5,-0.5,57,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,1.7,,,,,,
17.04.2020 01:00,10.2,749.2,761.8,-0.3,55,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,1.6,,,,,,
17.04.2020 00:00,10.5,749.3,762.0,-0.3,56,Wind blowing from the east,1,,,, ,,,,,,,,,,,1.9,,,,,,
16.04.2020 23:00,10.8,749.4,762.1,-0.3,56,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,2.4,,,,,,
16.04.2020 22:00,13.2,749.5,762.0,0.0,46,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,1.8,,,,,,
16.04.2020 21:00,13.6,749.6,762.1,0.1,45,Wind blowing from the south,1,,,, ,,,,,,,,,,,1.9,,,,,,
16.04.2020 20:00,15.0,749.7,762.1,-0.1,42,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,2.2,,,,,,
16.04.2020 19:00,17.3,749.5,761.9,-0.9,36,Wind blowing from the south,2,,,, ,,,,21.3,,,,,,,2.1,,,,,,
16.04.2020 18:00,19.7,749.5,761.8,-1.5,31,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,2.1,,,,,,
16.04.2020 17:00,20.7,749.8,762.1,-2.0,29,Wind blowing from the south,3,,,, ,,,,,,,,,,,2.0,,,,,,
16.04.2020 16:00,20.8,750.4,762.7,-1.8,28,Wind blowing from the south,3,,,, ,,,,,,,,,,,1.6,,,,,,
16.04.2020 15:00,20.6,751.0,763.3,-2.0,28,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,1.5,,,,,,
16.04.2020 14:00,20.0,751.8,764.1,-1.8,28,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,1.0,,,,,,
16.04.2020 13:00,20.0,752.2,764.5,-2.1,28,Wind blowing from the south,3,,8,, ,,,,,,,,,,,1.0,No precipitation,6,,,,
16.04.2020 12:00,18.4,753.0,765.4,-1.6,28,Wind blowing from the south,4,,,, ,,,,,,,,,,,-0.4,,,,,,
16.04.2020 11:00,17.5,753.6,766.0,-1.2,28,Wind blowing from the south,4,,,, ,,,,,,,,,,,-1.2,,,,,,
16.04.2020 10:00,15.1,754.3,766.8,-0.6,34,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,-0.6,,,,,,
16.04.2020 09:00,12.1,754.6,767.3,-0.3,41,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,-0.7,,,,,,
16.04.2020 08:00,9.2,754.8,767.6,-0.1,55,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,0.6,,,,,,
16.04.2020 07:00,7.3,754.9,767.8,0.1,61,Wind blowing from the south,2,,,, ,,,1.2,,,,,,,,0.1,No precipitation,12,,,,
16.04.2020 06:00,3.0,754.9,768.0,0.1,76,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,-0.8,,,,,,
16.04.2020 05:00,2.4,754.9,768.0,0.1,79,Wind blowing from the south,2,,,, ,,,,,,,,,,,-1.0,,,,,,
16.04.2020 04:00,2.8,754.8,767.9,-0.2,77,Wind blowing from the south,2,,,, ,,,,,,,,,,,-0.8,,,,,,
16.04.2020 03:00,3.7,754.8,767.8,-0.4,70,Wind blowing from the south,2,,,, ,,,,,,,,,,,-1.3,,,,,,
16.04.2020 02:00,5.3,754.8,767.8,-0.3,61,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-1.8,,,,,,
16.04.2020 01:00,6.0,755.0,768.0,0.0,56,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-2.3,,,,,,
16.04.2020 00:00,5.9,755.2,768.1,0.2,54,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,-2.7,,,,,,
15.04.2020 23:00,7.4,755.1,768.0,0.2,49,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,-2.6,,,,,,
15.04.2020 22:00,8.4,755.0,767.9,0.1,46,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,-2.8,,,,,,
15.04.2020 21:00,9.8,755.0,767.8,0.5,41,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,-3.1,,,,,,
15.04.2020 20:00,10.2,754.9,767.7,0.4,38,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,-3.5,,,,,,
15.04.2020 19:00,11.8,754.9,767.5,0.0,34,Wind blowing from the west,3,,,, ,,,,14.1,,,,,,,-3.5,No precipitation,12,,,,
15.04.2020 18:00,13.2,754.5,767.2,-0.4,30,Wind blowing from the west,4,,,, ,,,,,,,,,,,-4.0,,,,,,
15.04.2020 17:00,13.8,754.5,767.1,-1.0,28,Wind blowing from the west,4,,,, ,,,,,,,,,,,-4.4,,,,,,
15.04.2020 16:00,13.5,754.9,767.6,-0.9,26,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,-5.6,,,,,,
15.04.2020 15:00,13.6,754.9,767.5,-1.2,25,Wind blowing from the west,5,,,, ,,,,,,,,,,,-6.0,,,,,,
15.04.2020 14:00,13.4,755.5,768.1,-1.0,25,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,-6.2,,,,,,
15.04.2020 13:00,12.9,755.8,768.5,-1.1,24,Wind blowing from the west,5,,8,, ,,,,,,,,,,,-7.2,No precipitation,6,,,,
15.04.2020 12:00,11.3,756.1,768.8,-0.7,27,Wind blowing from the west,5,,,, ,,,,,,,,,,,-7.0,,,,,,
15.04.2020 11:00,11.3,756.5,769.3,-0.3,28,Wind blowing from the west,4,,,, ,,,,,,,,,,,-6.5,,,,,,
15.04.2020 10:00,9.9,756.9,769.7,0.4,31,Wind blowing from the west,3,,,, ,,,,,,,,,,,-6.4,,,,,,
15.04.2020 09:00,8.6,756.8,769.7,0.4,34,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,-6.4,,,,,,
15.04.2020 08:00,6.7,756.8,769.8,0.7,45,Wind blowing from the west,1,,,, ,,,,,,,,,,,-4.4,,,,,,
15.04.2020 07:00,4.1,756.5,769.6,0.7,58,Wind blowing from the south-west,1,,,, ,,,-1.5,,,,,,,,-3.6,No precipitation,12,,,,
15.04.2020 06:00,-0.2,756.4,769.7,0.6,78,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,-3.7,,,,,,
15.04.2020 05:00,-1.4,756.1,769.4,0.6,81,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,-4.2,,,,,,
15.04.2020 04:00,-0.2,755.8,769.1,0.3,76,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,-3.9,,,,,,
15.04.2020 03:00,1.4,755.8,769.0,0.3,69,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,-3.7,,,,,,
15.04.2020 02:00,0.8,755.5,768.7,0.4,69,Wind blowing from the east,1,,,, ,,,,,,,,,,,-4.4,,,,,,
15.04.2020 01:00,3.8,755.5,768.7,0.9,56,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,-4.2,,,,,,
15.04.2020 00:00,4.5,755.5,768.5,1.4,54,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,-4.0,,,,,,
14.04.2020 23:00,5.0,755.1,768.1,1.7,53,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,-4.0,,,,,,
14.04.2020 22:00,5.1,754.6,767.6,1.8,53,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,-3.7,,,,,,
14.04.2020 21:00,5.7,754.1,767.1,2.2,50,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,-3.9,,,,,,
14.04.2020 20:00,6.6,753.4,766.3,2.1,44,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,-4.8,,,,,,
14.04.2020 19:00,7.3,752.8,765.7,1.9,45,Wind blowing from the north-northwest,4,,10,, ,,,,10.5,,,,,,,-4.1,No precipitation,12,,,,
14.04.2020 18:00,8.5,751.9,764.8,1.5,38,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,-5.3,,,,,,
14.04.2020 17:00,9.5,751.3,764.1,1.1,33,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,-6.0,,,,,,
14.04.2020 16:00,8.7,750.9,763.6,0.8,36,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,-5.5,,,,,,
14.04.2020 15:00,10.4,750.4,763.1,0.4,28,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,-7.3,,,,,,
14.04.2020 14:00,10.1,750.2,762.9,0.6,25,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,-9.0,,,,,,
14.04.2020 13:00,10.0,750.1,762.9,0.9,24,Wind blowing from the north,5,,10,, ,,,,,,,,,,,-9.6,No precipitation,6,,,,
14.04.2020 12:00,9.0,750.0,762.7,1.4,28,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,-8.5,,,,,,
14.04.2020 11:00,10.0,749.6,762.3,1.6,30,Wind blowing from the north,5,,,, ,,,,,,,,,,,-6.8,,,,,,
14.04.2020 10:00,8.1,749.2,762.0,1.3,36,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,-6.1,,,,,,
14.04.2020 09:00,7.6,748.6,761.5,1.4,44,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,-3.9,,,,,,
14.04.2020 08:00,6.8,748.0,760.9,1.1,53,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,-2.1,,,,,,
14.04.2020 07:00,6.6,747.9,760.7,1.7,57,Wind blowing from the west-northwest,5,,,, ,,,6.5,,,,,,,,-1.3,0.2,12,,,,
14.04.2020 06:00,6.6,747.2,760.0,2.1,61,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,-0.4,,,,,,
14.04.2020 05:00,6.8,746.9,759.7,2.4,67,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,1.1,,,,,,
14.04.2020 04:00,7.2,746.2,759.0,1.6,73,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,2.7,,,,,,
14.04.2020 03:00,8.9,745.1,757.8,0.7,75,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,4.7,,,,,,
14.04.2020 02:00,10.4,744.5,757.1,-0.5,77,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,6.5,,,,,,
14.04.2020 01:00,12.1,744.6,757.1,-0.3,80,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,8.8,0.1,6,,,,
14.04.2020 00:00,12.7,744.4,757.0,-0.3,76,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,8.6,,,,,,
13.04.2020 23:00,13.2,745.0,757.4,0.7,72,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,8.3,,,,,,
13.04.2020 22:00,13.5,744.9,757.3,0.7,73,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,8.8,,,,,,
13.04.2020 21:00,16.6,744.7,757.0,0.3,49,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,5.9,,,,,,
13.04.2020 20:00,16.1,744.3,756.7,0.4,50,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,5.7,,,,,,
13.04.2020 19:00,17.5,744.2,756.5,0.3,44,Wind blowing from the north-northwest,1,,,, ,,,,23.7,,,,,,,5.1,No precipitation,12,,,,
13.04.2020 18:00,18.0,744.4,756.7,0.0,44,Wind blowing from the west,4,,,, ,,,,,,,,,,,5.6,,,,,,
13.04.2020 17:00,22.0,743.9,756.0,-1.1,31,Wind blowing from the west,6,,,, ,,,,,,,,,,,4.1,,,,,,
13.04.2020 16:00,23.5,743.9,755.9,-1.7,27,Wind blowing from the west,5,,,, ,,,,,,,,,,,3.4,,,,,,
13.04.2020 15:00,23.1,744.4,756.4,-1.5,28,Wind blowing from the west,5,,,, ,,,,,,,,,,,3.6,,,,,,
13.04.2020 14:00,22.2,745.0,757.0,-1.1,32,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,4.7,,,,,,
13.04.2020 13:00,20.5,745.6,757.7,-0.9,34,Wind blowing from the west,3,,,, ,,,,,,,,,,,4.1,,,,,,
13.04.2020 12:00,19.2,745.9,758.1,-0.7,34,Wind blowing from the west,3,,,, ,,,,,,,,,,,3.0,,,,,,
13.04.2020 11:00,18.8,746.1,758.3,-0.8,36,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,3.4,,,,,,
13.04.2020 10:00,16.9,746.5,758.8,-0.7,41,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,3.6,,,,,,
