Local time in Bern / Liebefeld,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
11.05.2020 16:00,15.1,703.9,751.2,0.8,70,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
11.05.2020 15:00,15.4,703.7,750.9,0.9,71,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
11.05.2020 14:00,14.4,703.6,751.0,1.2,76,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
11.05.2020 13:00,14.4,703.1,750.4,1.0,77,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,10.4,0.6,6,,,,
11.05.2020 12:00,14.8,702.8,750.1,1.5,85,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
11.05.2020 11:00,13.5,702.4,749.9,1.5,88,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,11.6,0.1,1,,,,
11.05.2020 10:00,12.8,702.1,749.7,1.3,93,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.7,0.3,1,,,,
11.05.2020 09:00,13.7,701.3,748.6,0.4,90,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,12.1,0.2,1,,,,
11.05.2020 08:00,15.5,700.9,747.9,-0.1,90,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
11.05.2020 07:00,14.9,700.8,747.9,-0.4,91,Wind blowing from the south-southwest,1,,,, ,,,13.9,,,,,,,,13.4,0.1,12,,,,
11.05.2020 06:00,14.5,700.9,748.0,-0.7,96,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
11.05.2020 05:00,13.9,701.0,748.3,-1.3,97,Calm no wind,0,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
11.05.2020 04:00,14.4,701.2,748.4,-1.6,96,Wind blowing from the west,0,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
11.05.2020 03:00,14.5,701.6,748.9,-2.3,96,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
11.05.2020 02:00,14.9,702.3,749.5,-2.2,96,Wind blowing from the north,1,,,, ,,,,,,,,,,,14.2,0.1,1,,,,
11.05.2020 01:00,14.8,702.8,750.1,-2.0,95,Calm no wind,0,,,, ,,,,,,,,,,,14.0,No precipitation,6,,,,
11.05.2020 00:00,15.1,703.9,751.1,-1.2,94,Wind blowing from the south,1,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
10.05.2020 23:00,15.8,704.5,751.6,-0.7,94,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
10.05.2020 22:00,16.4,704.8,751.9,-0.4,92,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
10.05.2020 21:00,16.5,705.1,752.2,0.0,91,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
10.05.2020 20:00,16.7,705.2,752.3,0.0,89,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
10.05.2020 19:00,18.4,705.2,752.0,-0.4,82,Wind blowing from the south-southeast,3,,,, ,,,,23.4,,,,,,,15.3,0.4,12,,,,
10.05.2020 18:00,21.1,705.1,751.3,-1.2,57,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
10.05.2020 17:00,22.5,705.2,751.3,-1.7,48,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
10.05.2020 16:00,23.3,705.6,751.6,-1.9,46,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
10.05.2020 15:00,22.4,706.3,752.5,-1.6,49,Wind blowing from the north,1,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
10.05.2020 14:00,22.3,706.9,753.1,-1.2,53,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
10.05.2020 13:00,21.4,707.5,753.9,-1.2,54,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,11.6,No precipitation,6,,,,
10.05.2020 12:00,21.1,707.9,754.4,-0.9,56,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
10.05.2020 11:00,19.2,708.1,754.9,-0.7,62,Wind blowing from the west,1,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
10.05.2020 10:00,18.5,708.7,755.6,,69,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,12.7,,,,,,
10.05.2020 09:00,16.9,708.8,756.1,0.0,81,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
10.05.2020 08:00,15.2,708.8,756.4,-0.1,88,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
10.05.2020 07:00,14.7,708.9,756.6,-0.4,90,Wind blowing from the south,1,,,, ,,,14.4,,,,,,,,13.1,0.5,12,,,,
10.05.2020 06:00,14.7,708.8,756.5,-0.2,92,Wind blowing from the south,1,,,, ,,,,,,,,,,,13.4,0.1,1,,,,
10.05.2020 05:00,14.4,708.9,756.6,-0.1,94,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,13.4,0.2,1,,,,
10.05.2020 04:00,15.4,709.3,756.9,0.3,87,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,13.2,0.2,1,,,,
10.05.2020 03:00,15.8,709.0,756.5,-0.1,86,Wind blowing from the south,3,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
10.05.2020 02:00,16.3,709.0,756.4,-0.5,80,Wind blowing from the south,2,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
10.05.2020 01:00,17.0,709.0,756.3,-0.8,75,Wind blowing from the south,2,,,, ,,,,,,,,,,,12.5,No precipitation,6,,,,
10.05.2020 00:00,17.4,709.1,756.3,-0.3,72,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
09.05.2020 23:00,18.0,709.5,756.6,0.3,64,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
09.05.2020 22:00,16.2,709.8,757.3,0.8,69,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
09.05.2020 21:00,15.3,709.4,757.0,0.4,71,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
09.05.2020 20:00,18.9,709.2,756.1,0.1,53,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
09.05.2020 19:00,21.9,709.0,755.4,-0.6,39,Wind blowing from the west-northwest,1,,,, ,,,,24.2,,,,,,,7.1,No precipitation,12,,,,
09.05.2020 18:00,23.2,709.0,755.2,-1.3,37,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,7.5,No precipitation,1,,,,
09.05.2020 17:00,24.2,709.1,755.2,-1.7,32,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,6.4,No precipitation,1,,,,
09.05.2020 16:00,24.0,709.6,755.7,-1.8,33,Wind blowing from the west,2,,,, ,,,,,,,,,,,6.5,No precipitation,1,,,,
09.05.2020 15:00,23.4,710.3,756.6,-1.7,38,Wind blowing from the west,2,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
09.05.2020 14:00,23.3,710.8,757.0,-1.5,43,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
09.05.2020 13:00,23.4,711.4,757.7,-1.3,43,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,10.2,No precipitation,6,,,,
09.05.2020 12:00,21.9,712.0,758.6,-0.9,43,Wind blowing from the west,3,,,, ,,,,,,,,,,,8.7,No precipitation,1,,,,
09.05.2020 11:00,20.9,712.3,759.1,-0.9,52,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
09.05.2020 10:00,19.8,712.7,759.7,-0.5,57,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
09.05.2020 09:00,18.5,712.9,760.2,-0.1,58,Wind blowing from the west,1,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
09.05.2020 08:00,16.5,713.2,760.8,0.3,71,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
09.05.2020 07:00,13.9,713.2,761.2,0.0,86,Wind blowing from the south,0,,,, ,,,9.2,,,,,,,,11.5,No precipitation,12,,,,
09.05.2020 06:00,10.9,713.0,761.7,-0.3,94,Calm no wind,0,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
09.05.2020 05:00,12.2,712.9,761.3,-0.5,88,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
09.05.2020 04:00,12.1,713.2,761.6,-0.5,94,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
09.05.2020 03:00,13.4,713.3,761.5,-0.3,88,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
09.05.2020 02:00,14.1,713.4,761.5,-0.3,86,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
09.05.2020 01:00,14.8,713.7,761.7,0.0,80,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,11.3,No precipitation,6,,,,
09.05.2020 00:00,14.4,713.6,761.7,0.1,82,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
08.05.2020 23:00,15.1,713.7,761.6,0.5,78,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
08.05.2020 22:00,15.1,713.7,761.6,0.5,77,Wind blowing from the south,0,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
08.05.2020 21:00,15.6,713.5,761.3,0.3,73,Wind blowing from the east,1,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
08.05.2020 20:00,17.0,713.2,760.7,-0.4,70,Wind blowing from the north,1,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
08.05.2020 19:00,22.0,713.2,759.8,-0.6,42,Wind blowing from the west,1,,,, ,,,,24.1,,,,,,,8.4,No precipitation,12,,,,
08.05.2020 18:00,22.8,713.2,759.8,-1.2,38,Wind blowing from the west,2,,,, ,,,,,,,,,,,7.7,No precipitation,1,,,,
08.05.2020 17:00,23.6,713.6,760.0,-1.2,37,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,8.1,No precipitation,1,,,,
08.05.2020 16:00,24.0,713.8,760.1,-1.2,39,Wind blowing from the west,4,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
08.05.2020 15:00,23.0,714.4,760.9,-1.2,51,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
08.05.2020 14:00,23.0,714.8,761.5,-1.2,52,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
08.05.2020 13:00,22.6,715.0,761.8,-1.2,46,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.5,No precipitation,6,,,,
08.05.2020 12:00,21.5,715.6,762.5,-1.0,49,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
08.05.2020 11:00,20.4,716.0,763.2,-0.7,55,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
08.05.2020 10:00,19.4,716.2,763.6,-0.8,55,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
08.05.2020 09:00,17.3,716.6,764.3,-0.4,60,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
08.05.2020 08:00,15.9,716.7,764.7,-0.2,69,Wind blowing from the south,2,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
08.05.2020 07:00,11.9,717.0,765.7,0.2,84,Wind blowing from the west-southwest,1,,,, ,,,7.9,,,,,,,,9.2,No precipitation,12,,,,
08.05.2020 06:00,9.0,717.0,766.3,0.3,93,Wind blowing from the south,1,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
08.05.2020 05:00,8.9,716.9,766.2,0.1,93,Wind blowing from the south,1,,,, ,,,,,,,,,,,7.8,No precipitation,1,,,,
08.05.2020 04:00,9.3,716.8,766.0,-0.1,91,Wind blowing from the south-southwest,0,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
08.05.2020 03:00,9.5,716.7,765.8,-0.5,90,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
08.05.2020 02:00,9.1,716.8,766.0,-0.6,95,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,8.3,No precipitation,1,,,,
08.05.2020 01:00,10.0,716.9,766.0,-0.6,91,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,8.6,No precipitation,6,,,,
08.05.2020 00:00,10.9,717.2,766.1,-0.3,86,Calm no wind,0,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
07.05.2020 23:00,11.6,717.4,766.2,0.1,81,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
07.05.2020 22:00,12.0,717.5,766.3,0.5,80,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
07.05.2020 21:00,12.7,717.5,766.1,0.6,78,Calm no wind,0,,,, ,,,,,,,,,,,8.9,No precipitation,1,,,,
07.05.2020 20:00,12.9,717.3,765.9,0.3,78,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
07.05.2020 19:00,18.0,717.0,764.6,-0.2,52,Wind blowing from the north-northwest,2,,,, ,,,,21.7,,,,,,,7.9,No precipitation,12,,,,
07.05.2020 18:00,20.6,716.9,764.1,-0.8,37,Wind blowing from the west,1,,,, ,,,,,,,,,,,5.5,No precipitation,1,,,,
07.05.2020 17:00,21.0,717.0,764.1,-1.1,36,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,5.2,No precipitation,1,,,,
07.05.2020 16:00,20.9,717.2,764.3,-1.3,33,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,4.0,No precipitation,1,,,,
07.05.2020 15:00,20.5,717.7,764.9,-1.0,41,Wind blowing from the west,2,,,, ,,,,,,,,,,,6.9,No precipitation,1,,,,
07.05.2020 14:00,19.1,718.1,765.6,-0.8,45,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,6.8,No precipitation,1,,,,
07.05.2020 13:00,18.4,718.5,766.1,-0.2,48,Wind blowing from the west,1,,,, ,,,,,,,,,,,7.0,No precipitation,6,,,,
07.05.2020 12:00,16.1,718.7,766.8,0.1,56,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,7.2,No precipitation,1,,,,
07.05.2020 11:00,14.9,718.9,767.2,0.0,58,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,6.6,No precipitation,1,,,,
07.05.2020 10:00,13.4,718.7,767.3,-0.4,69,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,7.8,No precipitation,1,,,,
07.05.2020 09:00,11.4,718.6,767.5,-0.5,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,7.5,No precipitation,1,,,,
07.05.2020 08:00,9.1,718.9,768.3,0.0,85,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,6.6,No precipitation,1,,,,
07.05.2020 07:00,6.7,719.1,769.0,0.1,92,Wind blowing from the north,1,,,, ,,,3.2,,,,,,,,5.4,No precipitation,12,,,,
07.05.2020 06:00,3.9,719.1,769.5,0.2,98,Wind blowing from the north,1,,,, ,,,,,,,,,,,3.6,No precipitation,1,,,,
07.05.2020 05:00,3.2,718.9,769.3,0.2,97,Wind blowing from the north,1,,,, ,,,,,,,,,,,2.8,No precipitation,1,,,,
07.05.2020 04:00,4.0,719.0,769.3,0.4,96,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,3.4,No precipitation,1,,,,
07.05.2020 03:00,4.4,718.9,769.1,0.3,97,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,3.9,No precipitation,1,,,,
07.05.2020 02:00,5.2,718.7,768.8,0.2,97,Wind blowing from the north,2,,,, ,,,,,,,,,,,4.7,No precipitation,1,,,,
07.05.2020 01:00,6.1,718.6,768.5,0.3,95,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,5.3,No precipitation,6,,,,
07.05.2020 00:00,6.7,718.6,768.4,0.3,93,Wind blowing from the north,2,,,, ,,,,,,,,,,,5.7,No precipitation,1,,,,
06.05.2020 23:00,6.7,718.5,768.3,0.5,92,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,5.5,No precipitation,1,,,,
06.05.2020 22:00,7.6,718.3,768.0,0.6,93,Wind blowing from the north,2,,,, ,,,,,,,,,,,6.5,No precipitation,1,,,,
06.05.2020 21:00,8.6,718.3,767.7,0.9,89,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,6.9,No precipitation,1,,,,
06.05.2020 20:00,11.7,718.0,766.9,0.8,73,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,7.0,No precipitation,1,,,,
06.05.2020 19:00,13.7,717.7,766.2,0.7,60,Wind blowing from the east,2,,,, ,,,,15.9,,,,,,,6.1,No precipitation,12,,,,
06.05.2020 18:00,14.7,717.4,765.7,0.6,58,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,6.5,No precipitation,1,,,,
06.05.2020 17:00,15.2,717.2,765.4,0.2,62,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,7.8,No precipitation,1,,,,
06.05.2020 16:00,15.1,717.0,765.1,,61,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,7.6,,,,,,
06.05.2020 15:00,15.3,716.8,764.9,-0.3,66,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
06.05.2020 14:00,13.5,717.0,765.4,0.1,71,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
06.05.2020 13:00,12.4,717.1,765.7,0.6,76,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.3,No precipitation,6,,,,
06.05.2020 12:00,10.8,717.1,766.1,0.8,83,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.0,No precipitation,1,,,,
06.05.2020 11:00,10.1,716.9,766.0,0.7,86,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
06.05.2020 10:00,9.6,716.5,765.7,0.5,90,Wind blowing from the north-northeast,6,,,, ,,,,,,,,,,,8.1,No precipitation,1,,,,
06.05.2020 09:00,10.2,716.3,765.3,0.7,91,Wind blowing from the north,4,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
06.05.2020 08:00,9.9,716.2,765.2,0.8,93,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
06.05.2020 07:00,9.0,716.0,765.2,0.5,92,Wind blowing from the north-northeast,1,,,, ,,,8.9,,,,,,,,7.8,0.1,12,,,,
06.05.2020 06:00,9.0,715.6,764.8,0.3,93,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
06.05.2020 05:00,9.3,715.4,764.5,0.2,96,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,8.7,No precipitation,1,,,,
06.05.2020 04:00,9.5,715.5,764.5,0.1,96,Wind blowing from the north,4,,,, ,,,,,,,,,,,8.9,No precipitation,1,,,,
06.05.2020 03:00,10.0,715.3,764.2,0.0,97,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
06.05.2020 02:00,10.3,715.2,764.1,-0.1,96,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
06.05.2020 01:00,10.6,715.4,764.2,0.2,97,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.1,0.1,6,,,,
06.05.2020 00:00,10.6,715.3,764.2,0.3,97,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
05.05.2020 23:00,11.0,715.3,764.1,0.7,97,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
05.05.2020 22:00,11.5,715.2,763.9,1.4,96,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
05.05.2020 21:00,11.8,715.0,763.6,1.8,96,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
05.05.2020 20:00,12.8,714.6,763.0,1.4,96,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,12.2,0.1,1,,,,
05.05.2020 19:00,12.9,713.8,762.1,0.3,96,Wind blowing from the south,1,,,, ,,,,14.8,,,,,,,12.3,17.0,12,,,,
05.05.2020 18:00,13.7,713.2,761.3,-0.3,93,Wind blowing from the north,4,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
05.05.2020 17:00,14.2,713.2,761.2,-0.5,89,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
05.05.2020 16:00,14.7,713.5,761.5,-0.3,87,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.5,0.1,1,,,,
05.05.2020 15:00,14.3,713.5,761.6,-0.3,87,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
05.05.2020 14:00,14.0,713.7,761.8,0.1,79,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
05.05.2020 13:00,12.5,713.8,762.2,0.3,88,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,10.5,6.0,6,,,,
05.05.2020 12:00,12.2,713.8,762.2,0.9,96,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.5,0.6,1,,,,
05.05.2020 11:00,12.1,713.6,762.1,0.7,96,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.4,2.0,1,,,,
05.05.2020 10:00,12.0,713.5,762.0,0.3,96,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.4,0.3,1,,,,
05.05.2020 09:00,12.0,712.9,761.4,-0.6,95,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.2,2.0,1,,,,
05.05.2020 08:00,11.9,712.9,761.4,-0.4,96,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.2,1.0,1,,,,
05.05.2020 07:00,11.8,713.2,761.6,0.9,96,Wind blowing from the south-southeast,1,,,, ,,,11.3,,,,,,,,11.1,9.0,12,,,,
05.05.2020 06:00,11.3,713.5,762.1,1.4,96,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,10.6,4.0,1,,,,
05.05.2020 05:00,11.5,713.3,761.8,1.0,96,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,10.8,3.0,1,,,,
05.05.2020 04:00,12.3,712.3,760.6,-0.9,84,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
05.05.2020 03:00,12.6,712.1,760.4,-1.5,85,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
05.05.2020 02:00,13.6,712.3,760.4,-1.2,80,Wind blowing from the north,1,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
05.05.2020 01:00,12.1,713.2,761.6,-0.3,90,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.5,No precipitation,6,,,,
05.05.2020 00:00,11.7,713.6,762.1,0.4,92,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
04.05.2020 23:00,14.1,713.5,761.6,0.8,82,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
04.05.2020 22:00,13.4,713.5,761.7,0.8,84,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
04.05.2020 21:00,14.0,713.2,761.2,0.4,81,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
04.05.2020 20:00,16.7,712.7,760.3,-0.2,69,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
04.05.2020 19:00,19.4,712.7,759.8,-0.5,56,Wind blowing from the north,3,,,, ,,,,22.1,,,,,,,10.3,No precipitation,12,,,,
04.05.2020 18:00,20.1,712.8,759.7,-0.9,54,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
04.05.2020 17:00,21.4,712.9,759.6,-1.2,47,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
04.05.2020 16:00,21.7,713.2,759.9,-1.2,49,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
04.05.2020 15:00,21.5,713.7,760.5,-1.0,45,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,8.9,No precipitation,1,,,,
04.05.2020 14:00,21.5,714.1,760.9,-1.0,49,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
04.05.2020 13:00,20.9,714.4,761.4,-0.9,45,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,8.6,No precipitation,6,,,,
04.05.2020 12:00,19.6,714.7,761.9,-0.8,51,Wind blowing from the west,4,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
04.05.2020 11:00,18.8,715.1,762.5,-0.5,55,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
04.05.2020 10:00,17.0,715.3,763.0,-0.1,64,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
04.05.2020 09:00,15.6,715.5,763.4,0.3,71,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
04.05.2020 08:00,13.4,715.6,763.9,0.5,75,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
04.05.2020 07:00,12.3,715.4,763.9,0.2,81,Wind blowing from the south,2,,,, ,,,9.6,,,,,,,,9.1,No precipitation,12,,,,
04.05.2020 06:00,11.0,715.2,763.9,-0.1,86,Wind blowing from the south,2,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
04.05.2020 05:00,10.0,715.1,764.1,-0.3,94,Wind blowing from the south-southwest,0,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
04.05.2020 04:00,10.1,715.2,764.1,-0.6,93,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
04.05.2020 03:00,10.5,715.3,764.2,-0.6,91,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
04.05.2020 02:00,11.2,715.4,764.2,-0.3,86,Wind blowing from the south,2,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
04.05.2020 01:00,10.6,715.8,764.7,-0.1,89,Wind blowing from the south,2,,,, ,,,,,,,,,,,8.9,No precipitation,6,,,,
04.05.2020 00:00,10.2,715.9,764.8,0.1,91,Wind blowing from the south-east,0,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
03.05.2020 23:00,11.4,715.7,764.5,0.2,84,Wind blowing from the south,2,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
