# Weather station Glasgow (AWS), UK, WMO_ID=3134,selection from 28.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3134&lang=en
#
"Local time in Glasgow (AWS)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.05.2020 02:00";"8.4";"763.9";"769.4";"0.2";"92";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"7.1";"";"";"";"";"";"";
"31.05.2020 01:00";"8.9";"763.9";"769.4";"0.4";"89";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"7.1";"";"";"";"";"";"";
"31.05.2020 00:00";"9.6";"763.8";"769.3";"0.9";"85";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.1";"No precipitation";"6";"";"";"";"";
"30.05.2020 23:00";"11.2";"763.7";"769.1";"1.4";"75";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"6.8";"";"";"";"";"";"";
"30.05.2020 22:00";"12.9";"763.5";"768.9";"1.7";"69";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"7.2";"";"";"";"";"";"";
"30.05.2020 21:00";"14.3";"762.9";"768.2";"1.2";"63";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"7.4";"";"";"";"";"";"";
"30.05.2020 20:00";"16.3";"762.3";"767.6";"0.6";"55";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"7.2";"";"";"";"";"";"";
"30.05.2020 19:00";"18.2";"761.8";"767.1";"0.0";"49";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"7.1";"";"";"";"";"";"";
"30.05.2020 18:00";"20.0";"761.7";"766.9";"-0.4";"47";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"23.4";"";"";"2500 or more, or no clouds.";"";"";"60.0";"8.4";"No precipitation";"12";"";"";"";"";
"30.05.2020 17:00";"21.6";"761.7";"766.9";"-0.6";"46";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"9.3";"";"";"";"";"";"";
"30.05.2020 16:00";"22.2";"761.8";"767.1";"-0.7";"43";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"9.1";"";"";"";"";"";"";
"30.05.2020 15:00";"22.6";"762.1";"767.2";"-0.7";"46";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"10.3";"";"";"";"";"";"";
"30.05.2020 14:00";"23.0";"762.3";"767.5";"-0.7";"48";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"11.5";"";"";"";"";"";"";
"30.05.2020 13:00";"22.4";"762.5";"767.8";"-0.8";"51";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"11.7";"";"";"";"";"";"";
"30.05.2020 12:00";"22.8";"762.8";"768.1";"-0.5";"56";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"13.4";"No precipitation";"6";"";"";"";"";
"30.05.2020 11:00";"22.7";"763.0";"768.1";"-0.6";"52";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"12.3";"";"";"";"";"";"";
"30.05.2020 10:00";"21.3";"763.3";"768.5";"-0.5";"56";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"12.2";"";"";"";"";"";"";
"30.05.2020 09:00";"20.2";"763.3";"768.6";"-0.4";"61";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"12.3";"";"";"";"";"";"";
"30.05.2020 08:00";"18.3";"763.6";"768.9";"0.0";"68";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"12.3";"";"";"";"";"";"";
"30.05.2020 07:00";"15.3";"763.8";"769.1";"0.5";"78";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"11.5";"";"";"";"";"";"";
"30.05.2020 06:00";"13.5";"763.7";"769.1";"0.3";"85";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"9.7";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"11.0";"No precipitation";"12";"";"";"";"";
"30.05.2020 05:00";"11.7";"763.6";"769.0";"0.3";"89";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"9.9";"";"";"";"";"";"";
"30.05.2020 04:00";"10.3";"763.3";"768.8";"0.0";"84";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"7.7";"";"";"";"";"";"";
"30.05.2020 03:00";"9.9";"763.4";"768.8";"0.2";"83";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"7.2";"";"";"";"";"";"";
"30.05.2020 02:00";"11.5";"763.3";"768.7";"0.0";"77";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.6";"";"";"";"";"";"";
"30.05.2020 01:00";"10.8";"763.3";"768.7";"0.1";"75";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"6.5";"";"";"";"";"";"";
"30.05.2020 00:00";"9.6";"763.8";"769.3";"0.7";"85";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.1";"No precipitation";"6";"";"";"";"";
"29.05.2020 23:00";"13.4";"763.3";"768.6";"0.4";"66";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"7.2";"";"";"";"";"";"";
"29.05.2020 22:00";"14.2";"763.2";"768.6";"0.3";"62";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"7.0";"";"";"";"";"";"";
"29.05.2020 21:00";"14.7";"763.1";"768.4";"0.2";"62";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"7.4";"";"";"";"";"";"";
"29.05.2020 20:00";"16.8";"762.9";"768.2";"-0.1";"57";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.2";"";"";"";"";"";"";
"29.05.2020 19:00";"20.7";"762.9";"768.1";"-0.4";"48";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"9.2";"";"";"";"";"";"";
"29.05.2020 18:00";"21.2";"762.9";"768.1";"-0.5";"45";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"24.7";"";"";"2500 or more, or no clouds.";"";"";"71.0";"8.9";"No precipitation";"12";"";"";"";"";
"29.05.2020 17:00";"22.8";"763.0";"768.3";"-0.7";"43";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"9.7";"";"";"";"";"";"";
"29.05.2020 16:00";"23.5";"763.3";"768.4";"-0.8";"42";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"9.7";"";"";"";"";"";"";
"29.05.2020 15:00";"23.3";"763.4";"768.6";"-1.1";"45";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"10.7";"";"";"";"";"";"";
"29.05.2020 14:00";"24.3";"763.7";"768.9";"-1.2";"44";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"11.3";"";"";"";"";"";"";
"29.05.2020 13:00";"24.0";"764.1";"769.3";"-1.3";"43";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"10.7";"";"";"";"";"";"";
"29.05.2020 12:00";"24.2";"764.5";"769.6";"-1.0";"49";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"12.8";"No precipitation";"6";"";"";"";"";
"29.05.2020 11:00";"22.8";"764.9";"770.2";"-0.9";"48";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"11.2";"";"";"";"";"";"";
"29.05.2020 10:00";"21.5";"765.4";"770.6";"-0.6";"58";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"12.9";"";"";"";"";"";"";
"29.05.2020 09:00";"20.4";"765.5";"770.8";"-0.5";"60";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"12.4";"";"";"";"";"";"";
"29.05.2020 08:00";"18.3";"765.8";"771.1";"-0.2";"70";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"12.8";"";"";"";"";"";"";
"29.05.2020 07:00";"15.3";"766.0";"771.3";"0.0";"79";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"11.7";"";"";"";"";"";"";
"29.05.2020 06:00";"12.9";"766.0";"771.4";"0.0";"87";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"10.2";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"10.8";"Trace of precipitation";"12";"";"";"";"";
"29.05.2020 05:00";"11.3";"766.0";"771.5";"-0.2";"96";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"10.6";"";"";"";"";"";"";
"29.05.2020 04:00";"10.8";"766.0";"771.4";"-0.2";"95";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"10.1";"";"";"";"";"";"";
"29.05.2020 03:00";"10.7";"766.0";"771.5";"-0.3";"95";"Wind blowing from the south-southwest";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"9.9";"";"";"";"";"";"";
"29.05.2020 02:00";"10.4";"766.2";"771.7";"-0.3";"93";"Wind blowing from the east-southeast";"1";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.9";"9.3";"";"";"";"";"";"";
"29.05.2020 01:00";"11.8";"766.2";"771.7";"-0.4";"92";"Wind blowing from the south-southeast";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"10.5";"";"";"";"";"";"";
"29.05.2020 00:00";"12.3";"766.3";"771.7";"-0.3";"90";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"12.0";"10.7";"No precipitation";"6";"";"";"";"";
"28.05.2020 23:00";"13.7";"766.5";"771.9";"-0.1";"84";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"11.0";"";"";"";"";"";"";
"28.05.2020 22:00";"15.0";"766.6";"772.0";"0.0";"78";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"11.2";"";"";"";"";"";"";
"28.05.2020 21:00";"16.7";"766.6";"772.0";"-0.3";"69";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"10.9";"";"";"";"";"";"";
"28.05.2020 20:00";"18.2";"766.6";"771.9";"-0.6";"69";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"12.4";"";"";"";"";"";"";
"28.05.2020 19:00";"22.1";"766.6";"771.8";"-0.9";"58";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"13.5";"";"";"";"";"";"";
"28.05.2020 18:00";"21.6";"766.9";"772.1";"-1.2";"51";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"23.8";"";"";"2500 or more, or no clouds.";"";"";"60.0";"11.0";"No precipitation";"12";"";"";"";"";
"28.05.2020 17:00";"22.8";"767.2";"772.5";"-1.3";"49";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"11.4";"";"";"";"";"";"";
"28.05.2020 16:00";"22.9";"767.5";"772.8";"-1.5";"53";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"12.8";"";"";"";"";"";"";
"28.05.2020 15:00";"21.8";"768.1";"773.3";"-1.2";"57";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"13.0";"";"";"";"";"";"";
"28.05.2020 14:00";"21.5";"768.5";"773.8";"-1.1";"55";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"50.0";"12.1";"";"";"";"";"";"";
"28.05.2020 13:00";"20.5";"769.0";"774.2";"-0.8";"59";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"12.1";"";"";"";"";"";"";
"28.05.2020 12:00";"19.7";"769.3";"774.6";"-0.8";"62";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"12.1";"No precipitation";"6";"";"";"";"";
"28.05.2020 11:00";"18.6";"769.6";"774.9";"-0.8";"58";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"45.0";"10.2";"";"";"";"";"";"";
"28.05.2020 10:00";"18.1";"769.8";"775.1";"-0.7";"67";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"11.9";"";"";"";"";"";"";
"28.05.2020 09:00";"16.3";"770.1";"775.5";"-0.4";"66";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"9.9";"";"";"";"";"";"";
"28.05.2020 08:00";"14.0";"770.4";"775.8";"-0.2";"76";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"9.8";"";"";"";"";"";"";
"28.05.2020 07:00";"12.3";"770.5";"775.9";"-0.3";"80";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"8.9";"";"";"";"";"";"";
"28.05.2020 06:00";"11.5";"770.5";"776.0";"-0.3";"82";"Wind blowing from the south";"2";"";"";"";" ";"";"";"9.9";"";"";"";"1500-2000";"";"";"40.0";"8.5";"No precipitation";"12";"";"";"";"";
"28.05.2020 05:00";"10.4";"770.6";"776.1";"-0.5";"86";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"8.2";"";"";"";"";"";"";
"28.05.2020 04:00";"10.0";"770.8";"776.2";"-0.5";"81";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"6.8";"";"";"";"";"";"";
"28.05.2020 03:00";"10.3";"770.8";"776.3";"-0.7";"79";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"6.8";"";"";"";"";"";"";
"28.05.2020 02:00";"11.7";"771.1";"776.5";"-0.6";"74";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"7.1";"";"";"";"";"";"";
"28.05.2020 01:00";"11.6";"771.3";"776.8";"-0.2";"75";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"7.2";"";"";"";"";"";"";
"28.05.2020 00:00";"12.3";"766.3";"771.7";"-5.5";"90";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"12.0";"10.7";"No precipitation";"6";"";"";"";"";
"27.05.2020 23:00";"12.2";"771.7";"777.1";"0.0";"65";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"5.7";"";"";"";"";"";"";
"27.05.2020 22:00";"11.4";"771.5";"777.0";"0.0";"67";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"55.0";"5.4";"";"";"";"";"";"";
"27.05.2020 21:00";"12.5";"771.8";"777.3";"0.2";"67";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"6.4";"";"";"";"";"";"";
"27.05.2020 20:00";"14.6";"771.7";"777.1";"0.0";"57";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"6.1";"";"";"";"";"";"";
"27.05.2020 19:00";"17.5";"771.5";"776.8";"-0.4";"54";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"8.1";"";"";"";"";"";"";
"27.05.2020 18:00";"18.2";"771.6";"776.9";"-0.4";"54";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"20.5";"";"";"2500 or more, or no clouds.";"";"";"60.0";"8.7";"No precipitation";"12";"";"";"";"";
"27.05.2020 17:00";"20.0";"771.7";"777.1";"-0.5";"45";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"7.7";"";"";"";"";"";"";
"27.05.2020 16:00";"20.1";"771.9";"777.2";"-0.5";"44";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"7.3";"";"";"";"";"";"";
"27.05.2020 15:00";"19.9";"772.0";"777.4";"-0.7";"47";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"8.3";"";"";"";"";"";"";
"27.05.2020 14:00";"18.1";"772.2";"777.6";"";"51";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"7.8";"";"";"";"";"";"";
"27.05.2020 13:00";"17.6";"772.4";"777.8";"-0.8";"49";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"6.7";"";"";"";"";"";"";
"27.05.2020 12:00";"17.3";"772.7";"778.1";"-0.5";"52";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"7.3";"No precipitation";"6";"";"";"";"";
"27.05.2020 11:00";"16.1";"772.9";"778.3";"-0.3";"60";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"8.2";"";"";"";"";"";"";
"27.05.2020 10:00";"14.9";"773.2";"778.6";"0.1";"63";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"7.8";"";"";"";"";"";"";
"27.05.2020 09:00";"12.9";"773.2";"778.6";"0.3";"69";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"28.0";"7.4";"";"";"";"";"";"";
"27.05.2020 08:00";"11.5";"773.2";"778.7";"0.4";"77";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"7.5";"";"";"";"";"";"";
"27.05.2020 07:00";"10.0";"773.1";"778.6";"0.3";"88";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"8.0";"";"";"";"";"";"";
"27.05.2020 06:00";"9.2";"772.9";"778.4";"0.3";"88";"Wind blowing from the west";"2";"";"";"";" ";"";"";"6.5";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"7.3";"No precipitation";"12";"";"";"";"";
"27.05.2020 05:00";"9.2";"772.8";"778.3";"0.2";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"19.0";"7.3";"";"";"";"";"";"";
"27.05.2020 04:00";"9.1";"772.8";"778.3";"0.0";"87";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"7.0";"";"";"";"";"";"";
"27.05.2020 03:00";"8.6";"772.6";"778.2";"-0.1";"88";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"6.7";"";"";"";"";"";"";
"27.05.2020 02:00";"6.6";"772.6";"778.2";"-0.1";"87";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"4.5";"";"";"";"";"";"";
"27.05.2020 01:00";"8.2";"772.8";"778.3";"-0.1";"87";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"6.2";"";"";"";"";"";"";
"27.05.2020 00:00";"7.4";"772.7";"778.3";"-0.1";"84";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"4.9";"No precipitation";"6";"";"";"";"";
"26.05.2020 23:00";"7.8";"772.7";"778.3";"0.1";"83";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"5.0";"";"";"";"";"";"";
"26.05.2020 22:00";"9.0";"772.9";"778.4";"0.6";"78";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"5.4";"";"";"";"";"";"";
"26.05.2020 21:00";"10.3";"772.8";"778.3";"0.8";"75";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"6.0";"";"";"";"";"";"";
"26.05.2020 20:00";"11.9";"772.6";"778.1";"0.8";"66";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"5.6";"";"";"";"";"";"";
"26.05.2020 19:00";"13.5";"772.3";"777.8";"0.4";"60";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.8";"";"";"";"";"";"";
"26.05.2020 18:00";"15.0";"772.0";"777.4";"0.2";"55";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"16.9";"";"";"2500 or more, or no clouds.";"";"";"50.0";"6.0";"No precipitation";"12";"";"";"";"";
"26.05.2020 17:00";"15.8";"771.8";"777.2";"0.1";"57";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"7.3";"";"";"";"";"";"";
"26.05.2020 16:00";"16.3";"771.9";"777.3";"0.4";"58";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"8.0";"";"";"";"";"";"";
"26.05.2020 15:00";"16.4";"771.8";"777.2";"0.4";"58";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"8.0";"";"";"";"";"";"";
"26.05.2020 14:00";"16.4";"771.7";"777.1";"0.3";"60";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"8.5";"";"";"";"";"";"";
"26.05.2020 13:00";"16.6";"771.5";"776.9";"0.4";"61";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"9.1";"";"";"";"";"";"";
"26.05.2020 12:00";"15.6";"771.4";"776.8";"0.4";"62";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"8.2";"No precipitation";"6";"";"";"";"";
"26.05.2020 11:00";"14.6";"771.4";"776.8";"0.5";"70";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"9.2";"";"";"";"";"";"";
"26.05.2020 10:00";"13.6";"771.1";"776.5";"0.8";"71";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"23.0";"8.3";"";"";"";"";"";"";
"26.05.2020 09:00";"13.1";"771.0";"776.5";"1.1";"70";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"7.7";"";"";"";"";"";"";
"26.05.2020 08:00";"12.2";"770.9";"776.3";"1.3";"74";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"7.6";"";"";"";"";"";"";
"26.05.2020 07:00";"11.6";"770.3";"775.8";"1.3";"79";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"20.0";"8.1";"";"";"";"";"";"";
"26.05.2020 06:00";"10.0";"769.9";"775.4";"1.2";"88";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"9.1";"";"";"";"300-600";"";"";"23.0";"8.0";"Trace of precipitation";"12";"";"";"";"";
"26.05.2020 05:00";"9.6";"769.6";"775.0";"1.2";"89";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"26.0";"7.8";"";"";"";"";"";"";
"26.05.2020 04:00";"10.9";"769.0";"774.5";"0.8";"92";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"35.0";"9.7";"";"";"";"";"";"";
"26.05.2020 03:00";"11.6";"768.7";"774.1";"0.6";"92";"Wind blowing from the west";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"200-300";"";"";"55.0";"10.4";"";"";"";"";"";"";
"26.05.2020 02:00";"12.0";"768.4";"773.9";"0.3";"94";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"35.0";"11.0";"";"";"";"";"";"";
