# Weather station Glasgow (AWS), UK, WMO_ID=3134,selection from 28.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3134&lang=en
#
"Local time in Glasgow (AWS)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.09.2020 12:00";"14.0";"758.4";"763.7";"0.5";"55";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"65.0";"5.0";"No precipitation";"6";"";"";"";"";
"26.09.2020 11:00";"12.5";"758.2";"763.6";"0.6";"55";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"3.7";"";"";"";"";"";"";
"26.09.2020 10:00";"11.3";"758.2";"763.6";"1.4";"63";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"4.5";"";"";"";"";"";"";
"26.09.2020 09:00";"9.3";"757.9";"763.3";"1.0";"73";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.6";"";"";"";"";"";"";
"26.09.2020 08:00";"5.8";"757.6";"763.0";"1.1";"82";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"3.0";"";"";"";"";"";"";
"26.09.2020 07:00";"4.3";"756.8";"762.4";"0.7";"88";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"2.5";"";"";"";"";"";"";
"26.09.2020 06:00";"2.8";"756.9";"762.4";"0.8";"91";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"2.6";"";"";"";"1000-1500";"";"";"45.0";"1.4";"No precipitation";"12";"";"";"";"";
"26.09.2020 05:00";"3.1";"756.5";"762.1";"0.5";"93";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"2.0";"";"";"";"";"";"";
"26.09.2020 04:00";"3.8";"756.1";"761.6";"0.4";"90";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"2.3";"";"";"";"";"";"";
"26.09.2020 03:00";"3.1";"756.1";"761.6";"0.3";"89";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"1.4";"";"";"";"";"";"";
"26.09.2020 02:00";"3.3";"756.0";"761.5";"0.2";"85";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"1.0";"";"";"";"";"";"";
"26.09.2020 01:00";"4.7";"755.7";"761.2";"-0.4";"84";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"2.2";"";"";"";"";"";"";
"26.09.2020 00:00";"3.4";"759.6";"765.1";"3.7";"93";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"2.4";"No precipitation";"6";"";"";"";"";
"25.09.2020 23:00";"3.1";"755.8";"761.4";"0.1";"84";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"0.7";"";"";"";"";"";"";
"25.09.2020 22:00";"4.3";"756.1";"761.6";"0.7";"88";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"2.4";"";"";"";"";"";"";
"25.09.2020 21:00";"4.4";"755.9";"761.4";"1.0";"82";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"1.6";"";"";"";"";"";"";
"25.09.2020 20:00";"6.6";"755.7";"761.2";"1.7";"75";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"2.4";"";"";"";"";"";"";
"25.09.2020 19:00";"7.3";"755.4";"760.9";"1.7";"71";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"2.4";"";"";"";"";"";"";
"25.09.2020 18:00";"8.7";"754.9";"760.3";"1.5";"68";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"13.9";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.0";"No precipitation";"12";"";"";"";"";
"25.09.2020 17:00";"10.3";"754.0";"759.4";"0.7";"65";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"3.9";"";"";"";"";"";"";
"25.09.2020 16:00";"10.6";"753.7";"759.1";"0.6";"66";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"4.5";"";"";"";"";"";"";
"25.09.2020 15:00";"13.0";"753.4";"758.7";"0.4";"52";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"3.2";"";"";"";"";"";"";
"25.09.2020 14:00";"12.9";"753.3";"758.6";"0.9";"52";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"3.3";"";"";"";"";"";"";
"25.09.2020 13:00";"13.6";"753.1";"758.5";"1.0";"59";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"5.6";"";"";"";"";"";"";
"25.09.2020 12:00";"11.6";"753.0";"758.3";"1.5";"65";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"71.0";"5.2";"No precipitation";"6";"";"";"";"";
"25.09.2020 11:00";"12.7";"752.4";"757.7";"1.4";"64";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"5.9";"";"";"";"";"";"";
"25.09.2020 10:00";"11.1";"752.1";"757.4";"1.6";"72";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"6.2";"";"";"";"";"";"";
"25.09.2020 09:00";"9.4";"751.5";"756.9";"1.3";"76";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"5.4";"";"";"";"";"";"";
"25.09.2020 08:00";"7.4";"751.0";"756.4";"1.1";"84";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.9";"";"";"";"";"";"";
"25.09.2020 07:00";"5.6";"750.5";"756.0";"1.2";"94";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.7";"";"";"";"";"";"";
"25.09.2020 06:00";"4.5";"750.2";"755.7";"1.3";"90";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"4.1";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.0";"0.4";"12";"";"";"";"";
"25.09.2020 05:00";"5.1";"749.9";"755.3";"1.3";"91";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.8";"";"";"";"";"";"";
"25.09.2020 04:00";"4.5";"749.3";"754.8";"1.3";"95";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"3.8";"";"";"";"";"";"";
"25.09.2020 03:00";"5.4";"748.9";"754.3";"1.3";"91";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"4.0";"";"";"";"";"";"";
"25.09.2020 02:00";"5.5";"748.6";"754.0";"1.5";"90";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"3.9";"";"";"";"";"";"";
"25.09.2020 01:00";"5.4";"748.0";"753.4";"1.5";"92";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.2";"";"";"";"";"";"";
"25.09.2020 00:00";"5.5";"747.6";"753.0";"1.5";"87";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.5";"0.4";"6";"";"";"";"";
"24.09.2020 23:00";"5.7";"747.1";"752.5";"1.9";"85";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"3.4";"";"";"";"";"";"";
"24.09.2020 22:00";"5.4";"746.5";"752.0";"2.1";"86";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.3";"";"";"";"";"";"";
"24.09.2020 21:00";"7.2";"746.1";"751.4";"2.6";"80";"Wind blowing from the north";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"4.0";"";"";"";"";"";"";
"24.09.2020 20:00";"7.5";"745.2";"750.6";"2.6";"78";"Wind blowing from the north-east";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"70.0";"3.8";"";"";"";"";"";"";
"24.09.2020 19:00";"7.3";"744.4";"749.7";"2.4";"88";"Wind blowing from the north-northeast";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"5.4";"";"";"";"";"";"";
"24.09.2020 18:00";"7.5";"743.5";"748.9";"2.0";"83";"Wind blowing from the north-northeast";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"14.6";"";"";"1000-1500";"";"";"12.0";"4.7";"0.6";"12";"";"";"";"";
"24.09.2020 17:00";"10.6";"742.6";"748.0";"1.5";"65";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"4.3";"";"";"";"";"";"";
"24.09.2020 16:00";"12.1";"742.0";"747.2";"1.2";"61";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"4.8";"";"";"";"";"";"";
"24.09.2020 15:00";"12.6";"741.5";"746.8";"0.9";"62";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"5.5";"";"";"";"";"";"";
"24.09.2020 14:00";"11.1";"741.1";"746.4";"0.8";"62";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"4.1";"";"";"";"";"";"";
"24.09.2020 13:00";"13.1";"740.8";"746.1";"0.6";"61";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"5.6";"";"";"";"";"";"";
"24.09.2020 12:00";"11.9";"740.6";"745.9";"0.4";"63";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"4.9";"No precipitation";"6";"";"";"";"";
"24.09.2020 11:00";"11.7";"740.3";"745.6";"0.4";"63";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"4.9";"";"";"";"";"";"";
"24.09.2020 10:00";"10.3";"740.2";"745.5";"0.2";"79";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"6.8";"";"";"";"";"";"";
"24.09.2020 09:00";"7.0";"740.2";"745.5";"0.3";"95";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"6.2";"";"";"";"";"";"";
"24.09.2020 08:00";"5.1";"739.9";"745.3";"0.0";"100";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"5.1";"";"";"";"";"";"";
"24.09.2020 07:00";"1.9";"740.0";"745.4";"-0.2";"100";"Wind blowing from the east";"1";"";"";"";"Fog ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"1.9";"";"";"";"";"";"";
"24.09.2020 06:00";"1.0";"739.9";"745.3";"-0.6";"99";"Wind blowing from the south-southeast";"1";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"0.9";"";"";"";"Less than  50";"";"";"0.1";"0.8";"No precipitation";"12";"";"";"";"";
"24.09.2020 05:00";"1.4";"739.9";"745.3";"-1.2";"99";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"2.0";"1.2";"";"";"";"";"";"";
"24.09.2020 04:00";"1.8";"740.2";"745.6";"-1.2";"99";"Wind blowing from the south-west";"1";"";"";"";"Fog ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"1.7";"";"";"";"";"";"";
"24.09.2020 03:00";"2.0";"740.5";"745.9";"-1.2";"98";"Wind blowing from the west-northwest";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"1.7";"";"";"";"";"";"";
"24.09.2020 02:00";"2.4";"741.1";"746.5";"-1.1";"98";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"14.0";"2.1";"";"";"";"";"";"";
"24.09.2020 01:00";"3.1";"741.4";"746.9";"-1.2";"98";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"2.8";"";"";"";"";"";"";
"24.09.2020 00:00";"5.5";"747.6";"753.0";"4.5";"87";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.5";"0.4";"6";"";"";"";"";
"23.09.2020 23:00";"3.9";"742.2";"747.6";"-1.3";"94";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"3.0";"";"";"";"";"";"";
"23.09.2020 22:00";"5.0";"742.6";"748.0";"-1.0";"94";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"4.1";"";"";"";"";"";"";
"23.09.2020 21:00";"5.8";"743.1";"748.5";"-0.5";"92";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"4.6";"";"";"";"";"";"";
"23.09.2020 20:00";"6.7";"743.5";"748.8";"-0.3";"87";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"45.0";"4.6";"";"";"";"";"";"";
"23.09.2020 19:00";"7.8";"743.6";"748.9";"-0.7";"81";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"65.0";"4.7";"";"";"";"";"";"";
"23.09.2020 18:00";"9.7";"743.6";"748.9";"-1.2";"69";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"13.8";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.3";"No precipitation";"12";"";"";"";"";
"23.09.2020 17:00";"11.5";"743.8";"749.0";"-1.5";"63";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"70.0";"4.6";"";"";"";"";"";"";
"23.09.2020 16:00";"12.5";"744.3";"749.5";"-1.3";"61";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"5.1";"";"";"";"";"";"";
"23.09.2020 15:00";"12.7";"744.8";"750.1";"-1.0";"61";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"65.0";"5.3";"";"";"";"";"";"";
"23.09.2020 14:00";"13.3";"745.3";"750.6";"-0.7";"55";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"65.0";"4.4";"";"";"";"";"";"";
"23.09.2020 13:00";"12.1";"745.6";"750.8";"-0.6";"56";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"65.0";"3.6";"";"";"";"";"";"";
"23.09.2020 12:00";"11.7";"745.8";"751.0";"-0.4";"64";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"71.0";"5.1";"No precipitation";"6";"";"";"";"";
"23.09.2020 11:00";"11.0";"746.0";"751.3";"-0.2";"70";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"71.0";"5.7";"";"";"";"";"";"";
"23.09.2020 10:00";"11.3";"746.2";"751.5";"0.2";"72";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"6.3";"";"";"";"";"";"";
"23.09.2020 09:00";"9.7";"746.2";"751.6";"0.3";"85";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"7.2";"";"";"";"";"";"";
"23.09.2020 08:00";"7.2";"746.2";"751.6";"0.6";"95";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"6.4";"";"";"";"";"";"";
"23.09.2020 07:00";"4.4";"746.0";"751.5";"0.6";"99";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.2";"";"";"";"";"";"";
"23.09.2020 06:00";"4.7";"745.9";"751.3";"0.8";"99";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"3.5";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.5";"3.0";"12";"";"";"";"";
"23.09.2020 05:00";"4.3";"745.6";"751.0";"0.6";"96";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"3.7";"";"";"";"";"";"";
"23.09.2020 04:00";"4.6";"745.4";"750.9";"0.7";"96";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"4.0";"";"";"";"";"";"";
"23.09.2020 03:00";"5.5";"745.1";"750.5";"0.8";"92";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.3";"";"";"";"";"";"";
"23.09.2020 02:00";"6.2";"745.0";"750.4";"1.0";"88";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"4.3";"";"";"";"";"";"";
"23.09.2020 01:00";"8.1";"744.7";"750.0";"1.5";"88";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"6.2";"";"";"";"";"";"";
"23.09.2020 00:00";"4.4";"741.7";"747.1";"-1.5";"99";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.3";"No precipitation";"6";"";"";"";"";
"22.09.2020 23:00";"9.3";"744.0";"749.2";"1.1";"92";"Wind blowing from the north-northwest";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"300-600";"";"";"65.0";"8.1";"";"";"";"";"";"";
"22.09.2020 22:00";"10.9";"743.2";"748.6";"0.4";"91";"Wind blowing from the west-northwest";"5";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"9.5";"";"";"";"";"";"";
"22.09.2020 21:00";"11.4";"743.2";"748.4";"0.6";"94";"Wind blowing from the west";"6";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"7.0";"10.5";"";"";"";"";"";"";
"22.09.2020 20:00";"11.6";"742.9";"748.2";"0.0";"92";"Wind blowing from the west";"8";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"10.3";"";"";"";"";"";"";
"22.09.2020 19:00";"13.1";"742.8";"748.0";"-0.5";"97";"Wind blowing from the west-southwest";"5";"";"";"";"Rain, not freezing, heavy. ";"";"";"";"";"";"";"100-200";"";"";"0.3";"12.7";"";"";"";"";"";"";
"22.09.2020 18:00";"12.9";"742.6";"747.9";"-1.3";"97";"Wind blowing from the south-west";"7";"";"";"";"Rain, not freezing, moderate. ";"";"";"";"15.4";"";"";"200-300";"";"";"1.6";"12.4";"0.8";"12";"";"";"";"";
"22.09.2020 17:00";"13.4";"742.9";"748.0";"-1.3";"90";"Wind blowing from the south-southwest";"9";"";"";"";"Drizzle, not freezing, heavy. ";"";"";"";"";"";"";"300-600";"";"";"3.8";"11.7";"";"";"";"";"";"";
"22.09.2020 16:00";"13.4";"743.3";"748.6";"-2.0";"88";"Wind blowing from the south-west";"9";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"11.5";"";"";"";"";"";"";
"22.09.2020 15:00";"14.0";"743.9";"749.2";"-1.6";"82";"Wind blowing from the south-southwest";"10";"";"";"";"Precipitation, slight or moderate. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"10.9";"";"";"";"";"";"";
"22.09.2020 14:00";"15.1";"744.2";"749.5";"-2.2";"74";"Wind blowing from the south-west";"11";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"10.5";"";"";"";"";"";"";
"22.09.2020 13:00";"13.8";"745.3";"750.5";"-1.6";"75";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"9.5";"";"";"";"";"";"";
"22.09.2020 12:00";"13.8";"745.5";"750.7";"-1.6";"75";"Wind blowing from the south-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"9.5";"No precipitation";"6";"";"";"";"";
"22.09.2020 11:00";"13.8";"746.4";"751.6";"-1.2";"73";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"9.0";"";"";"";"";"";"";
"22.09.2020 10:00";"13.1";"746.9";"752.2";"-1.5";"82";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"10.0";"";"";"";"";"";"";
"22.09.2020 09:00";"12.8";"747.1";"752.4";"-1.6";"83";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"9.9";"";"";"";"";"";"";
"22.09.2020 08:00";"12.3";"747.6";"752.9";"-1.9";"80";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"9.0";"";"";"";"";"";"";
"22.09.2020 07:00";"11.7";"748.4";"753.7";"-1.6";"81";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"8.6";"";"";"";"";"";"";
"22.09.2020 06:00";"11.7";"748.7";"754.0";"-2.3";"82";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"11.6";"";"";"";"300-600";"";"";"35.0";"8.7";"No precipitation";"12";"";"";"";"";
"22.09.2020 05:00";"12.2";"749.5";"754.8";"-2.3";"85";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"29.0";"9.7";"";"";"";"";"";"";
"22.09.2020 04:00";"12.2";"750.0";"755.3";"-2.5";"90";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"15.0";"10.6";"";"";"";"";"";"";
"22.09.2020 03:00";"11.7";"751.0";"756.3";"-2.1";"91";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"10.2";"";"";"";"";"";"";
"22.09.2020 02:00";"11.9";"751.8";"757.1";"-1.8";"86";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"9.6";"";"";"";"";"";"";
"22.09.2020 01:00";"11.9";"752.5";"757.8";"-1.5";"90";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"10.3";"";"";"";"";"";"";
"22.09.2020 00:00";"12.2";"753.1";"758.4";"-1.4";"89";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"26.0";"10.5";"No precipitation";"6";"";"";"";"";
"21.09.2020 23:00";"12.2";"753.6";"758.9";"-1.2";"88";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"10.3";"";"";"";"";"";"";
"21.09.2020 22:00";"12.2";"754.0";"759.4";"-0.9";"88";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"10.3";"";"";"";"";"";"";
"21.09.2020 21:00";"12.3";"754.5";"759.8";"-0.4";"87";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"10.2";"";"";"";"";"";"";
"21.09.2020 20:00";"12.3";"754.8";"760.1";"-0.6";"84";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"9.7";"";"";"";"";"";"";
"21.09.2020 19:00";"12.7";"754.9";"760.2";"-0.9";"81";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"9.5";"";"";"";"";"";"";
"21.09.2020 18:00";"13.1";"754.9";"760.2";"-1.0";"78";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"16.4";"";"";"600-1000";"";"";"40.0";"9.3";"0.2";"12";"";"";"";"";
"21.09.2020 17:00";"13.9";"755.4";"760.6";"-0.7";"75";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"9.5";"";"";"";"";"";"";
"21.09.2020 16:00";"14.0";"755.8";"761.1";"-0.6";"74";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"9.4";"";"";"";"";"";"";
"21.09.2020 15:00";"14.5";"755.9";"761.2";"-0.5";"72";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"9.4";"";"";"";"";"";"";
